,index,ModifiedDateTime,FRP
5337,81,2018-10-01,0.0
5338,81,2018-11-01,0.0
5339,81,2018-12-01,0.0
5340,81,2019-01-01,0.0
5341,81,2019-02-01,0.0
5342,81,2019-03-01,0.0
5343,81,2019-04-01,0.0
5344,81,2019-05-01,0.0
5345,81,2019-06-01,0.0
5346,81,2019-07-01,0.0
5347,81,2019-08-01,0.0
5348,81,2019-09-01,0.0
5349,81,2019-10-01,0.0
5350,81,2019-11-01,0.0
5351,81,2019-12-01,7.7
5352,81,2020-01-01,0.0
5353,81,2020-02-01,0.0
5354,81,2020-03-01,0.0
5355,81,2020-04-01,0.0
5356,81,2020-05-01,0.0
5357,81,2020-06-01,0.0
5358,81,2020-07-01,0.0
5359,81,2020-08-01,0.0
5360,81,2020-09-01,0.0
5361,81,2020-10-01,0.0
5362,81,2020-11-01,0.0
5363,81,2020-12-01,0.0
5364,81,2021-01-01,0.0
5365,81,2021-02-01,0.0
5366,81,2021-03-01,0.0
5367,81,2021-04-01,0.0
5368,81,2021-05-01,0.0
5369,81,2021-06-01,0.0
5370,81,2021-07-01,0.0
5371,81,2021-08-01,0.0
5372,81,2021-09-01,0.0
5373,81,2021-10-01,14.2
5374,81,2021-11-01,0.0
5375,81,2021-12-01,15.18
5376,82,2015-01-01,0.0
5377,82,2015-02-01,0.0
5378,82,2015-03-01,0.0
5379,82,2015-04-01,0.0
5380,82,2015-05-01,0.0
5381,82,2015-06-01,0.0
5382,82,2015-07-01,0.0
5383,82,2015-08-01,0.0
5384,82,2015-09-01,0.0
5385,82,2015-10-01,0.0
5386,82,2015-11-01,0.0
5387,82,2015-12-01,0.0
5388,82,2016-01-01,0.0
5389,82,2016-02-01,9.8
5390,82,2016-03-01,9.95
5391,82,2016-04-01,0.0
5392,82,2016-05-01,0.0
5393,82,2016-06-01,0.0
5394,82,2016-07-01,0.0
5395,82,2016-08-01,0.0
5396,82,2016-09-01,0.0
5397,82,2016-10-01,0.0
5398,82,2016-11-01,0.0
5399,82,2016-12-01,0.0
5400,82,2017-01-01,0.0
5401,82,2017-02-01,0.0
5402,82,2017-03-01,0.0
5403,82,2017-04-01,0.0
5404,82,2017-05-01,26.5
5405,82,2017-06-01,0.0
5406,82,2017-07-01,17.0
5407,82,2017-08-01,0.0
5408,82,2017-09-01,7.85
5409,82,2017-10-01,10.100000000000001
5410,82,2017-11-01,0.0
5411,82,2017-12-01,18.0
5412,82,2018-01-01,0.0
5413,82,2018-02-01,0.0
5414,82,2018-03-01,0.0
5415,82,2018-04-01,10.3
5416,82,2018-05-01,0.0
5417,82,2018-06-01,0.0
5418,82,2018-07-01,0.0
5419,82,2018-08-01,0.0
5420,82,2018-09-01,0.0
5421,82,2018-10-01,0.0
5422,82,2018-11-01,0.0
5423,82,2018-12-01,0.0
5424,82,2019-01-01,0.0
5425,82,2019-02-01,9.8
5426,82,2019-03-01,0.0
5427,82,2019-04-01,0.0
5428,82,2019-05-01,0.0
5429,82,2019-06-01,0.0
5430,82,2019-07-01,0.0
5431,82,2019-08-01,0.0
5432,82,2019-09-01,0.0
5433,82,2019-10-01,0.0
5434,82,2019-11-01,4.9
5435,82,2019-12-01,0.0
5436,82,2020-01-01,6.2
5437,82,2020-02-01,0.0
5438,82,2020-03-01,0.0
5439,82,2020-04-01,0.0
5440,82,2020-05-01,11.4
5441,82,2020-06-01,0.0
5442,82,2020-07-01,0.0
5443,82,2020-08-01,0.0
5444,82,2020-09-01,0.0
5445,82,2020-10-01,0.0
5446,82,2020-11-01,0.0
5447,82,2020-12-01,0.0
5448,82,2021-01-01,0.0
5449,82,2021-02-01,0.0
5450,82,2021-03-01,0.0
5451,82,2021-04-01,0.0
5452,82,2021-05-01,0.0
5453,82,2021-06-01,0.0
5454,82,2021-07-01,0.0
5455,82,2021-08-01,0.0
5456,82,2021-09-01,0.0
5457,82,2021-10-01,0.0
5458,82,2021-11-01,17.47
5459,82,2021-12-01,0.0
5460,83,2015-01-01,0.0
5461,83,2015-02-01,0.0
5462,83,2015-03-01,0.0
5463,83,2015-04-01,9.3
5464,83,2015-05-01,0.0
5465,83,2015-06-01,0.0
5466,83,2015-07-01,0.0
5467,83,2015-08-01,14.1
5468,83,2015-09-01,0.0
5469,83,2015-10-01,0.0
5470,83,2015-11-01,0.0
5471,83,2015-12-01,0.0
5472,83,2016-01-01,0.0
5473,83,2016-02-01,0.0
5474,83,2016-03-01,0.0
5475,83,2016-04-01,0.0
5476,83,2016-05-01,0.0
5477,83,2016-06-01,0.0
5478,83,2016-07-01,0.0
5479,83,2016-08-01,0.0
5480,83,2016-09-01,0.0
5481,83,2016-10-01,0.0
5482,83,2016-11-01,0.0
5483,83,2016-12-01,0.0
5484,83,2017-01-01,0.0
5485,83,2017-02-01,0.0
5486,83,2017-03-01,0.0
5487,83,2017-04-01,0.0
5488,83,2017-05-01,0.0
5489,83,2017-06-01,0.0
5490,83,2017-07-01,0.0
5491,83,2017-08-01,0.0
5492,83,2017-09-01,0.0
5493,83,2017-10-01,0.0
5494,83,2017-11-01,0.0
5495,83,2017-12-01,5.5
5496,83,2018-01-01,0.0
5497,83,2018-02-01,0.0
5498,83,2018-03-01,0.0
5499,83,2018-04-01,0.0
5500,83,2018-05-01,0.0
5501,83,2018-06-01,10.1
5502,83,2018-07-01,0.0
5503,83,2018-08-01,0.0
5504,83,2018-09-01,0.0
5505,83,2018-10-01,0.0
5506,83,2018-11-01,0.0
5507,83,2018-12-01,0.0
5508,83,2019-01-01,0.0
5509,83,2019-02-01,0.0
5510,83,2019-03-01,0.0
5511,83,2019-04-01,0.0
5512,83,2019-05-01,0.0
5513,83,2019-06-01,0.0
5514,83,2019-07-01,0.0
5515,83,2019-08-01,0.0
5516,83,2019-09-01,0.0
5517,83,2019-10-01,0.0
5518,83,2019-11-01,6.1
5519,83,2019-12-01,10.6
5520,83,2020-01-01,0.0
5521,83,2020-02-01,0.0
5522,83,2020-03-01,0.0
5523,83,2020-04-01,0.0
5524,83,2020-05-01,0.0
5525,83,2020-06-01,0.0
5526,83,2020-07-01,0.0
5527,83,2020-08-01,0.0
5528,83,2020-09-01,0.0
5529,83,2020-10-01,0.0
5530,83,2020-11-01,0.0
5531,83,2020-12-01,5.3
5532,83,2021-01-01,0.0
5533,83,2021-02-01,0.0
5534,83,2021-03-01,17.2
5535,83,2021-04-01,0.0
5536,83,2021-05-01,0.0
5537,83,2021-06-01,0.0
5538,83,2021-07-01,0.0
5539,83,2021-08-01,0.0
5540,83,2021-09-01,0.0
5541,83,2021-10-01,0.0
5542,83,2021-11-01,0.0
5543,83,2021-12-01,0.0
5544,84,2015-01-01,0.0
5545,84,2015-02-01,0.0
5546,84,2015-03-01,27.2
5547,84,2015-04-01,0.0
5548,84,2015-05-01,0.0
5549,84,2015-06-01,0.0
5550,84,2015-07-01,0.0
5551,84,2015-08-01,0.0
5552,84,2015-09-01,0.0
5553,84,2015-10-01,0.0
5554,84,2015-11-01,0.0
5555,84,2015-12-01,0.0
5556,84,2016-01-01,0.0
5557,84,2016-02-01,10.8
5558,84,2016-03-01,0.0
5559,84,2016-04-01,0.0
5560,84,2016-05-01,0.0
5561,84,2016-06-01,26.1
5562,84,2016-07-01,13.2
5563,84,2016-08-01,0.0
5564,84,2016-09-01,0.0
5565,84,2016-10-01,0.0
5566,84,2016-11-01,0.0
5567,84,2016-12-01,0.0
5568,84,2017-01-01,0.0
5569,84,2017-02-01,9.350000000000001
5570,84,2017-03-01,47.4
5571,84,2017-04-01,0.0
5572,84,2017-05-01,14.549999999999999
5573,84,2017-06-01,0.0
5574,84,2017-07-01,0.0
5575,84,2017-08-01,0.0
5576,84,2017-09-01,0.0
5577,84,2017-10-01,0.0
5578,84,2017-11-01,32.95
5579,84,2017-12-01,0.0
5580,84,2018-01-01,6.5
5581,84,2018-02-01,0.0
5582,84,2018-03-01,0.0
5583,84,2018-04-01,0.0
5584,84,2018-05-01,0.0
5585,84,2018-06-01,0.0
5586,84,2018-07-01,12.8
5587,84,2018-08-01,0.0
5588,84,2018-09-01,33.5
5589,84,2018-10-01,36.2
5590,84,2018-11-01,0.0
5591,84,2018-12-01,10.4
5592,84,2019-01-01,0.0
5593,84,2019-02-01,0.0
5594,84,2019-03-01,0.0
5595,84,2019-04-01,23.0
5596,84,2019-05-01,27.6
5597,84,2019-06-01,31.4
5598,84,2019-07-01,0.0
5599,84,2019-08-01,0.0
5600,84,2019-09-01,0.0
5601,84,2019-10-01,33.45
5602,84,2019-11-01,0.0
5603,84,2019-12-01,4.2
5604,84,2020-01-01,0.0
5605,84,2020-02-01,0.0
5606,84,2020-03-01,0.0
5607,84,2020-04-01,0.0
5608,84,2020-05-01,0.0
5609,84,2020-06-01,0.0
5610,84,2020-07-01,25.4
5611,84,2020-08-01,0.0
5612,84,2020-09-01,0.0
5613,84,2020-10-01,0.0
5614,84,2020-11-01,0.0
5615,84,2020-12-01,0.0
5616,84,2021-01-01,0.0
5617,84,2021-02-01,0.0
5618,84,2021-03-01,0.0
5619,84,2021-04-01,0.0
5620,84,2021-05-01,0.0
5621,84,2021-06-01,0.0
5622,84,2021-07-01,0.0
5623,84,2021-08-01,0.0
5624,84,2021-09-01,37.075
5625,84,2021-10-01,26.766666666666666
5626,84,2021-11-01,0.0
5627,84,2021-12-01,8.79
5628,85,2015-01-01,0.0
5629,85,2015-02-01,0.0
5630,85,2015-03-01,0.0
5631,85,2015-04-01,0.0
5632,85,2015-05-01,0.0
5633,85,2015-06-01,0.0
5634,85,2015-07-01,0.0
5635,85,2015-08-01,0.0
5636,85,2015-09-01,0.0
5637,85,2015-10-01,0.0
5638,85,2015-11-01,0.0
5639,85,2015-12-01,0.0
5640,85,2016-01-01,0.0
5641,85,2016-02-01,0.0
5642,85,2016-03-01,0.0
5643,85,2016-04-01,0.0
5644,85,2016-05-01,0.0
5645,85,2016-06-01,0.0
5646,85,2016-07-01,0.0
5647,85,2016-08-01,0.0
5648,85,2016-09-01,0.0
5649,85,2016-10-01,0.0
5650,85,2016-11-01,0.0
5651,85,2016-12-01,0.0
5652,85,2017-01-01,17.0
5653,85,2017-02-01,20.4
5654,85,2017-03-01,0.0
5655,85,2017-04-01,0.0
5656,85,2017-05-01,0.0
5657,85,2017-06-01,0.0
5658,85,2017-07-01,14.3
5659,85,2017-08-01,0.0
5660,85,2017-09-01,0.0
5661,85,2017-10-01,0.0
5662,85,2017-11-01,0.0
5663,85,2017-12-01,11.266666666666666
5664,85,2018-01-01,0.0
5665,85,2018-02-01,10.4
5666,85,2018-03-01,0.0
5667,85,2018-04-01,0.0
5668,85,2018-05-01,0.0
5669,85,2018-06-01,0.0
5670,85,2018-07-01,0.0
5671,85,2018-08-01,0.0
5672,85,2018-09-01,0.0
5673,85,2018-10-01,0.0
5674,85,2018-11-01,30.066666666666663
5675,85,2018-12-01,0.0
5676,85,2019-01-01,0.0
5677,85,2019-02-01,0.0
5678,85,2019-03-01,0.0
5679,85,2019-04-01,0.0
5680,85,2019-05-01,0.0
5681,85,2019-06-01,0.0
5682,85,2019-07-01,0.0
5683,85,2019-08-01,0.0
5684,85,2019-09-01,0.0
5685,85,2019-10-01,0.0
5686,85,2019-11-01,0.0
5687,85,2019-12-01,0.0
5688,85,2020-01-01,0.0
5689,85,2020-02-01,0.0
5690,85,2020-03-01,17.8
5691,85,2020-04-01,0.0
5692,85,2020-05-01,0.0
5693,85,2020-06-01,0.0
5694,85,2020-07-01,0.0
5695,85,2020-08-01,0.0
5696,85,2020-09-01,0.0
5697,85,2020-10-01,0.0
5698,85,2020-11-01,11.9
5699,85,2020-12-01,0.0
5700,85,2021-01-01,0.0
5701,85,2021-02-01,0.0
5702,85,2021-03-01,0.0
5703,85,2021-04-01,20.0
5704,85,2021-05-01,0.0
5705,85,2021-06-01,0.0
5706,85,2021-07-01,6.3
5707,85,2021-08-01,0.0
5708,85,2021-09-01,0.0
5709,85,2021-10-01,0.0
5710,85,2021-11-01,0.0
5711,85,2021-12-01,15.1
5712,86,2015-01-01,0.0
5713,86,2015-02-01,0.0
5714,86,2015-03-01,0.0
5715,86,2015-04-01,0.0
5716,86,2015-05-01,0.0
5717,86,2015-06-01,0.0
5718,86,2015-07-01,0.0
5719,86,2015-08-01,0.0
5720,86,2015-09-01,0.0
5721,86,2015-10-01,0.0
5722,86,2015-11-01,0.0
5723,86,2015-12-01,0.0
5724,86,2016-01-01,0.0
5725,86,2016-02-01,11.6
5726,86,2016-03-01,10.9
5727,86,2016-04-01,0.0
5728,86,2016-05-01,0.0
5729,86,2016-06-01,0.0
5730,86,2016-07-01,0.0
5731,86,2016-08-01,0.0
5732,86,2016-09-01,0.0
5733,86,2016-10-01,0.0
5734,86,2016-11-01,0.0
5735,86,2016-12-01,0.0
5736,86,2017-01-01,0.0
5737,86,2017-02-01,0.0
5738,86,2017-03-01,0.0
5739,86,2017-04-01,0.0
5740,86,2017-05-01,0.0
5741,86,2017-06-01,0.0
5742,86,2017-07-01,0.0
5743,86,2017-08-01,0.0
5744,86,2017-09-01,0.0
5745,86,2017-10-01,0.0
5746,86,2017-11-01,0.0
5747,86,2017-12-01,0.0
5748,86,2018-01-01,0.0
5749,86,2018-02-01,0.0
5750,86,2018-03-01,0.0
5751,86,2018-04-01,0.0
5752,86,2018-05-01,0.0
5753,86,2018-06-01,0.0
5754,86,2018-07-01,0.0
5755,86,2018-08-01,0.0
5756,86,2018-09-01,0.0
5757,86,2018-10-01,0.0
5758,86,2018-11-01,0.0
5759,86,2018-12-01,0.0
5760,86,2019-01-01,0.0
5761,86,2019-02-01,0.0
5762,86,2019-03-01,13.7
5763,86,2019-04-01,0.0
5764,86,2019-05-01,0.0
5765,86,2019-06-01,0.0
5766,86,2019-07-01,0.0
5767,86,2019-08-01,0.0
5768,86,2019-09-01,0.0
5769,86,2019-10-01,0.0
5770,86,2019-11-01,0.0
5771,86,2019-12-01,0.0
5772,86,2020-01-01,0.0
5773,86,2020-02-01,0.0
5774,86,2020-03-01,0.0
5775,86,2020-04-01,0.0
5776,86,2020-05-01,0.0
5777,86,2020-06-01,0.0
5778,86,2020-07-01,0.0
5779,86,2020-08-01,0.0
5780,86,2020-09-01,0.0
5781,86,2020-10-01,0.0
5782,86,2020-11-01,0.0
5783,86,2020-12-01,5.25
5784,86,2021-01-01,0.0
5785,86,2021-02-01,0.0
5786,86,2021-03-01,17.533333333333335
5787,86,2021-04-01,0.0
5788,86,2021-05-01,0.0
5789,86,2021-06-01,0.0
5790,86,2021-07-01,0.0
5791,86,2021-08-01,0.0
5792,86,2021-09-01,0.0
5793,86,2021-10-01,0.0
5794,86,2021-11-01,0.0
5795,86,2021-12-01,0.0
5796,87,2015-01-01,0.0
5797,87,2015-02-01,0.0
5798,87,2015-03-01,0.0
5799,87,2015-04-01,0.0
5800,87,2015-05-01,0.0
5801,87,2015-06-01,0.0
5802,87,2015-07-01,0.0
5803,87,2015-08-01,0.0
5804,87,2015-09-01,0.0
5805,87,2015-10-01,0.0
5806,87,2015-11-01,0.0
5807,87,2015-12-01,0.0
5808,87,2016-01-01,0.0
5809,87,2016-02-01,0.0
5810,87,2016-03-01,0.0
5811,87,2016-04-01,0.0
5812,87,2016-05-01,0.0
5813,87,2016-06-01,0.0
5814,87,2016-07-01,0.0
5815,87,2016-08-01,0.0
5816,87,2016-09-01,0.0
5817,87,2016-10-01,0.0
5818,87,2016-11-01,0.0
5819,87,2016-12-01,0.0
5820,87,2017-01-01,0.0
5821,87,2017-02-01,0.0
5822,87,2017-03-01,0.0
5823,87,2017-04-01,0.0
5824,87,2017-05-01,0.0
5825,87,2017-06-01,0.0
5826,87,2017-07-01,0.0
5827,87,2017-08-01,0.0
5828,87,2017-09-01,0.0
5829,87,2017-10-01,0.0
5830,87,2017-11-01,0.0
5831,87,2017-12-01,0.0
5832,87,2018-01-01,0.0
5833,87,2018-02-01,0.0
5834,87,2018-03-01,0.0
5835,87,2018-04-01,0.0
5836,87,2018-05-01,17.6
5837,87,2018-06-01,0.0
5838,87,2018-07-01,0.0
5839,87,2018-08-01,0.0
5840,87,2018-09-01,0.0
5841,87,2018-10-01,0.0
5842,87,2018-11-01,0.0
5843,87,2018-12-01,11.1
5844,87,2019-01-01,0.0
5845,87,2019-02-01,0.0
5846,87,2019-03-01,0.0
5847,87,2019-04-01,0.0
5848,87,2019-05-01,0.0
5849,87,2019-06-01,0.0
5850,87,2019-07-01,0.0
5851,87,2019-08-01,0.0
5852,87,2019-09-01,0.0
5853,87,2019-10-01,0.0
5854,87,2019-11-01,0.0
5855,87,2019-12-01,0.0
5856,87,2020-01-01,0.0
5857,87,2020-02-01,0.0
5858,87,2020-03-01,0.0
5859,87,2020-04-01,0.0
5860,87,2020-05-01,0.0
5861,87,2020-06-01,0.0
5862,87,2020-07-01,0.0
5863,87,2020-08-01,0.0
5864,87,2020-09-01,0.0
5865,87,2020-10-01,0.0
5866,87,2020-11-01,0.0
5867,87,2020-12-01,0.0
5868,87,2021-01-01,0.0
5869,87,2021-02-01,0.0
5870,87,2021-03-01,0.0
5871,87,2021-04-01,0.0
5872,87,2021-05-01,0.0
5873,87,2021-06-01,0.0
5874,87,2021-07-01,0.0
5875,87,2021-08-01,12.7
5876,87,2021-09-01,0.0
5877,87,2021-10-01,0.0
5878,87,2021-11-01,0.0
5879,87,2021-12-01,0.0
5880,89,2015-01-01,0.0
5881,89,2015-02-01,0.0
5882,89,2015-03-01,0.0
5883,89,2015-04-01,0.0
5884,89,2015-05-01,0.0
5885,89,2015-06-01,0.0
5886,89,2015-07-01,0.0
5887,89,2015-08-01,0.0
5888,89,2015-09-01,17.7
5889,89,2015-10-01,0.0
5890,89,2015-11-01,0.0
5891,89,2015-12-01,10.9
5892,89,2016-01-01,0.0
5893,89,2016-02-01,0.0
5894,89,2016-03-01,0.0
5895,89,2016-04-01,0.0
5896,89,2016-05-01,0.0
5897,89,2016-06-01,0.0
5898,89,2016-07-01,0.0
5899,89,2016-08-01,0.0
5900,89,2016-09-01,0.0
5901,89,2016-10-01,12.3
5902,89,2016-11-01,0.0
5903,89,2016-12-01,0.0
5904,89,2017-01-01,0.0
5905,89,2017-02-01,0.0
5906,89,2017-03-01,0.0
5907,89,2017-04-01,0.0
5908,89,2017-05-01,0.0
5909,89,2017-06-01,0.0
5910,89,2017-07-01,7.0
5911,89,2017-08-01,0.0
5912,89,2017-09-01,0.0
5913,89,2017-10-01,0.0
5914,89,2017-11-01,0.0
5915,89,2017-12-01,4.9
5916,89,2018-01-01,0.0
5917,89,2018-02-01,0.0
5918,89,2018-03-01,0.0
5919,89,2018-04-01,0.0
5920,89,2018-05-01,0.0
5921,89,2018-06-01,0.0
5922,89,2018-07-01,0.0
5923,89,2018-08-01,0.0
5924,89,2018-09-01,0.0
5925,89,2018-10-01,0.0
5926,89,2018-11-01,0.0
5927,89,2018-12-01,0.0
5928,89,2019-01-01,15.3
5929,89,2019-02-01,10.6
5930,89,2019-03-01,11.7
5931,89,2019-04-01,0.0
5932,89,2019-05-01,0.0
5933,89,2019-06-01,0.0
5934,89,2019-07-01,5.9
5935,89,2019-08-01,0.0
5936,89,2019-09-01,0.0
5937,89,2019-10-01,0.0
5938,89,2019-11-01,0.0
5939,89,2019-12-01,8.5
5940,89,2020-01-01,0.0
5941,89,2020-02-01,0.0
5942,89,2020-03-01,17.4
5943,89,2020-04-01,0.0
5944,89,2020-05-01,0.0
5945,89,2020-06-01,0.0
5946,89,2020-07-01,0.0
5947,89,2020-08-01,0.0
5948,89,2020-09-01,0.0
5949,89,2020-10-01,0.0
5950,89,2020-11-01,0.0
5951,89,2020-12-01,7.4
5952,89,2021-01-01,0.0
5953,89,2021-02-01,15.6
5954,89,2021-03-01,0.0
5955,89,2021-04-01,0.0
5956,89,2021-05-01,0.0
5957,89,2021-06-01,0.0
5958,89,2021-07-01,0.0
5959,89,2021-08-01,0.0
5960,89,2021-09-01,0.0
5961,89,2021-10-01,0.0
5962,89,2021-11-01,0.0
5963,89,2021-12-01,0.0
5964,90,2015-01-01,0.0
5965,90,2015-02-01,0.0
5966,90,2015-03-01,0.0
5967,90,2015-04-01,0.0
5968,90,2015-05-01,0.0
5969,90,2015-06-01,0.0
5970,90,2015-07-01,0.0
5971,90,2015-08-01,0.0
5972,90,2015-09-01,0.0
5973,90,2015-10-01,0.0
5974,90,2015-11-01,0.0
5975,90,2015-12-01,0.0
5976,90,2016-01-01,0.0
5977,90,2016-02-01,0.0
5978,90,2016-03-01,0.0
5979,90,2016-04-01,0.0
5980,90,2016-05-01,0.0
5981,90,2016-06-01,0.0
5982,90,2016-07-01,0.0
5983,90,2016-08-01,0.0
5984,90,2016-09-01,0.0
5985,90,2016-10-01,0.0
5986,90,2016-11-01,0.0
5987,90,2016-12-01,0.0
5988,90,2017-01-01,0.0
5989,90,2017-02-01,0.0
5990,90,2017-03-01,0.0
5991,90,2017-04-01,0.0
5992,90,2017-05-01,0.0
5993,90,2017-06-01,0.0
5994,90,2017-07-01,0.0
5995,90,2017-08-01,0.0
5996,90,2017-09-01,0.0
5997,90,2017-10-01,0.0
5998,90,2017-11-01,0.0
5999,90,2017-12-01,0.0
6000,90,2018-01-01,0.0
6001,90,2018-02-01,0.0
6002,90,2018-03-01,0.0
6003,90,2018-04-01,0.0
6004,90,2018-05-01,0.0
6005,90,2018-06-01,0.0
6006,90,2018-07-01,0.0
6007,90,2018-08-01,0.0
6008,90,2018-09-01,0.0
6009,90,2018-10-01,0.0
6010,90,2018-11-01,0.0
6011,90,2018-12-01,0.0
6012,90,2019-01-01,0.0
6013,90,2019-02-01,0.0
6014,90,2019-03-01,0.0
6015,90,2019-04-01,0.0
6016,90,2019-05-01,0.0
6017,90,2019-06-01,0.0
6018,90,2019-07-01,0.0
6019,90,2019-08-01,0.0
6020,90,2019-09-01,0.0
6021,90,2019-10-01,0.0
6022,90,2019-11-01,0.0
6023,90,2019-12-01,0.0
6024,90,2020-01-01,0.0
6025,90,2020-02-01,0.0
6026,90,2020-03-01,0.0
6027,90,2020-04-01,0.0
6028,90,2020-05-01,0.0
6029,90,2020-06-01,0.0
6030,90,2020-07-01,0.0
6031,90,2020-08-01,0.0
6032,90,2020-09-01,0.0
6033,90,2020-10-01,0.0
6034,90,2020-11-01,0.0
6035,90,2020-12-01,0.0
6036,90,2021-01-01,0.0
6037,90,2021-02-01,4.3
6038,90,2021-03-01,0.0
6039,90,2021-04-01,0.0
6040,90,2021-05-01,0.0
6041,90,2021-06-01,0.0
6042,90,2021-07-01,0.0
6043,90,2021-08-01,0.0
6044,90,2021-09-01,0.0
6045,90,2021-10-01,0.0
6046,90,2021-11-01,0.0
6047,90,2021-12-01,0.0
6048,91,2015-01-01,0.0
6049,91,2015-02-01,0.0
6050,91,2015-03-01,0.0
6051,91,2015-04-01,0.0
6052,91,2015-05-01,0.0
6053,91,2015-06-01,0.0
6054,91,2015-07-01,0.0
6055,91,2015-08-01,0.0
6056,91,2015-09-01,0.0
6057,91,2015-10-01,0.0
6058,91,2015-11-01,0.0
6059,91,2015-12-01,0.0
6060,91,2016-01-01,0.0
6061,91,2016-02-01,0.0
6062,91,2016-03-01,0.0
6063,91,2016-04-01,9.9
6064,91,2016-05-01,17.4
6065,91,2016-06-01,0.0
6066,91,2016-07-01,0.0
6067,91,2016-08-01,0.0
6068,91,2016-09-01,0.0
6069,91,2016-10-01,0.0
6070,91,2016-11-01,0.0
6071,91,2016-12-01,5.5
6072,91,2017-01-01,0.0
6073,91,2017-02-01,0.0
6074,91,2017-03-01,0.0
6075,91,2017-04-01,0.0
6076,91,2017-05-01,0.0
6077,91,2017-06-01,0.0
6078,91,2017-07-01,0.0
6079,91,2017-08-01,0.0
6080,91,2017-09-01,0.0
6081,91,2017-10-01,0.0
6082,91,2017-11-01,0.0
6083,91,2017-12-01,0.0
6084,91,2018-01-01,0.0
6085,91,2018-02-01,0.0
6086,91,2018-03-01,0.0
6087,91,2018-04-01,0.0
6088,91,2018-05-01,0.0
6089,91,2018-06-01,0.0
6090,91,2018-07-01,0.0
6091,91,2018-08-01,0.0
6092,91,2018-09-01,0.0
6093,91,2018-10-01,0.0
6094,91,2018-11-01,0.0
6095,91,2018-12-01,0.0
6096,91,2019-01-01,0.0
6097,91,2019-02-01,0.0
6098,91,2019-03-01,0.0
6099,91,2019-04-01,0.0
6100,91,2019-05-01,0.0
6101,91,2019-06-01,0.0
6102,91,2019-07-01,0.0
6103,91,2019-08-01,0.0
6104,91,2019-09-01,0.0
6105,91,2019-10-01,0.0
6106,91,2019-11-01,0.0
6107,91,2019-12-01,0.0
6108,91,2020-01-01,0.0
6109,91,2020-02-01,0.0
6110,91,2020-03-01,0.0
6111,91,2020-04-01,0.0
6112,91,2020-05-01,0.0
6113,91,2020-06-01,0.0
6114,91,2020-07-01,0.0
6115,91,2020-08-01,0.0
6116,91,2020-09-01,0.0
6117,91,2020-10-01,0.0
6118,91,2020-11-01,0.0
6119,91,2020-12-01,0.0
6120,91,2021-01-01,0.0
6121,91,2021-02-01,0.0
6122,91,2021-03-01,0.0
6123,91,2021-04-01,0.0
6124,91,2021-05-01,0.0
6125,91,2021-06-01,0.0
6126,91,2021-07-01,0.0
6127,91,2021-08-01,0.0
6128,91,2021-09-01,0.0
6129,91,2021-10-01,0.0
6130,91,2021-11-01,0.0
6131,91,2021-12-01,0.0
6132,92,2015-01-01,0.0
6133,92,2015-02-01,0.0
6134,92,2015-03-01,0.0
6135,92,2015-04-01,0.0
6136,92,2015-05-01,0.0
6137,92,2015-06-01,0.0
6138,92,2015-07-01,0.0
6139,92,2015-08-01,0.0
6140,92,2015-09-01,0.0
6141,92,2015-10-01,0.0
6142,92,2015-11-01,0.0
6143,92,2015-12-01,0.0
6144,92,2016-01-01,0.0
6145,92,2016-02-01,0.0
6146,92,2016-03-01,0.0
6147,92,2016-04-01,0.0
6148,92,2016-05-01,0.0
6149,92,2016-06-01,0.0
6150,92,2016-07-01,14.7
6151,92,2016-08-01,0.0
6152,92,2016-09-01,0.0
6153,92,2016-10-01,0.0
6154,92,2016-11-01,0.0
6155,92,2016-12-01,0.0
6156,92,2017-01-01,0.0
6157,92,2017-02-01,0.0
6158,92,2017-03-01,0.0
6159,92,2017-04-01,0.0
6160,92,2017-05-01,0.0
6161,92,2017-06-01,0.0
6162,92,2017-07-01,0.0
6163,92,2017-08-01,0.0
6164,92,2017-09-01,0.0
6165,92,2017-10-01,0.0
6166,92,2017-11-01,12.5
6167,92,2017-12-01,0.0
6168,92,2018-01-01,14.9
6169,92,2018-02-01,0.0
6170,92,2018-03-01,0.0
6171,92,2018-04-01,0.0
6172,92,2018-05-01,10.0
6173,92,2018-06-01,0.0
6174,92,2018-07-01,0.0
6175,92,2018-08-01,0.0
6176,92,2018-09-01,0.0
6177,92,2018-10-01,0.0
6178,92,2018-11-01,12.850000000000001
6179,92,2018-12-01,0.0
6180,92,2019-01-01,0.0
6181,92,2019-02-01,0.0
6182,92,2019-03-01,0.0
6183,92,2019-04-01,15.7
6184,92,2019-05-01,0.0
6185,92,2019-06-01,8.15
6186,92,2019-07-01,0.0
6187,92,2019-08-01,0.0
6188,92,2019-09-01,9.2
6189,92,2019-10-01,0.0
6190,92,2019-11-01,7.833333333333333
6191,92,2019-12-01,0.0
6192,92,2020-01-01,0.0
6193,92,2020-02-01,0.0
6194,92,2020-03-01,0.0
6195,92,2020-04-01,0.0
6196,92,2020-05-01,0.0
6197,92,2020-06-01,0.0
6198,92,2020-07-01,0.0
6199,92,2020-08-01,0.0
6200,92,2020-09-01,0.0
6201,92,2020-10-01,0.0
6202,92,2020-11-01,0.0
6203,92,2020-12-01,0.0
6204,92,2021-01-01,0.0
6205,92,2021-02-01,0.0
6206,92,2021-03-01,0.0
6207,92,2021-04-01,0.0
