longitude,latitude
78.35000038,19.84999923
78.55000014,19.84999923
78.35000038,19.74999924
78.45000026,19.74999924
78.55000014,19.74999924
78.65000002,19.74999924
78.7499999,19.74999924
78.35000038,19.64999925
78.45000026,19.64999925
78.55000014,19.64999925
78.65000002,19.64999925
78.7499999,19.64999925
78.84999978,19.64999925
78.2500005,19.54999926
78.35000038,19.54999926
78.45000026,19.54999926
78.55000014,19.54999926
78.65000002,19.54999926
78.7499999,19.54999926
78.84999978,19.54999926
78.94999966,19.54999926
79.04999954,19.54999926
79.2499993,19.54999926
79.34999918,19.54999926
79.44999906,19.54999926
79.54999894,19.54999926
79.64999882,19.54999926
79.74999869,19.54999926
79.84999857,19.54999926
78.15000062,19.44999927
78.2500005,19.44999927
78.35000038,19.44999927
78.45000026,19.44999927
78.55000014,19.44999927
78.65000002,19.44999927
78.7499999,19.44999927
78.84999978,19.44999927
78.94999966,19.44999927
79.04999954,19.44999927
79.14999942,19.44999927
79.2499993,19.44999927
79.34999918,19.44999927
79.44999906,19.44999927
79.54999894,19.44999927
79.64999882,19.44999927
79.74999869,19.44999927
79.84999857,19.44999927
77.85000098,19.34999928
78.15000062,19.34999928
78.2500005,19.34999928
78.35000038,19.34999928
78.45000026,19.34999928
78.55000014,19.34999928
78.65000002,19.34999928
78.7499999,19.34999928
78.84999978,19.34999928
78.94999966,19.34999928
79.04999954,19.34999928
79.14999942,19.34999928
79.2499993,19.34999928
79.34999918,19.34999928
79.44999906,19.34999928
79.54999894,19.34999928
79.64999882,19.34999928
79.74999869,19.34999928
79.84999857,19.34999928
77.85000098,19.24999929
77.95000086,19.24999929
78.05000074,19.24999929
78.15000062,19.24999929
78.2500005,19.24999929
78.35000038,19.24999929
78.45000026,19.24999929
78.55000014,19.24999929
78.65000002,19.24999929
78.7499999,19.24999929
78.84999978,19.24999929
78.94999966,19.24999929
79.04999954,19.24999929
79.14999942,19.24999929
79.2499993,19.24999929
79.34999918,19.24999929
79.44999906,19.24999929
79.54999894,19.24999929
79.64999882,19.24999929
79.74999869,19.24999929
79.84999857,19.24999929
77.85000098,19.1499993
77.95000086,19.1499993
78.05000074,19.1499993
78.15000062,19.1499993
78.2500005,19.1499993
78.35000038,19.1499993
78.45000026,19.1499993
78.55000014,19.1499993
78.65000002,19.1499993
78.7499999,19.1499993
78.84999978,19.1499993
78.94999966,19.1499993
79.04999954,19.1499993
79.14999942,19.1499993
79.2499993,19.1499993
79.34999918,19.1499993
79.44999906,19.1499993
79.54999894,19.1499993
79.64999882,19.1499993
79.74999869,19.1499993
77.7500011,19.04999931
77.85000098,19.04999931
77.95000086,19.04999931
78.05000074,19.04999931
78.15000062,19.04999931
78.2500005,19.04999931
78.35000038,19.04999931
78.45000026,19.04999931
78.55000014,19.04999931
78.65000002,19.04999931
78.7499999,19.04999931
78.84999978,19.04999931
78.94999966,19.04999931
79.04999954,19.04999931
79.14999942,19.04999931
79.2499993,19.04999931
79.34999918,19.04999931
79.44999906,19.04999931
79.54999894,19.04999931
79.64999882,19.04999931
79.74999869,19.04999931
79.84999857,19.04999931
77.85000098,18.94999932
77.95000086,18.94999932
78.05000074,18.94999932
78.15000062,18.94999932
78.2500005,18.94999932
78.35000038,18.94999932
78.45000026,18.94999932
78.55000014,18.94999932
78.65000002,18.94999932
78.7499999,18.94999932
78.84999978,18.94999932
78.94999966,18.94999932
79.04999954,18.94999932
79.14999942,18.94999932
79.2499993,18.94999932
79.34999918,18.94999932
79.44999906,18.94999932
79.54999894,18.94999932
79.64999882,18.94999932
79.74999869,18.94999932
79.84999857,18.94999932
77.85000098,18.84999933
77.95000086,18.84999933
78.05000074,18.84999933
78.15000062,18.84999933
78.2500005,18.84999933
78.35000038,18.84999933
78.45000026,18.84999933
78.55000014,18.84999933
78.65000002,18.84999933
78.7499999,18.84999933
78.84999978,18.84999933
78.94999966,18.84999933
79.04999954,18.84999933
79.14999942,18.84999933
79.2499993,18.84999933
79.34999918,18.84999933
79.44999906,18.84999933
79.54999894,18.84999933
79.64999882,18.84999933
79.74999869,18.84999933
79.84999857,18.84999933
77.7500011,18.74999934
77.85000098,18.74999934
77.95000086,18.74999934
78.05000074,18.74999934
78.15000062,18.74999934
78.2500005,18.74999934
78.35000038,18.74999934
78.45000026,18.74999934
78.55000014,18.74999934
78.65000002,18.74999934
78.7499999,18.74999934
78.84999978,18.74999934
78.94999966,18.74999934
79.04999954,18.74999934
79.14999942,18.74999934
79.2499993,18.74999934
79.34999918,18.74999934
79.44999906,18.74999934
79.54999894,18.74999934
79.64999882,18.74999934
79.74999869,18.74999934
79.84999857,18.74999934
79.94999845,18.74999934
77.7500011,18.64999935
77.85000098,18.64999935
77.95000086,18.64999935
78.05000074,18.64999935
78.15000062,18.64999935
78.2500005,18.64999935
78.35000038,18.64999935
78.45000026,18.64999935
78.55000014,18.64999935
78.65000002,18.64999935
78.7499999,18.64999935
78.84999978,18.64999935
78.94999966,18.64999935
79.04999954,18.64999935
79.14999942,18.64999935
79.2499993,18.64999935
79.34999918,18.64999935
79.44999906,18.64999935
79.54999894,18.64999935
79.64999882,18.64999935
79.74999869,18.64999935
79.84999857,18.64999935
79.94999845,18.64999935
80.04999833,18.64999935
80.14999821,18.64999935
80.24999809,18.64999935
80.34999797,18.64999935
80.44999785,18.64999935
77.55000135,18.54999936
77.65000122,18.54999936
77.7500011,18.54999936
77.85000098,18.54999936
77.95000086,18.54999936
78.05000074,18.54999936
78.15000062,18.54999936
78.2500005,18.54999936
78.35000038,18.54999936
78.45000026,18.54999936
78.55000014,18.54999936
78.65000002,18.54999936
78.7499999,18.54999936
78.84999978,18.54999936
78.94999966,18.54999936
79.04999954,18.54999936
79.14999942,18.54999936
79.2499993,18.54999936
