,index,Slope Score,geometry
367,367,0.0,"POLYGON ((77.77418405209735 16.87181548956561, 77.84017425556492 16.89048930261172, 77.85952751084687 16.82690485779102, 77.79353702573032 16.80830539936476, 77.77418405209735 16.87181548956561))"
368,368,0.0,"POLYGON ((77.79353702573032 16.80830539936476, 77.85952751084687 16.82690485779102, 77.87879700793385 16.76329859612144, 77.81280627231482 16.74477346964518, 77.79353702573032 16.80830539936476))"
369,369,0.0,"POLYGON ((77.79353702573032 16.80830539936476, 77.85952751084687 16.82690485779102, 77.87879700793385 16.76329859612144, 77.81280627231482 16.74477346964518, 77.79353702573032 16.80830539936476))"
370,370,0.0,"POLYGON ((77.81280627231482 16.74477346964518, 77.87879700793385 16.76329859612144, 77.89798284892603 16.69967061879747, 77.83199189356075 16.68121980166035, 77.81280627231482 16.74477346964518))"
371,371,0.0,"POLYGON ((77.81280627231482 16.74477346964518, 77.87879700793385 16.76329859612144, 77.89798284892603 16.69967061879747, 77.83199189356075 16.68121980166035, 77.81280627231482 16.74477346964518))"
372,372,0.0,"POLYGON ((77.83199189356075 16.68121980166035, 77.89798284892603 16.69967061879747, 77.91708513551882 16.63602102681372, 77.85109399077558 16.61764449646433, 77.83199189356075 16.68121980166035))"
373,373,0.0,"POLYGON ((77.83199189356075 16.68121980166035, 77.89798284892603 16.69967061879747, 77.91708513551882 16.63602102681372, 77.85109399077558 16.61764449646433, 77.83199189356075 16.68121980166035))"
374,374,0.002006653099317056,"POLYGON ((77.85109399077558 16.61764449646433, 77.91708513551882 16.63602102681372, 77.93610396900262 16.57234992096588, 77.87011266486395 16.55404765491263, 77.85109399077558 16.61764449646433))"
375,375,0.002006653099317056,"POLYGON ((77.85109399077558 16.61764449646433, 77.91708513551882 16.63602102681372, 77.93610396900262 16.57234992096588, 77.87011266486395 16.55404765491263, 77.85109399077558 16.61764449646433))"
376,376,0.008021980670477593,"POLYGON ((77.87011266486395 16.55404765491263, 77.93610396900262 16.57234992096588, 77.95503945026269 16.50865740185164, 77.88904801632775 16.49042937766319, 77.87011266486395 16.55404765491263))"
377,377,0.008021980670477593,"POLYGON ((77.87011266486395 16.55404765491263, 77.93610396900262 16.57234992096588, 77.95503945026269 16.50865740185164, 77.88904801632775 16.49042937766319, 77.87011266486395 16.55404765491263))"
378,378,0.0021572222851733323,"POLYGON ((77.88904801632775 16.49042937766319, 77.95503945026269 16.50865740185164, 77.97389167977911 16.4449435698716, 77.90790014526588 16.42678976517733, 77.88904801632775 16.49042937766319))"
379,379,0.0021572222851733323,"POLYGON ((77.88904801632775 16.49042937766319, 77.95503945026269 16.50865740185164, 77.97389167977911 16.4449435698716, 77.90790014526588 16.42678976517733, 77.88904801632775 16.49042937766319))"
380,380,0.0008140942035231561,"POLYGON ((77.90790014526588 16.42678976517733, 77.97389167977911 16.4449435698716, 77.99266075762651 16.3812085252302, 77.92666915137411 16.36312891772057, 77.90790014526588 16.42678976517733))"
381,381,0.0008140942035231561,"POLYGON ((77.90790014526588 16.42678976517733, 77.97389167977911 16.4449435698716, 77.99266075762651 16.3812085252302, 77.92666915137411 16.36312891772057, 77.90790014526588 16.42678976517733))"
382,382,-0.0005226147349959585,"POLYGON ((77.92666915137411 16.36312891772057, 77.99266075762651 16.3812085252302, 78.01134678347404 16.31745236793666, 77.94535513394499 16.29944693536366, 77.92666915137411 16.36312891772057))"
383,383,-0.0005226147349959585,"POLYGON ((77.92666915137411 16.36312891772057, 77.99266075762651 16.3812085252302, 78.01134678347404 16.31745236793666, 77.94535513394499 16.29944693536366, 77.92666915137411 16.36312891772057))"
384,384,-0.0008042563772112351,"POLYGON ((77.94535513394499 16.29944693536366, 78.01134678347404 16.31745236793666, 78.02994985658523 16.25367519780588, 77.96395819186766 16.23574391798342, 77.94535513394499 16.29944693536366))"
385,385,-0.0008042563772112351,"POLYGON ((77.94535513394499 16.29944693536366, 78.01134678347404 16.31745236793666, 78.02994985658523 16.25367519780588, 77.96395819186766 16.23574391798342, 77.94535513394499 16.29944693536366))"
386,386,0.0,"POLYGON ((77.96395819186766 16.23574391798342, 78.02994985658523 16.25367519780588, 78.04847007581787 16.1898771144594, 77.98247842362782 16.17201996526371, 77.96395819186766 16.23574391798342))"
387,387,0.0,"POLYGON ((77.96395819186766 16.23574391798342, 78.02994985658523 16.25367519780588, 78.04847007581787 16.1898771144594, 77.98247842362782 16.17201996526371, 77.96395819186766 16.23574391798342))"
388,388,0.00013293035432688724,"POLYGON ((77.98247842362782 16.17201996526371, 78.04847007581787 16.1898771144594, 78.06690753962393 16.12605821732624, 78.00091592730755 16.10827517669631, 77.98247842362782 16.17201996526371))"
389,389,0.00013293035432688724,"POLYGON ((77.98247842362782 16.17201996526371, 78.04847007581787 16.1898771144594, 78.06690753962393 16.12605821732624, 78.00091592730755 16.10827517669631, 77.98247842362782 16.17201996526371))"
390,390,0.00020441254544417662,"POLYGON ((78.00091592730755 16.10827517669631, 78.06690753962393 16.12605821732624, 78.0852623460494 16.06221860564391, 78.0192708005852 16.04450965158186, 78.00091592730755 16.10827517669631))"
391,391,0.00020441254544417662,"POLYGON ((78.00091592730755 16.10827517669631, 78.06690753962393 16.12605821732624, 78.0852623460494 16.06221860564391, 78.0192708005852 16.04450965158186, 78.00091592730755 16.10827517669631))"
392,392,0.0,"POLYGON ((78.0192708005852 16.04450965158186, 78.0852623460494 16.06221860564391, 78.10353459273431 15.99835837845927, 78.03754314073528 15.98072348903075, 78.0192708005852 16.04450965158186))"
393,393,0.0,"POLYGON ((78.0192708005852 16.04450965158186, 78.0852623460494 16.06221860564391, 78.10353459273431 15.99835837845927, 78.03754314073528 15.98072348903075, 78.0192708005852 16.04450965158186))"
394,394,-0.0003240025653740598,"POLYGON ((78.03754314073528 15.98072348903075, 78.10353459273431 15.99835837845927, 78.12172437691251 15.93447763462947, 78.05573304462841 15.91691678796404, 78.03754314073528 15.98072348903075))"
395,395,-0.0003240025653740598,"POLYGON ((78.03754314073528 15.98072348903075, 78.10353459273431 15.99835837845927, 78.12172437691251 15.93447763462947, 78.05573304462841 15.91691678796404, 78.03754314073528 15.98072348903075))"
396,396,0.0006587993653915262,"POLYGON ((78.05573304462841 15.91691678796404, 78.12172437691251 15.93447763462947, 78.13983179541162 15.87057647282283, 78.07384060873122 15.85308964711441, 78.05573304462841 15.91691678796404))"
397,397,0.0006587993653915262,"POLYGON ((78.05573304462841 15.91691678796404, 78.12172437691251 15.93447763462947, 78.13983179541162 15.87057647282283, 78.07384060873122 15.85308964711441, 78.05573304462841 15.91691678796404))"
398,398,0.0,"POLYGON ((78.07384060873122 15.85308964711441, 78.13983179541162 15.87057647282283, 78.15785694465302 15.80665499151984, 78.09186592910615 15.78924216502698, 78.07384060873122 15.85308964711441))"
399,399,0.0,"POLYGON ((78.07384060873122 15.85308964711441, 78.13983179541162 15.87057647282283, 78.15785694465302 15.80665499151984, 78.09186592910615 15.78924216502698, 78.07384060873122 15.85308964711441))"
400,400,0.0008848488986087702,"POLYGON ((77.51904617613154 17.90478996442846, 77.58511286531659 17.92465509387644, 77.60582119308954 17.86135891227651, 77.539753777866 17.84156851835461, 77.51904617613154 17.90478996442846))"
401,401,0.0008848488986087702,"POLYGON ((77.51904617613154 17.90478996442846, 77.58511286531659 17.92465509387644, 77.60582119308954 17.86135891227651, 77.539753777866 17.84156851835461, 77.51904617613154 17.90478996442846))"
402,402,0.00016012126344521299,"POLYGON ((77.539753777866 17.84156851835461, 77.60582119308954 17.86135891227651, 77.6264440368345 17.79803929050892, 77.5603759328837 17.7783236083745, 77.539753777866 17.84156851835461))"
403,403,0.00016012126344521299,"POLYGON ((77.539753777866 17.84156851835461, 77.60582119308954 17.86135891227651, 77.6264440368345 17.79803929050892, 77.5603759328837 17.7783236083745, 77.539753777866 17.84156851835461))"
404,404,-0.0011652385693084316,"POLYGON ((77.5603759328837 17.7783236083745, 77.6264440368345 17.79803929050892, 77.64698150553355 17.73469633304109, 77.58091274973796 17.71505533900805, 77.5603759328837 17.7783236083745))"
405,405,-0.0011652385693084316,"POLYGON ((77.5603759328837 17.7783236083745, 77.6264440368345 17.79803929050892, 77.64698150553355 17.73469633304109, 77.58091274973796 17.71505533900805, 77.5603759328837 17.7783236083745))"
406,406,-0.0019605302048374797,"POLYGON ((77.58091274973796 17.71505533900805, 77.64698150553355 17.73469633304109, 77.66743370776442 17.67133014412501, 77.6013643365803 17.65176381456019, 77.58091274973796 17.71505533900805))"
407,407,-0.0019605302048374797,"POLYGON ((77.58091274973796 17.71505533900805, 77.64698150553355 17.73469633304109, 77.66743370776442 17.67133014412501, 77.6013643365803 17.65176381456019, 77.58091274973796 17.71505533900805))"
408,408,0.0005126968095972154,"POLYGON ((77.6013643365803 17.65176381456019, 77.66743370776442 17.67133014412501, 77.68780075170052 17.60794082779821, 77.6217308011603 17.58844913912193, 77.6013643365803 17.65176381456019))"
409,409,0.0005126968095972154,"POLYGON ((77.6013643365803 17.65176381456019, 77.66743370776442 17.67133014412501, 77.68780075170052 17.60794082779821, 77.6217308011603 17.58844913912193, 77.6013643365803 17.65176381456019))"
410,410,-0.0005791054768792677,"POLYGON ((77.6217308011603 17.58844913912193, 77.68780075170052 17.60794082779821, 77.70808274511062 17.54452848788471, 77.64201225082533 17.5251114165712, 77.6217308011603 17.58844913912193))"
411,411,-0.0005791054768792677,"POLYGON ((77.6217308011603 17.58844913912193, 77.68780075170052 17.60794082779821, 77.70808274511062 17.54452848788471, 77.64201225082533 17.5251114165712, 77.6217308011603 17.58844913912193))"
412,412,0.0009497152041903559,"POLYGON ((77.64201225082533 17.5251114165712, 77.70808274511062 17.54452848788471, 77.72827979535862 17.48109322799598, 77.66220879252037 17.46175075057389, 77.64201225082533 17.5251114165712))"
413,413,0.0009497152041903559,"POLYGON ((77.64201225082533 17.5251114165712, 77.70808274511062 17.54452848788471, 77.72827979535862 17.48109322799598, 77.66220879252037 17.46175075057389, 77.64201225082533 17.5251114165712))"
414,414,0.0,"POLYGON ((77.66220879252037 17.46175075057389, 77.72827979535862 17.48109322799598, 77.7483920094033 17.41763515153189, 77.68232053278773 17.39836724458475, 77.66220879252037 17.46175075057389))"
415,415,0.0,"POLYGON ((77.66220879252037 17.46175075057389, 77.72827979535862 17.48109322799598, 77.7483920094033 17.41763515153189, 77.68232053278773 17.39836724458475, 77.66220879252037 17.46175075057389))"
416,416,-0.0017455204247686378,"POLYGON ((77.68232053278773 17.39836724458475, 77.7483920094033 17.41763515153189, 77.76841949379819 17.35415436168166, 77.70234757776682 17.33496100184836, 77.68232053278773 17.39836724458475))"
417,417,-0.0017455204247686378,"POLYGON ((77.68232053278773 17.39836724458475, 77.7483920094033 17.41763515153189, 77.76841949379819 17.35415436168166, 77.70234757776682 17.33496100184836, 77.68232053278773 17.39836724458475))"
418,418,0.0,"POLYGON ((77.70234757776682 17.33496100184836, 77.76841949379819 17.35415436168166, 77.78836235469134 17.29065096142478, 77.72229003319399 17.27153212540004, 77.70234757776682 17.33496100184836))"
419,419,0.0,"POLYGON ((77.70234757776682 17.33496100184836, 77.76841949379819 17.35415436168166, 77.78836235469134 17.29065096142478, 77.72229003319399 17.27153212540004, 77.70234757776682 17.33496100184836))"
420,420,-0.0003062238192395237,"POLYGON ((77.72229003319399 17.27153212540004, 77.78836235469134 17.29065096142478, 77.80822069782509 17.22712505353203, 77.74214800440231 17.20808071806682, 77.72229003319399 17.27153212540004))"
421,421,-0.0003062238192395237,"POLYGON ((77.72229003319399 17.27153212540004, 77.78836235469134 17.29065096142478, 77.80822069782509 17.22712505353203, 77.74214800440231 17.20808071806682, 77.72229003319399 17.27153212540004))"
422,422,0.0,"POLYGON ((77.74214800440231 17.20808071806682, 77.80822069782509 17.22712505353203, 77.82799462853595 17.16357674056637, 77.7619215963214 17.14460688246841, 77.74214800440231 17.20808071806682))"
423,423,0.0,"POLYGON ((77.74214800440231 17.20808071806682, 77.80822069782509 17.22712505353203, 77.82799462853595 17.16357674056637, 77.7619215963214 17.14460688246841, 77.74214800440231 17.20808071806682))"
424,424,0.0,"POLYGON ((77.7619215963214 17.14460688246841, 77.82799462853595 17.16357674056637, 77.84768425175439 17.10000612488384, 77.78161091347717 17.08111072101805, 77.7619215963214 17.14460688246841))"
425,425,0.0,"POLYGON ((77.7619215963214 17.14460688246841, 77.82799462853595 17.16357674056637, 77.84768425175439 17.10000612488384, 77.78161091347717 17.08111072101805, 77.7619215963214 17.14460688246841))"
426,426,0.0,"POLYGON ((77.78161091347717 17.08111072101805, 77.84768425175439 17.10000612488384, 77.86728967200455 17.03641330863462, 77.80121605999169 17.01759233592357, 77.78161091347717 17.08111072101805))"
427,427,0.0,"POLYGON ((77.78161091347717 17.08111072101805, 77.84768425175439 17.10000612488384, 77.86728967200455 17.03641330863462, 77.80121605999169 17.01759233592357, 77.78161091347717 17.08111072101805))"
428,428,0.0,"POLYGON ((77.80121605999169 17.01759233592357, 77.86728967200455 17.03641330863462, 77.88681099340432 16.9727983937639, 77.820737139583 16.95405182918823, 77.80121605999169 17.01759233592357))"
429,429,0.0,"POLYGON ((77.80121605999169 17.01759233592357, 77.86728967200455 17.03641330863462, 77.88681099340432 16.9727983937639, 77.820737139583 16.95405182918823, 77.80121605999169 17.01759233592357))"
430,430,0.0,"POLYGON ((77.820737139583 16.95405182918823, 77.88681099340432 16.9727983937639, 77.90624831966497 16.9091614820128, 77.84017425556492 16.89048930261172, 77.820737139583 16.95405182918823))"
431,431,0.0,"POLYGON ((77.820737139583 16.95405182918823, 77.88681099340432 16.9727983937639, 77.90624831966497 16.9091614820128, 77.84017425556492 16.89048930261172, 77.820737139583 16.95405182918823))"
432,432,0.0,"POLYGON ((77.84017425556492 16.89048930261172, 77.90624831966497 16.9091614820128, 77.92560175409102 16.84550267491938, 77.85952751084687 16.82690485779102, 77.84017425556492 16.89048930261172))"
433,433,0.0,"POLYGON ((77.84017425556492 16.89048930261172, 77.90624831966497 16.9091614820128, 77.92560175409102 16.84550267491938, 77.85952751084687 16.82690485779102, 77.84017425556492 16.89048930261172))"
434,434,0.0,"POLYGON ((77.85952751084687 16.82690485779102, 77.92560175409102 16.84550267491938, 77.94487139958022 16.7818220738195, 77.87879700793385 16.76329859612144, 77.85952751084687 16.82690485779102))"
435,435,0.0,"POLYGON ((77.85952751084687 16.82690485779102, 77.92560175409102 16.84550267491938, 77.94487139958022 16.7818220738195, 77.87879700793385 16.76329859612144, 77.85952751084687 16.82690485779102))"
436,436,0.0,"POLYGON ((77.87879700793385 16.76329859612144, 77.94487139958022 16.7818220738195, 77.96405735862318 16.7181197798478, 77.89798284892603 16.69967061879747, 77.87879700793385 16.76329859612144))"
437,437,0.0,"POLYGON ((77.87879700793385 16.76329859612144, 77.94487139958022 16.7818220738195, 77.96405735862318 16.7181197798478, 77.89798284892603 16.69967061879747, 77.87879700793385 16.76329859612144))"
438,438,0.0,"POLYGON ((77.89798284892603 16.69967061879747, 77.96405735862318 16.7181197798478, 77.98315973330352 16.65439589393864, 77.91708513551882 16.63602102681372, 77.89798284892603 16.69967061879747))"
439,439,0.0,"POLYGON ((77.89798284892603 16.69967061879747, 77.96405735862318 16.7181197798478, 77.98315973330352 16.65439589393864, 77.91708513551882 16.63602102681372, 77.89798284892603 16.69967061879747))"
440,440,-0.00039305773155079264,"POLYGON ((77.91708513551882 16.63602102681372, 77.98315973330352 16.65439589393864, 78.00217862529743 16.59065051682702, 77.93610396900262 16.57234992096588, 77.91708513551882 16.63602102681372))"
441,441,-0.00039305773155079264,"POLYGON ((77.91708513551882 16.63602102681372, 77.98315973330352 16.65439589393864, 78.00217862529743 16.59065051682702, 77.93610396900262 16.57234992096588, 77.91708513551882 16.63602102681372))"
442,442,0.0007610355377482143,"POLYGON ((77.93610396900262 16.57234992096588, 78.00217862529743 16.59065051682702, 78.02111413587374 16.5268837490495, 77.95503945026269 16.50865740185164, 77.93610396900262 16.57234992096588))"
443,443,0.0007610355377482143,"POLYGON ((77.93610396900262 16.57234992096588, 78.00217862529743 16.59065051682702, 78.02111413587374 16.5268837490495, 77.95503945026269 16.50865740185164, 77.93610396900262 16.57234992096588))"
444,444,0.00023375915293239664,"POLYGON ((77.95503945026269 16.50865740185164, 78.02111413587374 16.5268837490495, 78.03996636589378 16.46309569094515, 77.97389167977911 16.4449435698716, 77.95503945026269 16.50865740185164))"
445,445,0.00023375915293239664,"POLYGON ((77.95503945026269 16.50865740185164, 78.02111413587374 16.5268837490495, 78.03996636589378 16.46309569094515, 77.97389167977911 16.4449435698716, 77.95503945026269 16.50865740185164))"
446,446,0.004647725183059212,"POLYGON ((77.97389167977911 16.4449435698716, 78.03996636589378 16.46309569094515, 78.0587354158112 16.39928644265644, 77.99266075762651 16.3812085252302, 77.97389167977911 16.4449435698716))"
447,447,0.004647725183059212,"POLYGON ((77.97389167977911 16.4449435698716, 78.03996636589378 16.46309569094515, 78.0587354158112 16.39928644265644, 77.99266075762651 16.3812085252302, 77.97389167977911 16.4449435698716))"
448,448,0.0,"POLYGON ((77.99266075762651 16.3812085252302, 78.0587354158112 16.39928644265644, 78.07742138567183 16.33545610413026, 78.01134678347404 16.31745236793666, 77.99266075762651 16.3812085252302))"
449,449,0.0,"POLYGON ((77.99266075762651 16.3812085252302, 78.0587354158112 16.39928644265644, 78.07742138567183 16.33545610413026, 78.01134678347404 16.31745236793666, 77.99266075762651 16.3812085252302))"
450,450,0.0,"POLYGON ((78.01134678347404 16.31745236793666, 78.07742138567183 16.33545610413026, 78.09602437511371 16.27160477511872, 78.02994985658523 16.25367519780588, 78.01134678347404 16.31745236793666))"
451,451,0.0,"POLYGON ((78.01134678347404 16.31745236793666, 78.07742138567183 16.33545610413026, 78.09602437511371 16.27160477511872, 78.02994985658523 16.25367519780588, 78.01134678347404 16.31745236793666))"
452,452,0.0,"POLYGON ((78.02994985658523 16.25367519780588, 78.09602437511371 16.27160477511872, 78.11454448336684 16.20773255518016, 78.04847007581787 16.1898771144594, 78.02994985658523 16.25367519780588))"
453,453,0.0,"POLYGON ((78.02994985658523 16.25367519780588, 78.09602437511371 16.27160477511872, 78.11454448336684 16.20773255518016, 78.04847007581787 16.1898771144594, 78.02994985658523 16.25367519780588))"
454,454,0.0,"POLYGON ((78.04847007581787 16.1898771144594, 78.11454448336684 16.20773255518016, 78.1329818092532 16.14383954368007, 78.06690753962393 16.12605821732624, 78.04847007581787 16.1898771144594))"
455,455,0.0,"POLYGON ((78.04847007581787 16.1898771144594, 78.11454448336684 16.20773255518016, 78.1329818092532 16.14383954368007, 78.06690753962393 16.12605821732624, 78.04847007581787 16.1898771144594))"
456,456,0.00018744155263882896,"POLYGON ((78.06690753962393 16.12605821732624, 78.1329818092532 16.14383954368007, 78.15133645118652 16.07992583979196, 78.0852623460494 16.06221860564391, 78.06690753962393 16.12605821732624))"
457,457,0.00018744155263882896,"POLYGON ((78.06690753962393 16.12605821732624, 78.1329818092532 16.14383954368007, 78.15133645118652 16.07992583979196, 78.0852623460494 16.06221860564391, 78.06690753962393 16.12605821732624))"
458,458,0.00021045541346875247,"POLYGON ((78.0852623460494 16.06221860564391, 78.15133645118652 16.07992583979196, 78.16960850717238 16.01599154249832, 78.10353459273431 15.99835837845927, 78.0852623460494 16.06221860564391))"
459,459,0.00021045541346875247,"POLYGON ((78.0852623460494 16.06221860564391, 78.15133645118652 16.07992583979196, 78.16960850717238 16.01599154249832, 78.10353459273431 15.99835837845927, 78.0852623460494 16.06221860564391))"
460,460,0.0005625539168843923,"POLYGON ((78.10353459273431 15.99835837845927, 78.16960850717238 16.01599154249832, 78.18779807480796 15.95203675059155, 78.12172437691251 15.93447763462947, 78.10353459273431 15.99835837845927))"
461,461,0.0005625539168843923,"POLYGON ((78.10353459273431 15.99835837845927, 78.16960850717238 16.01599154249832, 78.18779807480796 15.95203675059155, 78.12172437691251 15.93447763462947, 78.10353459273431 15.99835837845927))"
462,462,0.0010663128712291934,"POLYGON ((78.12172437691251 15.93447763462947, 78.18779807480796 15.95203675059155, 78.20590525128202 15.88806156267484, 78.13983179541162 15.87057647282283, 78.12172437691251 15.93447763462947))"
463,463,0.0010663128712291934,"POLYGON ((78.12172437691251 15.93447763462947, 78.18779807480796 15.95203675059155, 78.20590525128202 15.88806156267484, 78.13983179541162 15.87057647282283, 78.12172437691251 15.93447763462947))"
464,464,0.0,"POLYGON ((78.13983179541162 15.87057647282283, 78.20590525128202 15.88806156267484, 78.22393013337486 15.82406607716309, 78.15785694465302 15.80665499151984, 78.13983179541162 15.87057647282283))"
465,465,0.0,"POLYGON ((78.13983179541162 15.87057647282283, 78.20590525128202 15.88806156267484, 78.22393013337486 15.82406607716309, 78.15785694465302 15.80665499151984, 78.13983179541162 15.87057647282283))"
466,466,0.0,"POLYGON ((77.48028512340021 18.24078072780201, 77.54643375387113 18.26101835222174, 77.56757195835414 18.197766079993, 77.50142252017226 18.17760332165819, 77.48028512340021 18.24078072780201))"
467,467,0.0,"POLYGON ((77.48028512340021 18.24078072780201, 77.54643375387113 18.26101835222174, 77.56757195835414 18.197766079993, 77.50142252017226 18.17760332165819, 77.48028512340021 18.24078072780201))"
468,468,0.0,"POLYGON ((77.50142252017226 18.17760332165819, 77.56757195835414 18.197766079993, 77.58862408875542 18.13448986617951, 77.52247388195221 18.11440194974485, 77.50142252017226 18.17760332165819))"
469,469,0.0,"POLYGON ((77.50142252017226 18.17760332165819, 77.56757195835414 18.197766079993, 77.58862408875542 18.13448986617951, 77.52247388195221 18.11440194974485, 77.50142252017226 18.17760332165819))"
470,470,0.0,"POLYGON ((77.52247388195221 18.11440194974485, 77.58862408875542 18.13448986617951, 77.60959025651565 18.07118981628926, 77.54343931973928 18.05117671762087, 77.52247388195221 18.11440194974485))"
471,471,0.0,"POLYGON ((77.52247388195221 18.11440194974485, 77.58862408875542 18.13448986617951, 77.60959025651565 18.07118981628926, 77.54343931973928 18.05117671762087, 77.52247388195221 18.11440194974485))"
472,472,0.0,"POLYGON ((77.54343931973928 18.05117671762087, 77.60959025651565 18.07118981628926, 77.63047057267008 18.00786603560956, 77.56431894412971 17.98792773062493, 77.54343931973928 18.05117671762087))"
473,473,0.0,"POLYGON ((77.54343931973928 18.05117671762087, 77.60959025651565 18.07118981628926, 77.63047057267008 18.00786603560956, 77.56431894412971 17.98792773062493, 77.54343931973928 18.05117671762087))"
474,474,0.0,"POLYGON ((77.56431894412971 17.98792773062493, 77.63047057267008 18.00786603560956, 77.65126514784824 17.94451862920792, 77.58511286531659 17.92465509387644, 77.56431894412971 17.98792773062493))"
475,475,0.0,"POLYGON ((77.56431894412971 17.98792773062493, 77.63047057267008 18.00786603560956, 77.65126514784824 17.94451862920792, 77.58511286531659 17.92465509387644, 77.56431894412971 17.98792773062493))"
476,476,0.0,"POLYGON ((77.58511286531659 17.92465509387644, 77.65126514784824 17.94451862920792, 77.67197409227371 17.88114770193307, 77.60582119308954 17.86135891227651, 77.58511286531659 17.92465509387644))"
477,477,0.0,"POLYGON ((77.58511286531659 17.92465509387644, 77.65126514784824 17.94451862920792, 77.67197409227371 17.88114770193307, 77.60582119308954 17.86135891227651, 77.58511286531659 17.92465509387644))"
478,478,0.0008848488986087702,"POLYGON ((77.60582119308954 17.86135891227651, 77.67197409227371 17.88114770193307, 77.69259751576394 17.81775335841591, 77.6264440368345 17.79803929050892, 77.60582119308954 17.86135891227651))"
479,479,0.0008848488986087702,"POLYGON ((77.60582119308954 17.86135891227651, 77.67197409227371 17.88114770193307, 77.69259751576394 17.81775335841591, 77.6264440368345 17.79803929050892, 77.60582119308954 17.86135891227651))"
480,480,0.0010633088099550004,"POLYGON ((77.6264440368345 17.79803929050892, 77.69259751576394 17.81775335841591, 77.71313552772988 17.75433570307051, 77.64698150553355 17.73469633304109, 77.6264440368345 17.79803929050892))"
481,481,0.0010633088099550004,"POLYGON ((77.6264440368345 17.79803929050892, 77.69259751576394 17.81775335841591, 77.71313552772988 17.75433570307051, 77.64698150553355 17.73469633304109, 77.6264440368345 17.79803929050892))"
482,482,0.0013060645657961066,"POLYGON ((77.64698150553355 17.73469633304109, 77.71313552772988 17.75433570307051, 77.73358823717582 17.69089484009498, 77.66743370776442 17.67133014412501, 77.64698150553355 17.73469633304109))"
483,483,0.0013060645657961066,"POLYGON ((77.64698150553355 17.73469633304109, 77.71313552772988 17.75433570307051, 77.73358823717582 17.69089484009498, 77.66743370776442 17.67133014412501, 77.64698150553355 17.73469633304109))"
484,484,0.001391449601745855,"POLYGON ((77.66743370776442 17.67133014412501, 77.73358823717582 17.69089484009498, 77.75395575269926 17.62743087347252, 77.68780075170052 17.60794082779821, 77.66743370776442 17.67133014412501))"
485,485,0.001391449601745855,"POLYGON ((77.66743370776442 17.67133014412501, 77.73358823717582 17.69089484009498, 77.75395575269926 17.62743087347252, 77.68780075170052 17.60794082779821, 77.66743370776442 17.67133014412501))"
486,486,1.4183386981360488e-05,"POLYGON ((77.68780075170052 17.60794082779821, 77.75395575269926 17.62743087347252, 77.77423818249051 17.56394390697233, 77.70808274511062 17.54452848788471, 77.68780075170052 17.60794082779821))"
487,487,1.4183386981360488e-05,"POLYGON ((77.68780075170052 17.60794082779821, 77.75395575269926 17.62743087347252, 77.77423818249051 17.56394390697233, 77.70808274511062 17.54452848788471, 77.68780075170052 17.60794082779821))"
488,488,0.001006186547207849,"POLYGON ((77.70808274511062 17.54452848788471, 77.77423818249051 17.56394390697233, 77.7944356343326 17.50043404415058, 77.72827979535862 17.48109322799598, 77.70808274511062 17.54452848788471))"
489,489,0.001006186547207849,"POLYGON ((77.70808274511062 17.54452848788471, 77.77423818249051 17.56394390697233, 77.7944356343326 17.50043404415058, 77.72827979535862 17.48109322799598, 77.70808274511062 17.54452848788471))"
490,490,0.0003474638798053704,"POLYGON ((77.72827979535862 17.48109322799598, 77.7944356343326 17.50043404415058, 77.81454821560106 17.43690138835139, 77.7483920094033 17.41763515153189, 77.72827979535862 17.48109322799598))"
491,491,0.0003474638798053704,"POLYGON ((77.72827979535862 17.48109322799598, 77.7944356343326 17.50043404415058, 77.81454821560106 17.43690138835139, 77.7483920094033 17.41763515153189, 77.72827979535862 17.48109322799598))"
492,492,0.0,"POLYGON ((77.7483920094033 17.41763515153189, 77.81454821560106 17.43690138835139, 77.8345760332637 17.37334604270772, 77.76841949379819 17.35415436168166, 77.7483920094033 17.41763515153189))"
493,493,0.0,"POLYGON ((77.7483920094033 17.41763515153189, 77.81454821560106 17.43690138835139, 77.8345760332637 17.37334604270772, 77.76841949379819 17.35415436168166, 77.7483920094033 17.41763515153189))"
494,494,0.00043387575606050637,"POLYGON ((77.76841949379819 17.35415436168166, 77.8345760332637 17.37334604270772, 77.85451919388044 17.3097681101424, 77.78836235469134 17.29065096142478, 77.76841949379819 17.35415436168166))"
495,495,0.00043387575606050637,"POLYGON ((77.76841949379819 17.35415436168166, 77.8345760332637 17.37334604270772, 77.85451919388044 17.3097681101424, 77.78836235469134 17.29065096142478, 77.76841949379819 17.35415436168166))"
496,496,0.002683224873854364,"POLYGON ((77.78836235469134 17.29065096142478, 77.85451919388044 17.3097681101424, 77.87437780360308 17.24616769336902, 77.80822069782509 17.22712505353203, 77.78836235469134 17.29065096142478))"
497,497,0.002683224873854364,"POLYGON ((77.78836235469134 17.29065096142478, 77.85451919388044 17.3097681101424, 77.87437780360308 17.24616769336902, 77.80822069782509 17.22712505353203, 77.78836235469134 17.29065096142478))"
498,498,0.0007493886833042794,"POLYGON ((77.80822069782509 17.22712505353203, 77.87437780360308 17.24616769336902, 77.89415196817527 17.18254489489292, 77.82799462853595 17.16357674056637, 77.80822069782509 17.22712505353203))"
