,Feature_set,MAE_test,RMSE_test,R2_test,Accuracy_test,MAE_train,RMSE_train,R2_train,Accuracy_train,Features,max_depth
0,0,64.28869517454481,81.38701304160092,0.24528679894906746,66.40496729642967,68.63670811105675,90.48079769420336,0.2622085510883432,65.37262144800403,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",1
1,0,57.38861603403135,72.5882455235814,0.3996502614873516,70.15275185386879,59.197026037833645,79.48785529860693,0.4305936129266259,70.35792638397507,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",2
2,0,52.49102504660046,66.76388330179041,0.4921272568237868,72.98499661227616,53.07168458676404,72.5243579700748,0.5259888455801726,73.73153489535939,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",3
3,0,49.1788798798172,62.43483817200563,0.5558540487304116,74.9458855822591,48.58209735510783,66.66951382829305,0.5994328299754612,76.25952679562351,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",4
4,0,46.75952692972548,59.37488502648382,0.5983226991044166,76.38216514715258,45.31541224261254,62.17624244041103,0.6516067592444899,78.01321138997261,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",5
5,0,44.91398028739771,57.15303103643293,0.6278223734873958,77.42005915295692,42.690738043514735,58.4570046117691,0.6920402972107256,79.36534573867226,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",6
6,0,43.85846278033702,55.80812848172543,0.6451321590179825,78.07277437485436,40.254337925496976,54.97165699435587,0.7276681528000899,80.6387169467193,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",7
7,0,43.000078794617714,54.88391794275532,0.656788414557683,78.62801945450676,38.04855248455635,51.692394909535665,0.7591902410836983,81.73762777624493,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",8
8,0,42.60769109739777,54.403185592959424,0.6627745148750388,78.91065707036547,35.942283432642505,48.66686689282809,0.786554230449562,82.765368448479,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",9
9,0,42.16195355457296,53.93375167846389,0.6685691052771803,79.21249107065537,33.73899535949919,45.543904048369114,0.813069017948046,83.82806573589525,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",10
10,0,41.977481048557415,53.71341700874334,0.6712715522264654,79.34850685074036,31.703315151542988,42.785609283565734,0.8350257291017399,84.82856786340827,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",11
11,0,41.82439777869219,53.66855954626347,0.6718203822016144,79.49110273328883,29.731384330010062,40.14950292244283,0.8547282656399517,85.80796191893722,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",12
12,0,41.80184480758412,53.72472306281018,0.6711331505769792,79.54428032811995,27.920764676348938,37.778936465864035,0.8713765271759374,86.70366326343374,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",13
13,0,41.747660143012155,53.71290547546077,0.6712778134085178,79.6086608692305,26.343122652593326,35.7223992568534,0.8849988942570465,87.51211055974264,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",14
14,0,41.7070212932744,53.658274212002745,0.671946158397269,79.6519036255751,24.895915249040954,33.88463203908238,0.8965271708534491,88.24402678085106,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",15
15,0,41.61920009982995,53.628996823404606,0.6723040506213673,79.72984468933572,23.68590175950149,32.31868310317671,0.9058699935968615,88.88382646927538,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",16
16,0,41.66435214178265,53.655769212066346,0.671976787622023,79.74009127768664,22.68635743868307,31.062602102026627,0.9130446228497228,89.40186559452277,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",17
17,0,41.46336466517471,53.539141283603215,0.6734012417054802,79.85908143447764,21.82004028742705,29.97280629410464,0.9190390510642269,89.86308352894821,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",18
18,0,41.59627017447968,53.67767661821701,0.6717088721721227,79.80597439254772,21.028769122366736,29.006206422999433,0.9241767068885073,90.27527180877748,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",19
19,0,41.61752056121928,53.77032023623405,0.6705746828418871,79.8177171353868,20.5714390170575,28.421654701934255,0.9272019923540862,90.51289632202011,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize']",20
20,1,65.90677160009047,83.33264592577986,0.2087712310639359,65.36638477269355,71.01942158530717,92.94919152716204,0.22140428517238187,63.968683800708334,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize', 'Harvested_CropA_Soybean']",1
21,1,58.671640022353884,74.62473709883695,0.3654916305201942,69.39480457066472,60.89073472311335,82.0990472212804,0.39256891912490566,69.45427967829227,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize', 'Harvested_CropA_Soybean']",2
22,1,53.76370434145308,68.22158487842968,0.4697076822429901,72.20986624991104,54.2869497111077,74.07301890240674,0.5055289544747409,73.04434050420295,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize', 'Harvested_CropA_Soybean']",3
23,1,50.144328113944844,63.42215771681983,0.5416958885217428,74.16475119867667,50.119728474074115,68.45467677880009,0.5776942212206326,75.24873678401845,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize', 'Harvested_CropA_Soybean']",4
24,1,47.48923962243224,60.23600893452557,0.5865870231276225,75.84783123148814,46.31163556964156,63.80185222760115,0.6331509914702618,77.42153242297924,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize', 'Harvested_CropA_Soybean']",5
25,1,45.77295734575107,58.052412082858176,0.6160167628259328,76.8666554475396,43.5791225231641,59.830149512701496,0.6774025336575229,78.89420844132827,"['PowP_score', 'RWI_mean', 'SSM_max', 'SoilT_Pellic_luvisols', 'Harvested_CropA_Paddy', 'Harvested_CropA_Maize', 'Harvested_CropA_Soybean']",6
