,MAE,Accuracy,Tree Depth,Number of Trees,Predictor,Features
555,5.84893822980769,81.38361761286251,3,96,PM2.5,"['Turmeric', 'SSM_lagged', 'ST_lagged']"
556,5.848938229807691,81.38361761286251,3,96,PM2.5,"['Turmeric', 'SSM_lagged', 'ST_lagged', 'BA_lagged']"
557,5.850998294078283,81.37558372731621,3,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged', 'ST_lagged']"
558,5.850998294078283,81.37558372731621,3,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged', 'ST_lagged', 'BA_lagged']"
559,5.85764442379829,81.34157095634001,3,64,PM2.5,"['Turmeric', 'SSM_lagged', 'ST_lagged']"
560,5.85764442379829,81.34157095634001,3,64,PM2.5,"['Turmeric', 'SSM_lagged', 'ST_lagged', 'BA_lagged']"
561,5.87983893566943,81.23742738864858,3,128,PM2.5,"['SSM_lagged', 'ST_lagged']"
562,5.87983893566943,81.23742738864858,3,128,PM2.5,"['SSM_lagged', 'ST_lagged', 'BA_lagged']"
563,5.88670037456684,81.2108171903785,3,96,PM2.5,"['SSM_lagged', 'ST_lagged']"
564,5.886700374566842,81.2108171903785,3,96,PM2.5,"['SSM_lagged', 'ST_lagged', 'BA_lagged']"
565,5.894412486608043,81.17179577678667,3,64,PM2.5,"['SSM_lagged', 'ST_lagged']"
566,5.894412486608044,81.17179577678667,3,64,PM2.5,"['SSM_lagged', 'ST_lagged', 'BA_lagged']"
567,6.284352851605183,79.79964422626679,10,96,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
568,6.284510488209617,79.80525710412041,10,128,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
569,6.284598002298656,79.78782322335508,11,96,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
570,6.285140757425301,79.78323942433668,10,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
571,6.285454341406083,79.7904095112654,11,128,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
572,6.287503158163465,79.76763804276816,11,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
573,6.2876975394788825,79.80389557814063,9,128,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
574,6.289920894311413,79.79043729056049,9,96,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
575,6.2922393539127,79.77100482600986,9,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
576,6.298331321070935,79.78190598954924,8,128,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
577,6.298483269745997,79.773135651347,8,96,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
578,6.301463155268685,79.75700780041612,8,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
579,6.322286516458913,79.71802719321455,7,128,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
580,6.32244638805422,79.70865011314152,7,96,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
581,6.324010762538292,79.69762640495273,7,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
582,6.345297403069265,79.66555398978406,6,128,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
583,6.346643279936986,79.65072512517857,6,96,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
584,6.35056285725106,79.63612324373264,6,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
585,6.388915285428547,79.57383829779592,5,128,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
586,6.392974808230286,79.55483602907945,5,96,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
587,6.397737791959793,79.53791798657612,5,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
588,6.428965749541891,79.40617633047783,4,128,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
589,6.430480535724365,79.3935032316358,4,96,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
590,6.432807999732013,79.38308430603962,4,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
591,6.5132577262470255,78.93751560305958,8,128,PM2.5,"['Turmeric', 'SSM_lagged']"
592,6.514209463836219,78.90199917358053,10,128,PM2.5,"['Turmeric', 'SSM_lagged']"
593,6.514740272508415,78.91749153280014,9,128,PM2.5,"['Turmeric', 'SSM_lagged']"
594,6.517315992803043,78.919807285433,8,96,PM2.5,"['Turmeric', 'SSM_lagged']"
595,6.518622894549435,78.88490200079276,10,96,PM2.5,"['Turmeric', 'SSM_lagged']"
596,6.518999043439954,78.87138692611128,11,128,PM2.5,"['Turmeric', 'SSM_lagged']"
597,6.519296282737335,78.9066250024409,8,64,PM2.5,"['Turmeric', 'SSM_lagged']"
598,6.521527720063811,78.89151285745989,9,96,PM2.5,"['Turmeric', 'SSM_lagged']"
599,6.521965971938953,78.86118123152156,11,96,PM2.5,"['Turmeric', 'SSM_lagged']"
600,6.522441767503093,78.8550391444819,11,64,PM2.5,"['Turmeric', 'SSM_lagged']"
601,6.523276527082672,78.91161139554303,7,128,PM2.5,"['Turmeric', 'SSM_lagged']"
602,6.523676775357626,78.86049024040807,10,64,PM2.5,"['Turmeric', 'SSM_lagged']"
603,6.525566925561535,78.86873138421313,9,64,PM2.5,"['Turmeric', 'SSM_lagged']"
604,6.526866400603537,78.89604335098483,7,96,PM2.5,"['Turmeric', 'SSM_lagged']"
605,6.529697590114653,78.88488000886257,7,64,PM2.5,"['Turmeric', 'SSM_lagged']"
606,6.545388473228668,78.85399281416436,6,128,PM2.5,"['Turmeric', 'SSM_lagged']"
607,6.54818926206464,78.84001890674207,6,96,PM2.5,"['Turmeric', 'SSM_lagged']"
608,6.551094722133403,78.82904196065849,6,64,PM2.5,"['Turmeric', 'SSM_lagged']"
609,6.566957868124854,78.79700406425488,5,128,PM2.5,"['Turmeric', 'SSM_lagged']"
610,6.5687991904881615,78.78611885478082,5,96,PM2.5,"['Turmeric', 'SSM_lagged']"
611,6.571532310782765,78.77626461117843,5,64,PM2.5,"['Turmeric', 'SSM_lagged']"
612,6.590692977194178,78.86412710231505,3,128,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
613,6.592299565727894,78.84656319178566,3,96,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
614,6.601128247101369,78.81926411397455,3,64,PM2.5,"['Chillies', 'Turmeric', 'SSM_lagged']"
615,6.618970443976642,78.678706472218,4,128,PM2.5,"['Turmeric', 'SSM_lagged']"
616,6.623558835445488,78.65923469424835,4,96,PM2.5,"['Turmeric', 'SSM_lagged']"
617,6.625152200859946,78.6543410251291,4,64,PM2.5,"['Turmeric', 'SSM_lagged']"
618,6.646653992049441,78.56784277167677,3,128,PM2.5,"['Turmeric', 'SSM_lagged']"
619,6.650115807377627,78.55085462179498,3,96,PM2.5,"['Turmeric', 'SSM_lagged']"
620,6.650908061700899,78.548208275522,3,64,PM2.5,"['Turmeric', 'SSM_lagged']"
621,6.782119537433436,77.84289772228881,9,128,PM2.5,['SSM_lagged']
622,6.782197948745718,77.84141644799236,9,96,PM2.5,['SSM_lagged']
623,6.7865034778555025,77.83616707011268,8,128,PM2.5,['SSM_lagged']
624,6.786504859052992,77.82095410777539,9,64,PM2.5,['SSM_lagged']
625,6.787218174627351,77.83221882955073,8,96,PM2.5,['SSM_lagged']
626,6.787278405535104,77.81573236632386,10,128,PM2.5,['SSM_lagged']
627,6.788117099668411,77.81084277014452,10,96,PM2.5,['SSM_lagged']
628,6.788135207838996,77.84363314880302,7,128,PM2.5,['SSM_lagged']
629,6.788501578905704,77.81908226444197,8,64,PM2.5,['SSM_lagged']
630,6.790051858341288,77.82882656883552,7,64,PM2.5,['SSM_lagged']
631,6.790222845727599,77.8341850255818,7,96,PM2.5,['SSM_lagged']
632,6.790827795371979,77.79916255029687,10,64,PM2.5,['SSM_lagged']
633,6.795673194711925,77.77333471403425,11,128,PM2.5,['SSM_lagged']
634,6.795731079609268,77.76360323037201,11,64,PM2.5,['SSM_lagged']
635,6.796101268853389,77.76745859495489,11,96,PM2.5,['SSM_lagged']
636,6.801441771034473,77.80214090213947,6,128,PM2.5,['SSM_lagged']
637,6.802538124858355,77.79379932699932,6,96,PM2.5,['SSM_lagged']
638,6.8055170552269075,77.78212534343942,6,64,PM2.5,['SSM_lagged']
639,6.827859439009352,77.73574433725051,5,128,PM2.5,['SSM_lagged']
640,6.8298555467644055,77.72408081540789,5,96,PM2.5,['SSM_lagged']
641,6.833311926332698,77.70835602556872,5,64,PM2.5,['SSM_lagged']
642,6.839225138930708,77.70689782559707,4,128,PM2.5,['SSM_lagged']
643,6.840282751374319,77.6992138787068,4,96,PM2.5,['SSM_lagged']
644,6.842299439385283,77.68974545142004,4,64,PM2.5,['SSM_lagged']
645,6.930511201714009,77.48241656744217,3,128,PM2.5,['SSM_lagged']
646,6.936707331879386,77.45841012041483,3,96,PM2.5,['SSM_lagged']
647,6.941202442777698,77.44267010560658,3,64,PM2.5,['SSM_lagged']
648,7.656518605123936,74.66186214923958,6,128,PM2.5,"['ST_lagged', 'BA_lagged']"
649,7.656706191663949,74.64385267938094,6,64,PM2.5,"['ST_lagged', 'BA_lagged']"
650,7.657698433021451,74.63135464705782,7,64,PM2.5,"['ST_lagged', 'BA_lagged']"
651,7.659446802998163,74.64367789184345,7,128,PM2.5,"['ST_lagged', 'BA_lagged']"
652,7.660551154380904,74.61833070950188,8,64,PM2.5,"['ST_lagged', 'BA_lagged']"
653,7.660633929922311,74.64011783984097,6,96,PM2.5,"['ST_lagged', 'BA_lagged']"
654,7.66291077711677,74.62385304120828,7,96,PM2.5,"['ST_lagged', 'BA_lagged']"
655,7.663213656152339,74.6287385700252,5,64,PM2.5,"['ST_lagged', 'BA_lagged']"
656,7.664347763058778,74.61753221752991,8,128,PM2.5,"['ST_lagged', 'BA_lagged']"
657,7.6644205242404695,74.63842809267693,5,128,PM2.5,"['ST_lagged', 'BA_lagged']"
658,7.666420077743064,74.62865972912766,5,96,PM2.5,"['ST_lagged', 'BA_lagged']"
659,7.667548775073502,74.60188931353261,8,96,PM2.5,"['ST_lagged', 'BA_lagged']"
660,7.686547539789021,74.52443184184916,9,64,PM2.5,"['ST_lagged', 'BA_lagged']"
661,7.689942076752597,74.52310167773342,9,128,PM2.5,"['ST_lagged', 'BA_lagged']"
662,7.691929375633738,74.507958318074,9,96,PM2.5,"['ST_lagged', 'BA_lagged']"
663,7.704846397585074,74.50195162178068,4,64,PM2.5,"['ST_lagged', 'BA_lagged']"
664,7.705448394938643,74.51201392875925,4,128,PM2.5,"['ST_lagged', 'BA_lagged']"
665,7.708476987840671,74.49623262683905,4,96,PM2.5,"['ST_lagged', 'BA_lagged']"
666,7.716053454072627,74.42013925712487,10,64,PM2.5,"['ST_lagged', 'BA_lagged']"
667,7.72022156256902,74.40933559769049,10,96,PM2.5,"['ST_lagged', 'BA_lagged']"
668,7.722262967154226,74.41230820330367,10,128,PM2.5,"['ST_lagged', 'BA_lagged']"
669,7.75947337794328,74.27191949608351,11,96,PM2.5,"['ST_lagged', 'BA_lagged']"
670,7.762491486761681,74.26962398425249,11,128,PM2.5,"['ST_lagged', 'BA_lagged']"
671,7.76361726852764,74.25415581013512,11,64,PM2.5,"['ST_lagged', 'BA_lagged']"
672,7.792752677460338,74.20908653370536,3,128,PM2.5,"['ST_lagged', 'BA_lagged']"
673,7.7934445992512105,74.18739698293345,3,64,PM2.5,"['ST_lagged', 'BA_lagged']"
674,7.795639775558984,74.19172948085983,3,96,PM2.5,"['ST_lagged', 'BA_lagged']"
675,8.321993571282265,72.36270592885869,4,128,PM2.5,['BA_lagged']
676,8.323469322340904,72.34645668713411,4,64,PM2.5,['BA_lagged']
677,8.323880725546914,72.35018930038441,4,96,PM2.5,['BA_lagged']
678,8.324429352019422,72.35431182148315,3,128,PM2.5,['BA_lagged']
679,8.324686794867695,72.35405352797696,5,128,PM2.5,['BA_lagged']
680,8.325848012850741,72.3377822269369,3,64,PM2.5,['BA_lagged']
681,8.326112575492692,72.33771516020826,5,64,PM2.5,['BA_lagged']
682,8.326533481309653,72.34056358718041,3,96,PM2.5,['BA_lagged']
683,8.326549094730293,72.34120870267138,5,96,PM2.5,['BA_lagged']
684,8.326647279073875,72.34870142075303,6,128,PM2.5,['BA_lagged']
685,8.327906103166464,72.332734088907,6,64,PM2.5,['BA_lagged']
686,8.328132896104037,72.33676980750238,6,96,PM2.5,['BA_lagged']
687,8.329345052257816,72.34192931748157,7,128,PM2.5,['BA_lagged']
688,8.329479270950708,72.32866509782886,7,64,PM2.5,['BA_lagged']
689,8.330493603069751,72.33052602680188,7,96,PM2.5,['BA_lagged']
690,8.333664868981812,72.33068562984695,8,128,PM2.5,['BA_lagged']
691,8.3336948269874,72.3179325369249,8,64,PM2.5,['BA_lagged']
692,8.334805289169159,72.31974506134767,8,96,PM2.5,['BA_lagged']
693,8.337440792003495,72.32100643560558,9,128,PM2.5,['BA_lagged']
694,8.337610900094843,72.3087015102377,9,64,PM2.5,['BA_lagged']
695,8.339177798450981,72.30835899059969,9,96,PM2.5,['BA_lagged']
696,8.34122276126597,72.31209066756298,10,128,PM2.5,['BA_lagged']
697,8.341932962088586,72.29844287859734,10,64,PM2.5,['BA_lagged']
698,8.343159417493435,72.29928847804932,10,96,PM2.5,['BA_lagged']
699,8.344894825275391,72.30327186725019,11,128,PM2.5,['BA_lagged']
700,8.346024513031693,72.28808858009558,11,64,PM2.5,['BA_lagged']
701,8.346596386837794,72.2911572134645,11,96,PM2.5,['BA_lagged']
702,8.777923824601777,70.40699068513435,6,96,PM2.5,['ST_lagged']
703,8.778658215479522,70.40784641369982,6,128,PM2.5,['ST_lagged']
704,8.77966549958808,70.39418482070232,6,64,PM2.5,['ST_lagged']
705,8.78600887035359,70.37744210514359,5,64,PM2.5,['ST_lagged']
706,8.786249474172056,70.38297095416743,5,96,PM2.5,['ST_lagged']
707,8.786417177838905,70.37788728849966,7,128,PM2.5,['ST_lagged']
708,8.786775970400026,70.37406852598784,7,96,PM2.5,['ST_lagged']
709,8.786828078116853,70.38481001851446,5,128,PM2.5,['ST_lagged']
710,8.790132881139373,70.35536039854958,7,64,PM2.5,['ST_lagged']
711,8.793646200611647,70.34357638775892,4,64,PM2.5,['ST_lagged']
712,8.793956239810562,70.34405010649047,8,128,PM2.5,['ST_lagged']
713,8.794911792492003,70.3452686823103,4,96,PM2.5,['ST_lagged']
714,8.79501996572621,70.33850411791398,8,96,PM2.5,['ST_lagged']
715,8.795030887448677,70.34948373603154,4,128,PM2.5,['ST_lagged']
716,8.79707059267916,70.32273121853412,8,64,PM2.5,['ST_lagged']
717,8.809802741120004,70.28776879185668,9,128,PM2.5,['ST_lagged']
718,8.810091785112686,70.06872421407147,7,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
719,8.810108505410314,70.07596320679599,7,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
720,8.810559033736915,70.05136151309341,8,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
721,8.810680053698755,70.04963242334038,8,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
722,8.810739706647244,70.06473198171673,7,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
723,8.811769497800752,70.05839390692653,7,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
724,8.811911895232166,70.04664649754878,8,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
725,8.812277830066918,70.27345974376499,9,64,PM2.5,['ST_lagged']
726,8.812505914629439,70.06386384235287,7,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
727,8.812527191901248,70.27892279113112,9,96,PM2.5,['ST_lagged']
728,8.812555901279248,70.01483051066802,9,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
729,8.812707481476215,70.03867622460257,8,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
730,8.812948789186748,70.03975132669126,8,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
731,8.81305922177549,70.05242759125917,7,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
732,8.813324147549487,70.00324956255552,9,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
733,8.81361355320746,69.99832016126649,9,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
734,8.814901803917387,70.0348533133671,8,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
735,8.815972366893986,69.99543684453954,9,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
736,8.818095760287365,69.97587010725763,9,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
737,8.81832619251992,69.94461453944393,10,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
738,8.818470069435694,70.06241888259754,6,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
739,8.818752636386094,69.96035176144831,10,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
740,8.81915712765919,70.052721665608,6,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
741,8.819183733641168,69.96664129916145,9,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
742,8.81933954158166,70.05807976524922,6,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
743,8.819977335678859,69.95045817869071,10,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
744,8.820837481203428,70.05043253858668,6,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
745,8.821012913164052,69.94313974207427,10,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
746,8.821039013652607,69.90619587268937,11,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
747,8.822190379892657,70.04357398955277,6,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
748,8.822401185377597,69.9171170741146,10,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
749,8.822526395123687,70.03769737953769,6,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
750,8.822943448297082,69.92969371726458,10,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
751,8.823119917071185,69.89390813151554,11,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
752,8.823215928199787,69.89693640909302,11,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
753,8.823361697568322,69.88956633678556,11,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
754,8.823829540818842,69.89115638810023,11,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
755,8.825384578526299,70.0064876151753,7,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
756,8.825442242960163,69.87754133903965,11,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
757,8.826432728653133,70.00121397616898,7,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
758,8.826500902733688,70.06238707678446,5,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
759,8.826911877171005,70.04552478849644,5,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
760,8.82698736402857,70.01033867897215,7,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
761,8.827179436704588,70.0534744741584,5,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
762,8.828062593341066,70.05548476553682,5,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
763,8.828554982624995,70.20673473382823,10,64,PM2.5,['ST_lagged']
764,8.828738078399601,70.03828195579472,5,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
765,8.828889133977812,70.04594418932305,5,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
766,8.829328240552417,69.96948978884312,8,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
767,8.82967150949113,70.20897321681132,10,128,PM2.5,['ST_lagged']
768,8.830013531200866,69.97139109421343,8,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
769,8.830017870205172,70.01698918854953,6,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
770,8.830083502982186,70.01155008160677,6,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
771,8.8303214722152,70.01864604353639,6,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
772,8.831309920798775,70.20260306611215,10,96,PM2.5,['ST_lagged']
773,8.832080153407395,69.96101541655894,8,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
774,8.832811514932024,69.92490065177276,9,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
775,8.83396897666424,69.91171035520847,9,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
776,8.836340719807577,70.01529862534088,5,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
777,8.836365533619897,69.89631669363507,9,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
778,8.837477650319085,70.01796521785101,5,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
779,8.837502943522754,70.02357669297446,5,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
780,8.838945136803837,69.87221750744287,10,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
781,8.840412251512687,69.85924710636199,10,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
782,8.842339075626137,70.18118149457854,3,128,PM2.5,['ST_lagged']
783,8.84266188324416,70.17420418100879,3,96,PM2.5,['ST_lagged']
784,8.842692579831786,69.84307359588185,10,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
785,8.845680885284398,70.16228976353813,3,64,PM2.5,['ST_lagged']
786,8.847320317959626,70.13224620064138,11,64,PM2.5,['ST_lagged']
787,8.848547537719405,70.13583558696163,11,128,PM2.5,['ST_lagged']
788,8.848881432078812,69.80391504627725,11,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
789,8.850693820700881,70.1284418894238,11,96,PM2.5,['ST_lagged']
790,8.8526423268573,69.7929636216368,11,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
791,8.853246902554467,69.99317982875652,4,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
792,8.853255398467867,70.00769122157718,4,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
793,8.853747383005999,69.9911923377881,4,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
794,8.853757614787737,70.00572545725046,4,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
795,8.855830204001125,69.99288428293123,4,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
796,8.856236290393195,69.77031273990227,11,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
797,8.85624204586346,69.99100461240248,4,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
798,8.858748437034746,70.01062836808208,8,64,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
799,8.859808454512855,70.00607532499,7,64,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
800,8.860425052493722,69.96651411309635,4,64,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
801,8.860512311534386,69.98279045286803,4,128,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
802,8.860910730051277,70.0015241575451,9,64,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
803,8.861478934430316,70.01109166843864,8,128,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
804,8.861632597054179,70.00479808776404,9,96,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
805,8.86170770857343,69.99039632574514,9,64,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
806,8.86193762009325,70.00727695469422,9,128,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
807,8.861999167182645,70.00759173130714,8,96,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
808,8.862199068212767,70.01062413518088,7,128,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
809,8.86247851337448,69.96957199017513,4,96,PM2.5,"['Crops', 'Paddy', 'Maize', 'Soybean', 'Cotton']"
810,8.862640762349281,70.0058736981002,7,96,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
811,8.862706172179692,70.00324666637289,10,128,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
812,8.862966935271032,70.00028805791402,10,96,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
813,8.863145562245089,69.99501407994842,10,64,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies', 'Turmeric']"
814,8.863227978216974,69.98558256769965,8,64,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
815,8.86356172223376,69.98767211842934,7,64,PM2.5,"['Paddy', 'Maize', 'Soybean', 'Cotton', 'Chillies']"
