,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,ModifiedDateTime
0,2015-02-01,41.15806431924143,45.08461526724008,34.5052634791324,45.58108087488123,37.130302891586766,46.09444448682997,39.25000020077354,37.590000025431316,47.296875,38.41600021362305,31.878431507185393,34.83906254172325,42.33437478542328,40.08823506972369,50.81666670905219,37.60624980926514,37.36666695276896,35.606896762190196,35.34827594099374,34.71666664547391,41.9227272380482,42.420000076293945,36.57142857142857,33.48999996185303,33.67142868041992,33.49024395826386,37.23928533281599,40.40000025431315,43.78787878787879,43.0,46.37428577968053,48.42083326975504,32.48461525256817,2015-02-01
1,2015-03-01,35.65967753625685,39.83076902536246,35.92631570916427,37.845946028425885,36.6393937775583,43.483333587646484,33.568421062670254,36.159999974568684,41.800000071525574,36.77600021362305,37.227451025270945,35.971874952316284,38.93124973773956,37.43235296361587,44.76666662428114,38.418750047683716,39.0944446987576,37.6413793892696,37.74827588837722,39.2722225189209,39.0363637750799,41.08999938964844,37.603571619306294,37.23000030517578,38.93809491112118,37.465853435237236,35.42142833982195,43.21111085679796,41.54545454545455,46.10000038146973,43.33428595406669,39.48333326975504,35.53461573674129,2015-03-01
2,2015-04-01,24.09677425507576,40.7692309159499,30.178947247956927,29.224324200604414,37.92727314342152,39.25555525885688,22.784210405851667,25.966666666666665,39.340625286102295,37.607999572753904,31.44901948816636,30.4921875,40.94687485694885,40.45882359672995,40.07222239176432,37.49374985694885,38.541666666666664,34.33793107394514,37.658620768579944,39.33333375718858,30.245454614812676,33.61999988555908,34.24285725184849,38.41999969482422,41.14285750616165,34.54390232737472,26.617857115609304,36.81111060248481,43.048484917842984,40.599998474121094,42.422857121058875,34.074999968210854,35.89999947181115,2015-04-01
3,2015-05-01,26.91774199085851,31.180769260113056,26.589473724365234,28.489189044849294,29.154545350508258,33.17222245534261,24.44210524308054,24.536666615804037,32.575000166893005,28.736000061035156,25.641176522946825,28.993750154972076,30.862499952316284,31.005882263183594,35.07777786254883,29.668749809265137,28.469444433848064,28.87241376679519,26.675862016349004,29.288888931274414,27.52272709933194,29.95,29.335714067731583,26.44499988555908,28.266666594005766,26.79024407921768,27.42142847606114,28.16666645473904,32.66969692345822,31.0,34.04285736083985,31.28333330154419,25.703846271221455,2015-05-01
4,2015-06-01,23.74354845477689,27.780769201425407,20.31578947368421,23.82162166286159,22.40303022211248,29.127777947319878,22.602631518715306,19.896666526794434,27.62812513113022,20.824000091552733,17.866666793823242,19.281249940395355,28.23125010728836,26.629411585190716,30.833333015441895,24.606250047683716,20.75833336512248,21.00689664380304,20.331034561683392,18.916666666666668,22.5500001040372,23.900000190734865,21.224999972752162,18.35,18.980952035813104,18.160975665580935,21.221428530556814,20.133333418104385,29.73939387003581,22.600000381469727,30.768571417672295,26.12083339691162,18.123076879061184,2015-06-01
5,2015-07-01,22.809677308605565,23.215384703416092,22.663157814427425,24.343243212313265,23.22727290066806,24.02222230699327,20.931578937329743,20.959999974568685,24.640624940395355,23.82400001525879,21.145098106533872,22.20156255364418,23.553125083446503,23.22941157397102,24.52222220102946,23.28124964237213,22.891666730244953,23.70689661749478,20.803448118012525,20.30000008477105,21.70454536784779,22.869999885559082,24.69285719735282,19.879999828338622,20.061904907226562,22.66829267362269,20.778571333203995,24.53333303663466,25.103030118075285,24.550000190734863,25.374285725184848,24.93333339691162,20.899999911968525,2015-07-01
6,2015-08-01,24.31774188626197,22.861538520226112,22.889473965293483,25.09729730760729,22.263636444554184,24.122222476535374,21.781578967445775,22.686666615804036,23.65625,23.064000015258788,19.907843122295304,20.225000023841858,22.29374998807907,22.28529397179099,24.577777756585014,23.118749856948853,21.955555703904892,23.62413787841797,21.3206896946348,20.033333354526096,23.472727342085406,23.88000030517578,23.625,20.284999942779542,18.980952399117605,22.185365816441976,20.139285768781388,24.177777820163303,22.645454464536726,23.90000057220459,24.282857022966656,25.075000047683716,21.242307662963867,2015-08-01
7,2015-09-01,29.32419349301246,25.03076927478497,28.931578987523128,27.829729904999603,23.94242425398393,26.89999993642171,27.67631590993781,26.386666615804035,29.418749928474426,26.97599998474121,24.04117644066904,27.420312613248825,25.193750023841858,23.832352750441608,28.08333312140571,25.31874990463257,25.3500001695421,27.699999973691742,23.70689661749478,23.577777756585014,27.686363567005504,28.700000190734862,29.907142979758127,21.504999923706055,21.86190468924386,26.658536678407252,29.200000149863108,30.4222223493788,26.18787857980439,28.050000190734863,30.202857153756277,30.399999856948853,23.2730770111084,2015-09-01
8,2015-10-01,35.267741880109234,37.00769263047438,37.03684194464432,31.856756674276816,36.042423941872336,38.36111047532823,39.07894696687397,35.25999978383382,34.671875059604645,39.168000030517575,32.605882345461374,39.87968748807907,39.69375002384186,38.520588145536536,37.166666666666664,36.5,38.40000004238553,36.934482442921606,36.268965622474404,32.583333015441895,35.65454535050826,36.87000045776367,41.36428574153355,32.81999969482422,32.54285676138742,36.68536618860757,40.19285706111363,41.54444461398654,42.44545468417081,43.20000076293945,37.14857134137835,33.98333271344503,33.746153831481934,2015-10-01
9,2015-11-01,33.9596772655364,38.81538479144756,35.93157878674959,28.11621619559623,38.463636340516985,40.10555564032661,40.93947370428788,33.02333329518636,35.36250030994415,37.42399993896484,31.813725340600108,42.164062559604645,40.34375023841858,40.06764703638413,40.12777773539225,38.52499961853027,38.57777796851264,36.655172150710534,37.7758622005068,37.338888804117836,33.1590914292769,35.880000305175784,39.053571292332244,35.99000015258789,37.01904732840402,34.80243887552401,44.54285717010498,37.6000001695421,41.345454476096414,45.44999885559082,33.48571428571429,32.67083342870077,35.08846136239859,2015-11-01
