,fireID,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,geometry,agricultural,agricultural strict
0,0,18.3777,80.5314,318.6,1.0,1.0,2015-02-01,802,Aqua,MODIS,69,6.03,302.6,7.7,D,0.0,POINT (80.5314 18.3777),1,1
1,1,17.5898,80.9893,315.4,1.2,1.1,2015-04-01,750,Aqua,MODIS,59,6.03,299.5,8.8,D,0.0,POINT (80.9893 17.5898),0,0
2,2,17.6028,81.1612,311.8,1.2,1.1,2015-05-01,527,Terra,MODIS,46,6.03,299.8,6.0,D,0.0,POINT (81.1612 17.6028),0,0
3,3,17.5241,80.3135,317.0,1.1,1.0,2015-05-01,527,Terra,MODIS,69,6.03,302.0,9.3,D,0.0,POINT (80.3135 17.5241),1,0
4,4,17.7571,80.3404,317.2,2.5,1.5,2015-05-01,833,Aqua,MODIS,53,6.03,300.0,29.3,D,0.0,POINT (80.3404 17.7571),0,0
5,5,17.7513,80.3465,316.8,2.5,1.5,2015-05-01,833,Aqua,MODIS,57,6.03,300.8,27.5,D,0.0,POINT (80.3465 17.7513),0,0
6,6,17.7421,80.3616,324.6,2.1,1.4,2015-06-01,738,Aqua,MODIS,77,6.03,303.7,44.0,D,0.0,POINT (80.3616 17.7421),0,0
7,7,17.7385,80.342,328.7,2.1,1.4,2015-06-01,738,Aqua,MODIS,81,6.03,305.8,58.6,D,0.0,POINT (80.342 17.7385),1,1
8,8,17.9539,80.8069,314.0,1.0,1.0,2015-07-01,514,Terra,MODIS,52,6.03,302.8,5.6,D,2.0,POINT (80.8069 17.9539),0,0
9,9,19.0243,78.3855,317.1,1.2,1.1,2015-07-01,821,Aqua,MODIS,58,6.03,303.6,8.3,D,0.0,POINT (78.3855 19.0243),1,0
10,10,18.6166,77.9762,311.2,2.2,1.4,2015-09-01,502,Terra,MODIS,58,6.03,297.0,21.9,D,0.0,POINT (77.9762 18.6166),1,0
11,11,18.6144,77.9972,318.6,2.2,1.4,2015-09-01,502,Terra,MODIS,73,6.03,296.9,41.0,D,0.0,POINT (77.9972 18.6144),1,1
12,12,17.3005,80.9606,314.6,1.3,1.1,2015-09-01,502,Terra,MODIS,63,6.03,299.6,10.9,D,0.0,POINT (80.9606 17.3005),0,0
13,13,17.3021,80.9481,314.1,1.3,1.1,2015-09-01,502,Terra,MODIS,61,6.03,300.5,10.7,D,0.0,POINT (80.9481 17.3021),1,0
14,14,17.2146,80.7641,314.1,1.1,1.0,2015-09-01,808,Aqua,MODIS,54,6.03,302.3,6.1,D,0.0,POINT (80.7641 17.2146),0,0
15,15,16.0515,78.7864,328.2,1.0,1.0,2015-09-01,808,Aqua,MODIS,74,6.03,306.9,19.6,D,0.0,POINT (78.7864 16.0515),0,0
16,16,18.1696,78.6494,316.6,1.0,1.0,2015-09-01,808,Aqua,MODIS,53,6.03,304.2,6.1,D,0.0,POINT (78.6494 18.1696),1,1
17,17,18.171,78.6588,316.4,1.0,1.0,2015-09-01,808,Aqua,MODIS,52,6.03,304.1,5.9,D,2.0,POINT (78.6588 18.171),1,1
18,18,16.6521,77.9877,320.8,1.0,1.0,2015-09-01,808,Aqua,MODIS,58,6.03,308.6,7.5,D,0.0,POINT (77.9877 16.6521),1,1
19,19,17.8572,80.1516,317.4,1.0,1.0,2015-09-01,808,Aqua,MODIS,58,6.03,307.0,7.3,D,0.0,POINT (80.1516 17.8572),0,0
20,20,17.1496,80.8198,317.8,1.1,1.0,2015-09-01,808,Aqua,MODIS,65,6.03,305.7,7.6,D,0.0,POINT (80.8198 17.1496),1,1
21,21,17.6176,80.3436,317.3,1.0,1.0,2015-09-01,808,Aqua,MODIS,60,6.03,306.4,6.0,D,0.0,POINT (80.3436 17.6176),0,0
22,22,18.02,80.6688,317.4,1.1,1.0,2015-09-01,808,Aqua,MODIS,59,6.03,306.1,7.2,D,0.0,POINT (80.6688 18.02),1,1
23,23,16.8424,79.8627,315.3,1.0,1.0,2015-09-01,808,Aqua,MODIS,47,6.03,305.1,6.1,D,0.0,POINT (79.8627 16.8424),1,1
24,24,17.7721,80.0628,315.5,1.0,1.0,2015-09-01,808,Aqua,MODIS,40,6.03,305.4,5.9,D,0.0,POINT (80.0628 17.7721),0,0
25,25,18.1545,79.9015,316.4,1.0,1.0,2015-09-01,808,Aqua,MODIS,61,6.03,304.8,6.2,D,0.0,POINT (79.9015 18.1545),0,0
26,26,18.146,80.0396,323.7,1.0,1.0,2015-09-01,808,Aqua,MODIS,65,6.03,304.8,13.0,D,0.0,POINT (80.0396 18.146),1,1
27,27,18.1452,79.835,321.9,1.0,1.0,2015-09-01,808,Aqua,MODIS,72,6.03,305.3,11.0,D,0.0,POINT (79.835 18.1452),0,0
28,28,18.2986,79.9451,321.7,1.0,1.0,2015-09-01,808,Aqua,MODIS,73,6.03,305.7,9.9,D,0.0,POINT (79.9451 18.2986),1,1
29,29,18.2973,79.9356,331.9,1.0,1.0,2015-09-01,808,Aqua,MODIS,84,6.03,308.2,22.3,D,0.0,POINT (79.9356 18.2973),1,1
30,30,18.5915,79.8722,314.1,1.0,1.0,2015-09-01,809,Aqua,MODIS,56,6.03,302.9,5.4,D,0.0,POINT (79.8722 18.5915),1,1
31,31,18.2036,77.8151,331.2,1.0,1.0,2015-09-01,809,Aqua,MODIS,80,6.03,309.3,20.7,D,0.0,POINT (77.8151 18.2036),1,1
32,32,18.9335,78.6435,319.0,1.0,1.0,2015-09-01,809,Aqua,MODIS,65,6.03,304.9,8.8,D,0.0,POINT (78.6435 18.9335),1,1
33,33,18.5702,79.3843,331.2,1.0,1.0,2015-09-01,809,Aqua,MODIS,83,6.03,303.8,22.9,D,0.0,POINT (79.3843 18.5702),1,1
34,34,17.8345,80.8619,319.6,2.4,1.5,2015-10-01,545,Terra,MODIS,0,6.03,301.8,41.2,D,0.0,POINT (80.8619 17.8345),0,0
35,35,17.7498,80.1955,341.9,1.1,1.0,2015-11-01,756,Aqua,MODIS,90,6.03,307.1,45.4,D,0.0,POINT (80.1955 17.7498),0,0
36,36,18.5093,80.4004,321.1,1.1,1.0,2015-11-01,756,Aqua,MODIS,56,6.03,309.3,10.5,D,0.0,POINT (80.4004 18.5093),1,1
37,37,17.1789,80.8782,319.0,1.1,1.0,2015-11-01,756,Aqua,MODIS,69,6.03,302.6,10.0,D,0.0,POINT (80.8782 17.1789),1,0
38,38,18.1029,80.6424,316.3,1.1,1.0,2015-11-01,756,Aqua,MODIS,62,6.03,305.2,7.2,D,0.0,POINT (80.6424 18.1029),0,0
39,39,18.3891,80.5292,322.0,1.1,1.0,2015-11-01,756,Aqua,MODIS,65,6.03,306.2,11.0,D,0.0,POINT (80.5292 18.3891),1,0
40,40,17.6913,80.3583,330.2,1.1,1.0,2015-11-01,756,Aqua,MODIS,81,6.03,307.0,23.1,D,0.0,POINT (80.3583 17.6913),0,0
41,41,17.6928,80.3684,356.3,1.1,1.0,2015-11-01,756,Aqua,MODIS,98,6.03,309.2,77.4,D,0.0,POINT (80.3684 17.6928),1,0
42,42,16.0638,78.809,321.0,1.4,1.2,2015-11-01,756,Aqua,MODIS,42,6.03,304.7,17.4,D,0.0,POINT (78.809 16.0638),0,0
43,43,16.8283,78.0753,333.4,1.5,1.2,2015-11-01,756,Aqua,MODIS,82,6.03,310.0,39.0,D,0.0,POINT (78.0753 16.8283),1,1
44,44,17.7252,77.8498,321.6,1.5,1.2,2015-11-01,756,Aqua,MODIS,66,6.03,310.0,16.0,D,0.0,POINT (77.8498 17.7252),1,0
45,45,17.8771,78.0818,316.0,1.4,1.2,2015-11-01,756,Aqua,MODIS,40,6.03,305.8,8.7,D,0.0,POINT (78.0818 17.8771),1,1
46,46,16.0664,78.8013,322.8,1.4,1.2,2015-11-01,756,Aqua,MODIS,63,6.03,303.9,20.1,D,0.0,POINT (78.8013 16.0664),0,0
47,47,17.9643,79.9819,320.3,1.1,1.1,2015-11-01,756,Aqua,MODIS,0,6.03,306.4,11.0,D,0.0,POINT (79.9819 17.9643),0,0
48,48,18.4912,80.0558,327.2,1.1,1.0,2015-11-01,756,Aqua,MODIS,70,6.03,307.8,16.9,D,0.0,POINT (80.0558 18.4912),1,1
49,49,17.4889,78.2869,315.4,1.1,1.0,2015-12-01,533,Terra,MODIS,55,6.03,300.2,8.0,D,2.0,POINT (78.2869 17.4889),0,0
50,50,17.9,79.0313,313.6,1.1,1.1,2015-12-01,533,Terra,MODIS,55,6.03,303.4,6.0,D,0.0,POINT (79.0313 17.9),1,0
51,51,16.7483,78.3588,316.4,1.1,1.0,2015-12-01,533,Terra,MODIS,54,6.03,303.4,5.7,D,0.0,POINT (78.3588 16.7483),1,1
52,52,18.1518,78.3,313.9,1.1,1.0,2015-12-01,533,Terra,MODIS,48,6.03,302.1,7.1,D,0.0,POINT (78.3 18.1518),0,0
53,53,17.6496,80.2685,315.2,1.3,1.1,2015-12-01,533,Terra,MODIS,63,6.03,303.8,9.3,D,0.0,POINT (80.2685 17.6496),1,1
54,54,17.7912,80.2863,314.2,1.3,1.1,2015-12-01,533,Terra,MODIS,55,6.03,303.3,11.1,D,0.0,POINT (80.2863 17.7912),1,1
55,55,18.1914,79.9195,319.5,1.7,1.3,2015-01-13,744,Aqua,MODIS,53,6.03,306.5,19.5,D,0.0,POINT (79.9195 18.1914),1,1
56,56,18.1886,79.9037,327.9,1.7,1.3,2015-01-13,744,Aqua,MODIS,61,6.03,306.1,39.9,D,0.0,POINT (79.9037 18.1886),0,0
57,57,18.6844,77.77,300.4,1.0,1.0,2015-01-13,1709,Terra,MODIS,28,6.03,283.6,6.6,N,0.0,POINT (77.77 18.6844),1,1
58,58,17.0556,80.1105,314.3,1.0,1.0,2015-01-14,521,Terra,MODIS,56,6.03,300.2,7.8,D,0.0,POINT (80.1105 17.0556),1,1
59,59,17.1877,80.2715,311.9,1.0,1.0,2015-01-14,521,Terra,MODIS,37,6.03,301.0,5.4,D,0.0,POINT (80.2715 17.1877),0,0
60,60,18.013,80.0575,315.3,1.0,1.0,2015-01-14,521,Terra,MODIS,57,6.03,304.5,6.4,D,0.0,POINT (80.0575 18.013),0,0
61,61,18.1561,77.8882,314.2,1.1,1.1,2015-01-14,521,Terra,MODIS,33,6.03,302.8,5.7,D,0.0,POINT (77.8882 18.1561),0,0
62,62,17.7454,80.4238,316.3,2.0,1.4,2015-01-14,827,Aqua,MODIS,40,6.03,305.0,13.4,D,0.0,POINT (80.4238 17.7454),0,0
63,63,17.139,78.0446,323.3,1.3,1.1,2015-01-14,827,Aqua,MODIS,61,6.03,312.7,10.9,D,0.0,POINT (78.0446 17.139),0,0
64,64,17.554,80.8952,322.7,1.1,1.0,2015-01-16,508,Terra,MODIS,76,6.03,300.5,17.2,D,0.0,POINT (80.8952 17.554),0,0
65,65,18.0412,80.7079,317.5,1.3,1.1,2015-01-16,815,Aqua,MODIS,62,6.03,305.3,8.3,D,0.0,POINT (80.7079 18.0412),1,1
66,66,17.6198,80.2885,316.8,1.2,1.1,2015-01-16,815,Aqua,MODIS,30,6.03,305.6,6.5,D,0.0,POINT (80.2885 17.6198),0,0
67,67,17.7358,80.2254,319.5,1.2,1.1,2015-01-16,815,Aqua,MODIS,45,6.03,307.7,10.1,D,0.0,POINT (80.2254 17.7358),1,1
68,68,17.7261,80.2268,318.8,1.2,1.1,2015-01-16,815,Aqua,MODIS,39,6.03,305.0,8.2,D,0.0,POINT (80.2268 17.7261),1,0
69,69,18.7001,79.4261,320.2,1.1,1.1,2015-01-16,815,Aqua,MODIS,69,6.03,304.5,11.0,D,0.0,POINT (79.4261 18.7001),1,1
70,70,18.2696,79.9439,321.6,1.2,1.1,2015-01-16,815,Aqua,MODIS,66,6.03,310.9,8.6,D,0.0,POINT (79.9439 18.2696),1,1
71,71,18.2353,79.9045,318.2,1.2,1.1,2015-01-16,815,Aqua,MODIS,55,6.03,308.0,6.2,D,0.0,POINT (79.9045 18.2353),1,1
72,72,18.332,79.8619,321.2,1.2,1.1,2015-01-16,815,Aqua,MODIS,61,6.03,307.0,9.6,D,0.0,POINT (79.8619 18.332),1,1
73,73,18.3306,79.8511,319.0,1.2,1.1,2015-01-16,815,Aqua,MODIS,49,6.03,307.7,7.0,D,0.0,POINT (79.8511 18.3306),1,1
74,74,18.0704,79.9737,324.2,1.2,1.1,2015-01-16,815,Aqua,MODIS,74,6.03,307.1,14.2,D,0.0,POINT (79.9737 18.0704),1,0
75,75,17.6913,78.045,320.8,1.0,1.0,2015-01-16,815,Aqua,MODIS,43,6.03,307.1,7.6,D,0.0,POINT (78.045 17.6913),1,1
76,76,18.039,78.2262,321.1,1.0,1.0,2015-01-16,815,Aqua,MODIS,59,6.03,306.9,8.5,D,0.0,POINT (78.2262 18.039),1,1
77,77,18.3478,77.6727,329.6,1.0,1.0,2015-01-16,815,Aqua,MODIS,76,6.03,309.4,15.2,D,0.0,POINT (77.6727 18.3478),1,1
78,78,19.1111,78.5941,316.9,1.0,1.0,2015-01-16,815,Aqua,MODIS,49,6.03,305.8,7.7,D,0.0,POINT (78.5941 19.1111),1,0
79,79,18.6794,77.7859,306.4,1.9,1.3,2015-01-17,1645,Terra,MODIS,68,6.03,285.4,23.8,N,0.0,POINT (77.7859 18.6794),1,1
80,80,17.797,80.2697,327.2,1.0,1.0,2015-01-18,802,Aqua,MODIS,77,6.03,306.5,17.8,D,0.0,POINT (80.2697 17.797),1,0
81,81,17.7347,80.0938,317.9,1.0,1.0,2015-01-18,802,Aqua,MODIS,56,6.03,304.9,7.4,D,0.0,POINT (80.0938 17.7347),0,0
82,82,17.5785,80.4752,322.8,1.0,1.0,2015-01-18,802,Aqua,MODIS,71,6.03,307.1,10.5,D,0.0,POINT (80.4752 17.5785),1,1
83,83,17.6683,80.2739,326.8,1.0,1.0,2015-01-18,802,Aqua,MODIS,76,6.03,307.3,14.0,D,0.0,POINT (80.2739 17.6683),1,0
84,84,17.6969,80.3457,323.9,1.0,1.0,2015-01-18,802,Aqua,MODIS,67,6.03,307.8,10.8,D,0.0,POINT (80.3457 17.6969),0,0
85,85,17.6696,80.2832,322.7,1.0,1.0,2015-01-18,802,Aqua,MODIS,70,6.03,307.7,9.6,D,0.0,POINT (80.2832 17.6696),1,0
86,86,17.7311,80.2572,318.4,1.0,1.0,2015-01-18,802,Aqua,MODIS,31,6.03,305.9,6.8,D,0.0,POINT (80.2572 17.7311),0,0
87,87,18.9376,79.0107,322.3,1.0,1.0,2015-01-18,803,Aqua,MODIS,72,6.03,306.5,11.7,D,0.0,POINT (79.0107 18.9376),0,0
88,88,18.0686,80.0441,318.4,1.0,1.0,2015-01-18,803,Aqua,MODIS,63,6.03,304.6,7.8,D,0.0,POINT (80.0441 18.0686),0,0
89,89,18.3883,79.7744,328.9,1.0,1.0,2015-01-18,803,Aqua,MODIS,80,6.03,306.1,18.1,D,0.0,POINT (79.7744 18.3883),1,1
90,90,18.1207,79.9625,316.4,1.0,1.0,2015-01-18,803,Aqua,MODIS,55,6.03,305.6,4.9,D,0.0,POINT (79.9625 18.1207),0,0
91,91,17.8848,80.0476,320.7,1.0,1.0,2015-01-18,803,Aqua,MODIS,65,6.03,307.2,10.2,D,0.0,POINT (80.0476 17.8848),1,0
92,92,18.3329,80.5348,321.4,1.0,1.0,2015-01-18,803,Aqua,MODIS,72,6.03,308.8,9.7,D,0.0,POINT (80.5348 18.3329),1,0
93,93,17.8816,79.2221,319.2,1.0,1.0,2015-01-18,803,Aqua,MODIS,59,6.03,306.2,8.8,D,0.0,POINT (79.2221 17.8816),0,0
94,94,17.8977,80.199,318.4,1.0,1.0,2015-01-18,803,Aqua,MODIS,48,6.03,307.2,6.9,D,0.0,POINT (80.199 17.8977),0,0
95,95,17.8991,80.2083,317.7,1.0,1.0,2015-01-18,803,Aqua,MODIS,44,6.03,306.5,5.5,D,0.0,POINT (80.2083 17.8991),1,1
96,96,18.5925,77.8659,311.9,1.1,1.1,2015-01-19,539,Terra,MODIS,40,6.03,296.3,6.6,D,0.0,POINT (77.8659 18.5925),0,0
97,97,18.5942,77.8552,315.9,1.1,1.1,2015-01-19,539,Terra,MODIS,62,6.03,297.8,10.7,D,0.0,POINT (77.8552 18.5942),1,1
98,98,18.0161,80.7045,315.4,1.8,1.3,2015-01-19,539,Terra,MODIS,69,6.03,301.5,17.6,D,0.0,POINT (80.7045 18.0161),1,1
99,99,18.0202,80.6988,312.0,1.8,1.3,2015-01-19,539,Terra,MODIS,50,6.03,300.8,10.5,D,0.0,POINT (80.6988 18.0202),1,1
100,100,17.4898,78.0274,316.7,1.9,1.3,2015-01-20,750,Aqua,MODIS,57,6.03,301.1,13.7,D,0.0,POINT (78.0274 17.4898),0,0
101,101,17.7317,80.3756,322.2,1.3,1.1,2015-01-20,750,Aqua,MODIS,73,6.03,302.3,14.9,D,0.0,POINT (80.3756 17.7317),0,0
102,102,18.0897,80.433,319.3,1.3,1.1,2015-01-20,750,Aqua,MODIS,70,6.03,301.5,13.3,D,0.0,POINT (80.433 18.0897),0,0
103,103,18.3332,79.8521,318.9,1.4,1.2,2015-01-20,750,Aqua,MODIS,61,6.03,302.5,11.6,D,0.0,POINT (79.8521 18.3332),1,1
104,104,17.846,80.0679,316.0,1.3,1.1,2015-01-20,750,Aqua,MODIS,50,6.03,301.3,10.3,D,0.0,POINT (80.0679 17.846),0,0
105,105,17.7975,80.2715,317.9,1.3,1.1,2015-01-20,750,Aqua,MODIS,50,6.03,303.3,13.9,D,0.0,POINT (80.2715 17.7975),0,0
106,106,18.4319,77.7815,311.2,1.9,1.3,2015-01-20,751,Aqua,MODIS,31,6.03,287.0,9.4,D,0.0,POINT (77.7815 18.4319),1,1
107,107,18.6827,77.9082,309.5,1.8,1.3,2015-01-20,751,Aqua,MODIS,23,6.03,283.6,10.9,D,0.0,POINT (77.9082 18.6827),1,1
108,108,17.5062,78.1788,312.5,1.0,1.0,2015-01-21,527,Terra,MODIS,57,6.03,294.6,5.5,D,0.0,POINT (78.1788 17.5062),1,1
109,109,16.1662,78.6314,313.1,1.0,1.0,2015-01-21,527,Terra,MODIS,59,6.03,295.7,8.4,D,0.0,POINT (78.6314 16.1662),0,0
110,110,18.6535,77.7514,317.6,1.7,1.3,2015-01-21,833,Aqua,MODIS,57,6.03,292.9,18.5,D,0.0,POINT (77.7514 18.6535),1,1
111,111,18.0951,78.2139,313.4,1.0,1.0,2015-01-22,1703,Terra,MODIS,87,6.03,289.4,13.1,N,0.0,POINT (78.2139 18.0951),0,0
112,112,18.0965,78.2233,305.2,1.0,1.0,2015-01-22,1703,Terra,MODIS,63,6.03,288.6,7.4,N,0.0,POINT (78.2233 18.0965),1,1
113,113,18.2916,79.9303,316.1,1.1,1.0,2015-01-23,514,Terra,MODIS,46,6.03,301.8,7.7,D,0.0,POINT (79.9303 18.2916),1,1
114,114,18.2902,79.9403,328.3,1.1,1.0,2015-01-23,514,Terra,MODIS,82,6.03,302.8,21.5,D,0.0,POINT (79.9403 18.2902),1,1
115,115,17.1991,80.811,314.0,1.0,1.0,2015-01-23,515,Terra,MODIS,57,6.03,302.8,6.2,D,0.0,POINT (80.811 17.1991),0,0
116,116,17.1122,80.0005,330.4,1.0,1.0,2015-01-23,515,Terra,MODIS,83,6.03,301.1,24.5,D,0.0,POINT (80.0005 17.1122),1,1
117,117,17.5544,80.1772,318.8,1.5,1.2,2015-01-23,821,Aqua,MODIS,62,6.03,306.0,12.8,D,0.0,POINT (80.1772 17.5544),0,0
118,118,18.2935,79.9396,324.1,1.4,1.2,2015-01-23,821,Aqua,MODIS,74,6.03,306.3,17.6,D,0.0,POINT (79.9396 18.2935),1,1
119,119,18.0527,80.031,316.6,1.4,1.2,2015-01-23,821,Aqua,MODIS,55,6.03,303.4,9.2,D,0.0,POINT (80.031 18.0527),0,0
120,120,18.2918,79.9261,326.0,1.4,1.2,2015-01-23,821,Aqua,MODIS,76,6.03,306.1,21.5,D,0.0,POINT (79.9261 18.2918),1,1
121,121,18.0577,80.072,317.0,1.5,1.2,2015-01-23,821,Aqua,MODIS,56,6.03,302.8,9.9,D,0.0,POINT (80.072 18.0577),0,0
122,122,18.6998,78.2924,318.5,1.2,1.1,2015-01-23,821,Aqua,MODIS,49,6.03,304.8,7.0,D,0.0,POINT (78.2924 18.6998),1,1
123,123,17.6836,78.0217,322.1,1.1,1.0,2015-01-23,821,Aqua,MODIS,48,6.03,306.0,9.7,D,0.0,POINT (78.0217 17.6836),0,0
124,124,18.7582,80.0033,312.6,3.4,1.7,2015-01-24,557,Terra,MODIS,0,6.03,300.4,39.7,D,0.0,POINT (80.0033 18.7582),0,0
125,125,18.7644,79.9724,313.1,3.3,1.7,2015-01-24,557,Terra,MODIS,32,6.03,300.6,42.7,D,0.0,POINT (79.9724 18.7644),0,0
126,126,18.7629,79.9818,316.2,3.6,1.8,2015-01-24,726,Aqua,MODIS,39,6.03,303.2,56.6,D,0.0,POINT (79.9818 18.7629),0,0
127,127,16.3592,78.5685,321.1,1.0,1.0,2015-01-25,808,Aqua,MODIS,60,6.03,308.6,6.6,D,0.0,POINT (78.5685 16.3592),1,1
128,128,16.2398,78.8242,321.1,1.0,1.0,2015-01-25,808,Aqua,MODIS,48,6.03,303.5,8.1,D,0.0,POINT (78.8242 16.2398),0,0
129,129,16.5739,78.0289,321.5,1.0,1.0,2015-01-25,808,Aqua,MODIS,61,6.03,307.5,7.0,D,0.0,POINT (78.0289 16.5739),1,1
130,130,16.112,78.6462,329.2,1.0,1.0,2015-01-25,808,Aqua,MODIS,78,6.03,304.7,20.5,D,0.0,POINT (78.6462 16.112),0,0
131,131,17.7397,80.1178,321.4,1.0,1.0,2015-01-25,809,Aqua,MODIS,65,6.03,301.7,11.3,D,0.0,POINT (80.1178 17.7397),0,0
132,132,17.7101,80.3647,325.2,1.0,1.0,2015-01-25,809,Aqua,MODIS,73,6.03,307.2,12.0,D,0.0,POINT (80.3647 17.7101),1,0
133,133,17.6631,80.2927,328.4,1.0,1.0,2015-01-25,809,Aqua,MODIS,78,6.03,308.3,14.4,D,0.0,POINT (80.2927 17.6631),1,0
134,134,17.6618,80.283,327.2,1.0,1.0,2015-01-25,809,Aqua,MODIS,76,6.03,308.9,12.7,D,0.0,POINT (80.283 17.6618),1,0
135,135,17.6722,80.2912,322.9,1.0,1.0,2015-01-25,809,Aqua,MODIS,59,6.03,306.3,8.4,D,0.0,POINT (80.2912 17.6722),0,0
136,136,17.6709,80.2816,322.0,1.0,1.0,2015-01-25,809,Aqua,MODIS,42,6.03,308.0,7.3,D,0.0,POINT (80.2816 17.6709),1,0
137,137,17.701,80.3661,322.3,1.0,1.0,2015-01-25,809,Aqua,MODIS,51,6.03,307.8,8.8,D,0.0,POINT (80.3661 17.701),1,0
138,138,17.4929,80.7986,316.1,1.1,1.0,2015-01-25,809,Aqua,MODIS,55,6.03,303.5,7.3,D,0.0,POINT (80.7986 17.4929),1,0
139,139,17.9537,80.2701,342.8,1.0,1.0,2015-01-25,809,Aqua,MODIS,90,6.03,308.3,40.2,D,0.0,POINT (80.2701 17.9537),0,0
140,140,18.0588,80.1585,316.0,1.0,1.0,2015-01-25,809,Aqua,MODIS,50,6.03,303.9,6.4,D,0.0,POINT (80.1585 18.0588),0,0
141,141,17.7638,80.4306,324.9,1.0,1.0,2015-01-25,809,Aqua,MODIS,66,6.03,307.9,12.3,D,0.0,POINT (80.4306 17.7638),1,0
142,142,17.7729,80.4292,331.5,1.0,1.0,2015-01-25,809,Aqua,MODIS,81,6.03,307.9,21.3,D,0.0,POINT (80.4292 17.7729),1,0
143,143,17.7743,80.439,327.8,1.0,1.0,2015-01-25,809,Aqua,MODIS,77,6.03,307.8,15.3,D,0.0,POINT (80.439 17.7743),0,0
144,144,19.0466,78.6189,328.4,1.0,1.0,2015-01-25,809,Aqua,MODIS,79,6.03,304.3,16.9,D,0.0,POINT (78.6189 19.0466),0,0
145,145,19.1731,78.9186,315.3,1.0,1.0,2015-01-25,809,Aqua,MODIS,57,6.03,301.7,5.0,D,0.0,POINT (78.9186 19.1731),0,0
146,146,19.048,78.6283,318.4,1.0,1.0,2015-01-25,809,Aqua,MODIS,59,6.03,304.3,6.3,D,2.0,POINT (78.6283 19.048),0,0
147,147,17.9652,80.2189,319.7,1.0,1.0,2015-01-25,809,Aqua,MODIS,25,6.03,307.3,6.8,D,0.0,POINT (80.2189 17.9652),0,0
148,148,17.8856,80.2365,330.8,1.0,1.0,2015-01-25,809,Aqua,MODIS,81,6.03,309.9,20.8,D,0.0,POINT (80.2365 17.8856),1,0
149,149,17.9834,80.2161,319.7,1.0,1.0,2015-01-25,809,Aqua,MODIS,29,6.03,307.2,6.6,D,0.0,POINT (80.2161 17.9834),0,0
150,150,17.9523,80.2603,317.7,1.0,1.0,2015-01-25,809,Aqua,MODIS,31,6.03,304.3,6.0,D,0.0,POINT (80.2603 17.9523),0,0
151,151,18.0878,80.178,315.7,1.0,1.0,2015-01-25,809,Aqua,MODIS,41,6.03,304.3,5.3,D,0.0,POINT (80.178 18.0878),0,0
152,152,18.1035,80.1957,311.7,2.1,1.4,2015-01-26,545,Terra,MODIS,67,6.03,298.0,18.9,D,0.0,POINT (80.1957 18.1035),0,0
153,153,17.7476,80.3608,324.9,1.1,1.0,2015-01-27,756,Aqua,MODIS,69,6.03,306.6,13.6,D,0.0,POINT (80.3608 17.7476),0,0
154,154,17.1284,79.9963,324.9,1.1,1.1,2015-01-27,756,Aqua,MODIS,74,6.03,301.8,17.5,D,0.0,POINT (79.9963 17.1284),1,1
155,155,17.4617,80.0758,321.9,1.1,1.1,2015-01-27,756,Aqua,MODIS,66,6.03,306.2,9.9,D,0.0,POINT (80.0758 17.4617),1,0
156,156,17.4415,78.2198,322.7,1.4,1.2,2015-01-27,756,Aqua,MODIS,56,6.03,309.7,12.2,D,0.0,POINT (78.2198 17.4415),0,0
157,157,17.6875,80.34,328.4,1.1,1.0,2015-01-27,756,Aqua,MODIS,78,6.03,305.8,17.3,D,0.0,POINT (80.34 17.6875),0,0
158,158,17.7872,80.4973,320.4,1.1,1.0,2015-01-27,756,Aqua,MODIS,65,6.03,306.2,8.4,D,0.0,POINT (80.4973 17.7872),0,0
159,159,17.6806,80.3364,326.1,1.1,1.0,2015-01-27,756,Aqua,MODIS,75,6.03,307.0,15.5,D,0.0,POINT (80.3364 17.6806),0,0
160,160,17.7338,80.27,326.4,1.1,1.0,2015-01-27,756,Aqua,MODIS,63,6.03,308.6,16.1,D,0.0,POINT (80.27 17.7338),0,0
161,161,17.7322,80.26,322.3,1.1,1.0,2015-01-27,756,Aqua,MODIS,44,6.03,306.7,11.2,D,0.0,POINT (80.26 17.7322),0,0
162,162,17.6442,78.0271,321.1,1.4,1.2,2015-01-27,757,Aqua,MODIS,42,6.03,309.7,10.5,D,0.0,POINT (78.0271 17.6442),1,0
163,163,18.8372,78.5436,322.2,1.3,1.1,2015-01-27,757,Aqua,MODIS,65,6.03,307.5,13.8,D,0.0,POINT (78.5436 18.8372),0,0
164,164,17.9485,80.173,318.0,1.1,1.0,2015-01-27,757,Aqua,MODIS,56,6.03,305.8,7.2,D,0.0,POINT (80.173 17.9485),0,0
165,165,17.981,80.1987,332.0,1.1,1.0,2015-01-27,757,Aqua,MODIS,82,6.03,307.8,23.8,D,0.0,POINT (80.1987 17.981),1,0
166,166,17.7893,80.2751,332.7,1.1,1.0,2015-01-27,757,Aqua,MODIS,66,6.03,308.3,25.1,D,0.0,POINT (80.2751 17.7893),1,0
167,167,17.7985,80.2735,324.0,1.1,1.0,2015-01-27,757,Aqua,MODIS,21,6.03,308.3,14.2,D,0.0,POINT (80.2735 17.7985),1,0
