,index,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00
72,Kaloor_Thimmandoddi,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00603448275862069,0.01206896551724138,0.01206896551724138,0.01206896551724138,0.00603448275862069,0.0,0.0,0.0,0.0,0.0,0.0,,
73,Maldakal,,,0.0052824267782426776,0.010564853556485355,0.010564853556485355,0.010564853556485355,0.0052824267782426776,0.0,0.0,0.0,0.0,0.01856694560669456,0.03713389121338912,0.03713389121338912,0.03713389121338912,0.01856694560669456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004393305439330544,0.008786610878661089,0.008786610878661089,0.008786610878661089,0.004393305439330544,0.0,0.0,0.0,0.003870292887029289,0.007740585774058578,0.007740585774058578,0.007740585774058578,0.017677824267782426,0.027615062761506274,0.027615062761506274,0.027615062761506274,0.013807531380753137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
74,Manopad,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00463235294117647,0.018676470588235294,0.02808823529411765,0.02808823529411765,0.023455882352941177,0.009411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
75,Rajoli,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037109375,0.0958984375,0.117578125,0.117578125,0.08046875,0.0216796875,0.0,0.0,0.0,0.0056640625,,
76,Undavelly,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00744047619047619,0.01488095238095238,0.01488095238095238,0.01488095238095238,0.00744047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013244047619047619,0.026488095238095238,0.026488095238095238,0.026488095238095238,0.013244047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006473214285714285,0.01294642857142857,0.01294642857142857,,
77,Waddepally,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00872093023255814,0.01744186046511628,0.01744186046511628,0.01744186046511628,0.00872093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
78,Banswada,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010751748251748253,0.021503496503496505,0.021503496503496505,0.021503496503496505,0.010751748251748253,0.03583916083916084,0.07167832167832168,0.07167832167832168,0.07167832167832168,0.03583916083916084,0.0,0.025349650349650348,0.050699300699300696,0.050699300699300696,0.050699300699300696,0.025349650349650348,0.0,0.02945804195804196,0.05891608391608392,0.08951048951048951,0.12010489510489511,0.09064685314685315,0.06118881118881119,0.04912587412587413,0.03706293706293706,0.03706293706293706,0.03706293706293706,0.01853146853146853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594405594405594,0.011188811188811189,0.011188811188811189,0.011188811188811189,0.018706293706293706,0.026223776223776224,0.03339160839160839,0.04055944055944056,0.03365384615384615,0.026748251748251746,0.07333916083916084,0.1333041958041958,0.14047202797202796,,
79,Bhiknoor,,,0.0,0.0,0.0,0.0,0.0,0.005762987012987012,0.011525974025974025,0.011525974025974025,0.01599025974025974,0.01469155844155844,0.008928571428571428,0.008928571428571428,0.004464285714285714,0.0,0.0,0.0,0.0,0.004464285714285714,0.008928571428571428,0.008928571428571428,0.01680194805194805,0.020211038961038957,0.015746753246753245,0.015746753246753245,0.007873376623376623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
80,Bibipet,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04743975903614458,0.09487951807228916,0.09487951807228916,0.09487951807228916,0.04743975903614458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
81,Bichkunda,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0280440414507772,0.0560880829015544,0.0560880829015544,0.0560880829015544,0.0280440414507772,0.0,0.025647668393782384,0.05129533678756477,0.05129533678756477,0.05129533678756477,0.025647668393782384,0.013018134715025907,0.026036269430051814,0.031411917098445596,0.03678756476683938,0.02376943005181347,0.010751295336787566,0.005375647668393783,0.009520725388601036,0.01904145077720207,0.01904145077720207,0.01904145077720207,0.009520725388601036,0.006865284974093264,0.02966321243523316,0.04559585492227979,0.04559585492227979,0.03873056994818653,0.015932642487046633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048575129533678756,0.009715025906735751,0.01327720207253886,0.01683937823834197,0.011981865284974094,0.016580310880829015,0.027784974093264247,0.02953367875647668,0.02953367875647668,0.020077720207253884,0.017422279792746114,0.02422279792746114,0.03218911917098446,0.040155440414507776,,
82,Birkoor,,,0.09186746987951808,0.058584337349397594,0.02530120481927711,0.012650602409638554,0.0,0.0,0.0266566265060241,0.0533132530120482,0.0533132530120482,0.0533132530120482,0.038704819277108435,0.06777108433734941,0.290210843373494,0.46897590361445785,0.4569277108433735,0.4094879518072289,0.216566265060241,0.17123493975903614,0.3609939759036145,0.4302710843373494,0.4007530120481928,0.26731927710843373,0.07756024096385543,0.07469879518072288,0.14939759036144576,0.14939759036144576,0.14939759036144576,0.11460843373493974,0.09352409638554215,0.12304216867469879,0.13885542168674697,0.09894578313253011,0.04533132530120482,0.01581325301204819,0.0,0.0,0.0,0.0,0.0,0.045331325301204824,0.09066265060240965,0.09066265060240965,0.09066265060240965,0.045331325301204824,0.0,0.0,0.0,0.04743975903614458,0.09487951807228916,0.14231927710843373,0.1897590361445783,0.16159638554216868,0.19397590361445785,0.20707831325301207,0.23207831325301206,0.2852409638554217,,
83,Gandhari,,,0.01140813253012048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051204819277108436,0.010240963855421687,0.010240963855421687,0.010240963855421687,0.0051204819277108436,0.0,0.005835843373493976,0.011671686746987951,0.011671686746987951,0.011671686746987951,0.005835843373493976,0.0,0.003953313253012048,0.007906626506024096,0.007906626506024096,0.007906626506024096,0.003953313253012048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002108433734939759,0.004216867469879518,0.004216867469879518,0.004216867469879518,0.007228915662650603,0.010240963855421687,0.010240963855421687,0.012349397590361445,0.013516566265060242,0.012575301204819277,0.012575301204819277,0.014231927710843374,0.011709337349397591,0.007530120481927711,0.010504518072289156,0.009713855421686748,,
84,Jukkal,,,0.07610837438423645,0.07610837438423645,0.07610837438423645,0.03805418719211823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005541871921182266,0.011083743842364532,0.011083743842364532,0.011083743842364532,0.005541871921182266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
85,Kamareddy,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01435546875,0.0287109375,0.0287109375,0.0287109375,0.01435546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011328125,0.02265625,0.02265625,0.02265625,0.011328125,0.0,0.0,0.0,0.0,0.0,0.0,0.00537109375,0.0107421875,0.0107421875,0.0107421875,0.00537109375,0.0,0.0,0.0,0.0,,
86,Lingampet,,,0.03046875,0.03046875,0.015234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003515625,0.00703125,0.00703125,0.020263671875,0.029980468750000003,0.02646484375,0.02646484375,0.013232421875,0.004052734375,0.00810546875,0.00810546875,0.00810546875,0.004052734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012841796875,0.02568359375,,
87,Machareddy,,,0.010705741626794258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005143540669856459,0.010287081339712918,0.010287081339712918,0.010287081339712918,0.005143540669856459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013456937799043063,0.026913875598086126,0.026913875598086126,0.026913875598086126,0.013456937799043063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
88,Madnur,,,0.0,0.0,0.0,0.0,0.0,0.0,0.012978723404255318,0.025957446808510636,0.025957446808510636,0.025957446808510636,0.012978723404255318,0.0,0.02,0.04,0.04909574468085107,0.058191489361702126,0.07537234042553193,0.1,0.10425531914893617,0.10106382978723404,0.06388297872340426,0.01925531914893617,0.010797872340425532,0.00978723404255319,0.027340425531914896,0.044893617021276595,0.04,0.035106382978723406,0.0274468085106383,0.019787234042553194,0.06494680851063829,0.12994680851063828,0.1398936170212766,0.12999999999999998,0.08484042553191488,0.019840425531914892,0.0,0.0,0.0,0.0,0.0,0.011117021276595744,0.022234042553191488,0.022234042553191488,0.025106382978723404,0.016861702127659573,0.00574468085106383,0.00574468085106383,0.009095744680851064,0.012446808510638297,0.021170212765957444,0.029893617021276596,0.023670212765957446,0.017446808510638297,0.20872340425531916,0.4,,
89,Nagi_Reddypet,,,0.013303571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03517857142857143,0.07035714285714285,0.07035714285714285,0.07035714285714285,0.03517857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011428571428571429,0.022857142857142857,0.022857142857142857,0.022857142857142857,0.011428571428571429,0.009375,0.036517857142857144,0.054285714285714284,0.054285714285714284,0.04491071428571428,0.01776785714285714,0.0,0.0,0.010714285714285714,0.02142857142857143,0.02142857142857143,0.02142857142857143,0.010714285714285714,0.0,0.0,0.029732142857142856,0.05946428571428571,0.05946428571428571,0.05946428571428571,0.029732142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
90,Nasurullabad,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011893203883495147,0.023786407766990293,0.10752427184466021,0.2186893203883495,0.25279126213592235,0.29490291262135926,0.24660194174757283,0.13543689320388352,0.11310679611650486,0.08276699029126214,0.06080097087378641,0.07427184466019418,0.07706310679611651,0.07985436893203884,0.11395631067961166,0.14805825242718448,0.15752427184466022,0.16699029126213594,0.11941747572815535,0.09842233009708738,0.14757281553398058,0.17014563106796116,0.17014563106796116,0.1503640776699029,0.07208737864077669,0.013592233009708738,0.043932038834951455,0.06747572815533981,0.06067961165048544,0.06067961165048544,0.03033980582524272,0.0,0.0,0.0,0.0,0.0,0.05121359223300971,0.12184466019417475,0.1412621359223301,0.1412621359223301,0.15036407766990292,0.1400485436893204,0.12063106796116506,0.12063106796116506,0.06031553398058253,0.021723300970873785,,
91,Nizamsagar,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00446058091286307,0.00892116182572614,0.022251037344398338,0.03558091286307054,0.03112033195020747,0.026659751037344397,0.013329875518672199,0.0,0.0,0.0027489626556016595,0.005497925311203319,0.005497925311203319,0.005497925311203319,0.0027489626556016595,0.0,0.0,0.0,0.0,0.0,0.0,0.007883817427385892,0.015767634854771784,0.015767634854771784,0.015767634854771784,0.007883817427385892,0.0,0.005964730290456431,0.011929460580912862,0.011929460580912862,0.011929460580912862,0.005964730290456431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007728215767634855,0.01545643153526971,0.01545643153526971,0.01545643153526971,0.007728215767634855,0.0,0.0,0.0,,
92,Pitlam,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021176470588235293,0.042352941176470586,0.042352941176470586,0.042352941176470586,0.021176470588235293,0.0033823529411764705,0.015514705882352941,0.02426470588235294,0.02426470588235294,0.020882352941176473,0.00875,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.01,0.016029411764705882,0.022058823529411763,0.017058823529411765,0.012058823529411764,0.006029411764705882,0.0,0.007720588235294118,0.015441176470588236,0.015441176470588236,0.015441176470588236,0.007720588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015955882352941177,0.031911764705882355,,
93,Rajampet,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025297619047619048,0.050595238095238096,0.06587301587301587,0.08115079365079365,0.0558531746031746,0.030555555555555555,0.015277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062499999999999995,0.012499999999999999,0.012499999999999999,0.012499999999999999,0.0062499999999999995,0.0,0.0,0.0,0.012599206349206348,0.025198412698412696,0.04176587301587301,0.058333333333333334,0.04573412698412698,0.033134920634920635,0.016567460317460318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555555,0.01111111111111111,0.01111111111111111,,
94,Ramareddy,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033088235294117647,0.006617647058823529,0.006617647058823529,0.006617647058823529,0.0033088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014485294117647058,0.028970588235294116,0.028970588235294116,0.028970588235294116,0.014485294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
95,Sadashivnagar,,,0.01875,0.01875,0.009375,0.0,0.0,0.0,0.0,0.0,0.005420918367346939,0.010841836734693877,0.010841836734693877,0.010841836734693877,0.04776785714285715,0.09017857142857143,0.09566326530612246,0.09566326530612246,0.053316326530612246,0.00548469387755102,0.0,0.0,0.0,0.0,0.0,0.00746173469387755,0.0149234693877551,0.0149234693877551,0.0149234693877551,0.00746173469387755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010586734693877551,0.029719387755102043,0.03826530612244898,0.03826530612244898,0.027678571428571427,0.02519132653061224,0.05752551020408163,0.08176020408163265,0.08176020408163265,0.07066326530612245,0.05943877551020408,0.059311224489795915,0.08788265306122449,0.11090561224489795,0.08124999999999999,0.05714285714285714,0.02857142857142857,0.015433673469387755,0.03086734693877551,0.03086734693877551,,
96,Tadwai,,,0.03234463276836158,0.02005649717514124,0.007768361581920904,0.003884180790960452,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.01694915254237288,0.01694915254237288,0.03114406779661017,0.04703389830508475,0.04872881355932204,0.04872881355932204,0.03453389830508475,0.01016949152542373,0.0,0.0,0.0,0.0,0.0,0.017937853107344633,0.03587570621468927,0.03587570621468927,0.03587570621468927,0.017937853107344633,0.0,0.02754237288135593,0.05508474576271186,0.05508474576271186,0.05508474576271186,0.0346045197740113,0.014124293785310734,0.014124293785310734,0.03587570621468927,0.07761299435028249,0.10628531073446328,0.11497175141242938,0.09322033898305085,0.056002824858757065,0.0559322033898305,0.0713276836158192,0.0713276836158192,0.08785310734463277,0.08029661016949152,0.056214689265536716,0.06588983050847456,0.04745762711864406,0.019350282485875704,0.019350282485875704,0.013347457627118644,0.04117231638418079,0.07500000000000001,0.07500000000000001,,
97,Yellareddy,,,0.03152173913043478,0.01202445652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056385869565217395,0.011277173913043479,0.011277173913043479,0.011277173913043479,0.0056385869565217395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076766304347826095,0.015353260869565219,0.015353260869565219,0.015353260869565219,0.0076766304347826095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005163043478260869,0.010326086956521738,0.010326086956521738,0.010326086956521738,0.005163043478260869,0.0,0.0072690217391304345,0.014538043478260869,,
98,Chigurumamidi,,,0.05536912751677853,0.04563758389261745,0.017953020134228188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011493288590604027,0.022986577181208053,0.022986577181208053,0.022986577181208053,0.011493288590604027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008808724832214765,,
99,Choppadandi,,,0.022902097902097903,0.022902097902097903,0.011451048951048952,0.0,0.0,0.0,0.0,0.006468531468531468,0.012937062937062937,0.012937062937062937,0.012937062937062937,0.006468531468531468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00743006993006993,0.01486013986013986,0.01486013986013986,0.01486013986013986,0.00743006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.004370629370629371,0.008741258741258742,0.008741258741258742,0.01555944055944056,0.018006993006993006,0.013636363636363636,0.030856643356643357,0.04125874125874126,0.03444055944055944,0.03444055944055944,0.01722027972027972,0.0,0.0,0.004458041958041958,0.008916083916083915,0.008916083916083915,0.008916083916083915,0.004458041958041958,0.1229020979020979,0.2458041958041958,0.2458041958041958,0.2458041958041958,0.1229020979020979,0.0,0.006293706293706294,0.0243006993006993,,
100,Ellandakunta,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018685567010309278,0.037371134020618556,0.037371134020618556,0.037371134020618556,0.018685567010309278,0.0,0.0,0.007474226804123711,0.014948453608247422,0.014948453608247422,0.014948453608247422,0.007474226804123711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006443298969072165,0.01288659793814433,0.01288659793814433,0.01288659793814433,0.006443298969072165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052448453608247424,0.10489690721649485,0.10489690721649485,0.10489690721649485,0.052448453608247424,0.0,0.0,0.010309278350515464,,
101,Gangadhara,,,0.010248447204968944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011723602484472049,0.023447204968944098,0.023447204968944098,0.023447204968944098,0.011723602484472049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009006211180124223,0.018012422360248446,0.018012422360248446,0.018012422360248446,0.009006211180124223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01203416149068323,0.02406832298136646,0.02406832298136646,0.02406832298136646,0.01203416149068323,0.0,0.007996894409937888,0.015993788819875777,,
102,Huzurabad,,,0.019384057971014494,0.011231884057971014,0.005615942028985507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19039855072463768,0.3881340579710145,0.3954710144927536,0.3954710144927536,0.20507246376811594,0.01539855072463768,0.02391304347826087,0.03170289855072464,0.06322463768115942,0.08668478260869565,0.07083333333333333,0.06304347826086956,0.049637681159420285,0.036231884057971016,0.036231884057971016,0.036231884057971016,0.018115942028985508,0.0,0.04628623188405797,0.09257246376811594,0.09257246376811594,0.09257246376811594,0.04628623188405797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11684782608695653,0.23369565217391305,0.23369565217391305,0.24021739130434783,0.1298913043478261,0.013043478260869566,0.013043478260869566,0.02327898550724638,,
103,Jammikunta,,,0.04776119402985075,0.0955223880597015,0.0955223880597015,0.0955223880597015,0.04776119402985075,0.0,0.0228544776119403,0.0457089552238806,0.0457089552238806,0.0457089552238806,0.0228544776119403,0.008395522388059701,0.14151119402985074,0.26623134328358206,0.26623134328358206,0.25783582089552237,0.12472014925373133,0.0,0.01240671641791045,0.0248134328358209,0.0248134328358209,0.034235074626865675,0.03125,0.018843283582089553,0.028731343283582088,0.02919776119402985,0.019776119402985074,0.02509328358208955,0.020522388059701493,0.010634328358208956,0.010634328358208956,0.005317164179104478,0.0,0.0,0.0,0.022667910447761196,0.04533582089552239,0.04533582089552239,0.09897388059701492,0.12994402985074627,0.10727611940298508,0.10727611940298508,0.05363805970149254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
104,Karimnagar_Rural,,,0.0125,0.0,0.0,0.0,0.00625,0.0125,0.0125,0.0125,0.00625,0.0,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049305555555555554,0.09861111111111111,0.09861111111111111,0.09861111111111111,0.049305555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005092592592592593,0.010185185185185186,0.010185185185185186,0.010185185185185186,0.01261574074074074,0.033449074074074076,0.05185185185185185,0.05185185185185185,0.044328703703703703,0.01840277777777778,0.0,0.0,0.015856481481481482,,
105,Kothapally,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006760204081632653,0.013520408163265305,0.013520408163265305,0.013520408163265305,0.006760204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010841836734693877,0.021683673469387755,0.021683673469387755,0.021683673469387755,0.010841836734693877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
106,Manakondur,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05754830917874397,0.11509661835748794,0.11509661835748794,0.11509661835748794,0.061654589371980685,0.00821256038647343,0.00821256038647343,0.00821256038647343,0.004106280193236715,0.0,0.0,0.0,0.04830917874396135,0.10422705314009661,0.11183574879227053,0.11183574879227053,0.06352657004830918,0.0076086956521739125,0.0,0.00356280193236715,0.0071256038647343,0.0071256038647343,0.0071256038647343,0.00356280193236715,0.07644927536231884,0.15803140096618357,0.16316425120772945,0.16316425120772945,0.08671497584541063,0.005132850241545894,0.0,0.0,0.0,0.0,0.0,0.0,0.03128019323671497,0.06256038647342994,0.07204106280193236,0.08152173913043477,0.050241545893719805,0.01896135265700483,0.01213768115942029,0.009601449275362318,,
107,Ramadugu,,,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.012126865671641791,0.03162313432835821,0.038992537313432836,0.038992537313432836,0.026865671641791045,0.01567164179104478,0.0166044776119403,0.0166044776119403,0.0166044776119403,0.00830223880597015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.007462686567164179,0.0,0.006996268656716418,0.013992537313432836,0.013992537313432836,0.013992537313432836,0.006996268656716418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006156716417910447,0.01930970149253731,,
108,Shankarapatnam,,,0.01154513888888889,0.0,0.0,0.0,0.0,0.0,0.0049479166666666664,0.009895833333333333,0.021614583333333333,0.03333333333333333,0.028385416666666666,0.0234375,0.03550347222222222,0.04756944444444444,0.059027777777777776,0.07048611111111111,0.04670138888888889,0.022916666666666665,0.011458333333333333,0.0,0.006944444444444444,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.07847222222222222,0.14305555555555555,0.14305555555555555,0.14305555555555555,0.07152777777777777,0.0,0.021701388888888888,0.043402777777777776,0.043402777777777776,0.043402777777777776,0.021701388888888888,0.0,0.0,0.0,0.014149305555555556,0.02829861111111111,0.02829861111111111,0.02829861111111111,0.014149305555555556,0.010156249999999999,0.020312499999999997,0.020312499999999997,0.020312499999999997,0.010156249999999999,0.06345486111111112,0.12690972222222224,0.12690972222222224,0.12690972222222224,0.06345486111111112,0.0,0.04487847222222222,0.08975694444444444,,
