Date,place,fireCount
2019-01-13,Jagtial,0.0
2019-01-14,Jagtial,0.0
2019-01-15,Jagtial,0.0
2019-01-16,Jagtial,0.0
2019-01-17,Jagtial,2.0
2019-01-18,Jagtial,0.0
2019-01-19,Jagtial,0.0
2019-01-20,Jagtial,0.0
2019-01-21,Jagtial,0.0
2019-01-22,Jagtial,2.0
2019-01-23,Jagtial,0.0
2019-01-24,Jagtial,0.0
2019-01-25,Jagtial,0.0
2019-01-26,Jagtial,0.0
2019-01-27,Jagtial,0.0
2019-01-28,Jagtial,0.0
2019-01-29,Jagtial,0.0
2019-01-30,Jagtial,0.0
2019-01-31,Jagtial,0.0
2019-02-01,Jagtial,1.0
2019-02-02,Jagtial,0.0
2019-02-03,Jagtial,0.0
2019-02-04,Jagtial,1.0
2019-02-05,Jagtial,1.0
2019-02-06,Jagtial,1.0
2019-02-07,Jagtial,1.0
2019-02-08,Jagtial,0.0
2019-02-09,Jagtial,0.0
2019-02-10,Jagtial,0.0
2019-02-11,Jagtial,0.0
2019-02-12,Jagtial,0.0
2019-02-13,Jagtial,1.0
2019-02-14,Jagtial,0.0
2019-02-15,Jagtial,0.0
2019-02-16,Jagtial,0.0
2019-02-17,Jagtial,0.0
2019-02-18,Jagtial,1.0
2019-02-19,Jagtial,0.0
2019-02-20,Jagtial,0.0
2019-02-21,Jagtial,0.0
2019-02-22,Jagtial,0.0
2019-02-23,Jagtial,0.0
2019-02-24,Jagtial,0.0
2019-02-25,Jagtial,3.0
2019-02-26,Jagtial,1.0
2019-02-27,Jagtial,0.0
2019-02-28,Jagtial,1.0
2019-03-01,Jagtial,2.0
2019-03-02,Jagtial,0.0
2019-03-03,Jagtial,0.0
2019-03-04,Jagtial,2.0
2019-03-05,Jagtial,7.0
2019-03-06,Jagtial,0.0
2019-03-07,Jagtial,4.0
2019-03-08,Jagtial,1.0
2019-03-09,Jagtial,0.0
2019-03-10,Jagtial,3.0
2019-03-11,Jagtial,1.0
2019-03-12,Jagtial,0.0
2019-03-13,Jagtial,0.0
2019-03-14,Jagtial,2.0
2019-03-15,Jagtial,3.0
2019-03-16,Jagtial,0.0
2019-03-17,Jagtial,1.0
