,index,Dist_Name,Mandal_Nam,Year,Bengal Gram,Castor,Chillies,Cotton,Green Gram,Groundnut,Jowar,Maize,Onion,Paddy,Red Gram,Sesamum,Soyabean,Sugarcane,Sunflower,Kharif,Rabi
789,145,Mahabubabad,Gangaram,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
790,146,Karimnagar,Ganneruvaram,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
791,146,Karimnagar,Ganneruvaram,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
793,146,Karimnagar,Ganneruvaram,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
794,146,Karimnagar,Ganneruvaram,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
795,146,Karimnagar,Ganneruvaram,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
796,147,Suryapet,Garidepalli,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
797,147,Suryapet,Garidepalli,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
798,147,Suryapet,Garidepalli,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
799,147,Suryapet,Garidepalli,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
800,147,Suryapet,Garidepalli,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
801,147,Suryapet,Garidepalli,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
802,148,Mahabubabad,Garla,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
803,148,Mahabubabad,Garla,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
804,148,Mahabubabad,Garla,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
805,148,Mahabubabad,Garla,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
806,148,Mahabubabad,Garla,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
807,148,Mahabubabad,Garla,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
808,149,Warangal_Rural,Geesugonda,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
809,149,Warangal_Rural,Geesugonda,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
810,149,Warangal_Rural,Geesugonda,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
811,149,Warangal_Rural,Geesugonda,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
812,149,Warangal_Rural,Geesugonda,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
813,150,Jayashankar Bhupalpally,Ghanapur_Mulug,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
814,150,Jayashankar Bhupalpally,Ghanapur_Mulug,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
815,150,Jayashankar Bhupalpally,Ghanapur_Mulug,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
816,150,Jayashankar Bhupalpally,Ghanapur_Mulug,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
817,150,Jayashankar Bhupalpally,Ghanapur_Mulug,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
818,150,Jayashankar Bhupalpally,Ghanapur_Mulug,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
819,151,Wanaparthy,Ghanpur,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
820,151,Wanaparthy,Ghanpur,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
821,151,Wanaparthy,Ghanpur,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
822,151,Wanaparthy,Ghanpur,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
823,151,Wanaparthy,Ghanpur,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
824,152,Jangoan,Ghanpur (Stn),2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
825,152,Jangoan,Ghanpur (Stn),2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
826,152,Jangoan,Ghanpur (Stn),2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
827,152,Jangoan,Ghanpur (Stn),2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
828,152,Jangoan,Ghanpur (Stn),2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
829,153,Medchal_Malkajgiri,Ghatkesar,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
830,153,Medchal_Malkajgiri,Ghatkesar,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
831,153,Medchal_Malkajgiri,Ghatkesar,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
832,153,Medchal_Malkajgiri,Ghatkesar,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
833,153,Medchal_Malkajgiri,Ghatkesar,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
834,153,Medchal_Malkajgiri,Ghatkesar,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
835,154,Jogulamba Gadwal,Ghattu,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
836,154,Jogulamba Gadwal,Ghattu,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
837,154,Jogulamba Gadwal,Ghattu,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
838,154,Jogulamba Gadwal,Ghattu,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
839,154,Jogulamba Gadwal,Ghattu,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
840,156,Jagtial,Gollapalli,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
841,156,Jagtial,Gollapalli,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
842,156,Jagtial,Gollapalli,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
843,156,Jagtial,Gollapalli,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
844,156,Jagtial,Gollapalli,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
845,157,Wanaparthy,Gopalpet,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
846,157,Wanaparthy,Gopalpet,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
847,157,Wanaparthy,Gopalpet,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
848,157,Wanaparthy,Gopalpet,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
849,157,Wanaparthy,Gopalpet,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
850,158,Mulugu,Govindaraopet,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
851,158,Mulugu,Govindaraopet,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
852,158,Mulugu,Govindaraopet,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
853,158,Mulugu,Govindaraopet,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
854,158,Mulugu,Govindaraopet,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
855,158,Mulugu,Govindaraopet,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
856,159,Adilabad,Gudihathnur,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
857,159,Adilabad,Gudihathnur,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
858,159,Adilabad,Gudihathnur,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
859,159,Adilabad,Gudihathnur,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
860,159,Adilabad,Gudihathnur,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
861,159,Adilabad,Gudihathnur,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
862,160,Mahabubabad,Gudur,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
863,160,Mahabubabad,Gudur,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
864,160,Mahabubabad,Gudur,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
865,160,Mahabubabad,Gudur,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
866,160,Mahabubabad,Gudur,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
867,160,Mahabubabad,Gudur,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
868,161,Sangareddy,Gummadidala,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
869,161,Sangareddy,Gummadidala,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
870,161,Sangareddy,Gummadidala,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
871,161,Sangareddy,Gummadidala,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
872,161,Sangareddy,Gummadidala,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
873,162,Bhadradri Kothagudem,Gundala,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
874,162,Bhadradri Kothagudem,Gundala,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
875,162,Bhadradri Kothagudem,Gundala,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
876,162,Bhadradri Kothagudem,Gundala,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
877,162,Bhadradri Kothagudem,Gundala,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
878,162,Bhadradri Kothagudem,Gundala,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
879,163,Yadadri Bhuvanagiri,Gundala,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
880,163,Yadadri Bhuvanagiri,Gundala,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
881,163,Yadadri Bhuvanagiri,Gundala,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
882,163,Yadadri Bhuvanagiri,Gundala,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
883,163,Yadadri Bhuvanagiri,Gundala,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
884,164,Nalgonda,Gundlapally,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
885,164,Nalgonda,Gundlapally,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
886,164,Nalgonda,Gundlapally,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
887,164,Nalgonda,Gundlapally,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
888,164,Nalgonda,Gundlapally,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
889,164,Nalgonda,Gundlapally,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
890,165,Nalgonda,Gurrampode,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
891,165,Nalgonda,Gurrampode,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
892,165,Nalgonda,Gurrampode,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
893,165,Nalgonda,Gurrampode,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
894,165,Nalgonda,Gurrampode,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
895,165,Nalgonda,Gurrampode,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
896,166,Mancherial,Hajipur,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
897,166,Mancherial,Hajipur,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
898,166,Mancherial,Hajipur,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
899,166,Mancherial,Hajipur,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
900,166,Mancherial,Hajipur,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
901,167,Warangal_Urban,Hanamkonda,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
902,167,Warangal_Urban,Hanamkonda,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
903,167,Warangal_Urban,Hanamkonda,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
904,167,Warangal_Urban,Hanamkonda,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
905,167,Warangal_Urban,Hanamkonda,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
906,167,Warangal_Urban,Hanamkonda,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
907,168,Mahabubnagar,Hanwada,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
908,168,Mahabubnagar,Hanwada,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
909,168,Mahabubnagar,Hanwada,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
910,168,Mahabubnagar,Hanwada,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
911,168,Mahabubnagar,Hanwada,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
912,168,Mahabubnagar,Hanwada,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
913,169,Warangal_Urban,Hasanparthy,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
914,169,Warangal_Urban,Hasanparthy,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
915,169,Warangal_Urban,Hasanparthy,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
916,169,Warangal_Urban,Hasanparthy,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
917,169,Warangal_Urban,Hasanparthy,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
918,169,Warangal_Urban,Hasanparthy,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
919,170,Sangareddy,Hathnoora,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
920,170,Sangareddy,Hathnoora,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
921,170,Sangareddy,Hathnoora,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
922,170,Sangareddy,Hathnoora,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
923,170,Sangareddy,Hathnoora,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
924,170,Sangareddy,Hathnoora,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
925,171,Medak,Havelighanpur,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
926,171,Medak,Havelighanpur,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
927,171,Medak,Havelighanpur,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
928,171,Medak,Havelighanpur,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
929,171,Medak,Havelighanpur,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
930,172,Rangareddy,Hayathnagar,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
931,172,Rangareddy,Hayathnagar,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
932,172,Rangareddy,Hayathnagar,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
933,172,Rangareddy,Hayathnagar,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
934,172,Rangareddy,Hayathnagar,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
935,172,Rangareddy,Hayathnagar,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
936,174,Siddipet,Husnabad,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
937,174,Siddipet,Husnabad,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
938,174,Siddipet,Husnabad,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
939,174,Siddipet,Husnabad,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
940,174,Siddipet,Husnabad,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
941,174,Siddipet,Husnabad,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
942,175,Suryapet,Huzur nagar,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
943,175,Suryapet,Huzur nagar,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
944,175,Suryapet,Huzur nagar,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
945,175,Suryapet,Huzur nagar,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
946,175,Suryapet,Huzur nagar,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
947,175,Suryapet,Huzur nagar,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
948,176,Karimnagar,Huzurabad,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
949,176,Karimnagar,Huzurabad,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
951,176,Karimnagar,Huzurabad,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
952,176,Karimnagar,Huzurabad,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
953,176,Karimnagar,Huzurabad,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
954,177,Jagtial,Ibrahimpatnam,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
955,177,Jagtial,Ibrahimpatnam,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
956,177,Jagtial,Ibrahimpatnam,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
957,177,Jagtial,Ibrahimpatnam,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
958,177,Jagtial,Ibrahimpatnam,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
959,178,Rangareddy,Ibrahimpatnam,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
960,178,Rangareddy,Ibrahimpatnam,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
961,178,Rangareddy,Ibrahimpatnam,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
962,178,Rangareddy,Ibrahimpatnam,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
963,178,Rangareddy,Ibrahimpatnam,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
964,178,Rangareddy,Ibrahimpatnam,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
965,179,Adilabad,Ichoda,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
966,179,Adilabad,Ichoda,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
967,179,Adilabad,Ichoda,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
968,179,Adilabad,Ichoda,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
969,179,Adilabad,Ichoda,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
970,179,Adilabad,Ichoda,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
971,180,Rajanna Sircilla,Illanthakunta,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
972,180,Rajanna Sircilla,Illanthakunta,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
973,180,Rajanna Sircilla,Illanthakunta,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
974,180,Rajanna Sircilla,Illanthakunta,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
975,180,Rajanna Sircilla,Illanthakunta,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
976,180,Rajanna Sircilla,Illanthakunta,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
977,181,Warangal_Urban,Inavolu,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
978,181,Warangal_Urban,Inavolu,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
979,181,Warangal_Urban,Inavolu,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
980,181,Warangal_Urban,Inavolu,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
981,181,Warangal_Urban,Inavolu,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
982,181,Warangal_Urban,Inavolu,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
983,182,Nizamabad,Indalwai,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
984,182,Nizamabad,Indalwai,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
985,182,Nizamabad,Indalwai,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
986,182,Nizamabad,Indalwai,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
987,182,Nizamabad,Indalwai,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
988,182,Nizamabad,Indalwai,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
989,183,Adilabad,Inderavelly,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
990,183,Adilabad,Inderavelly,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
991,183,Adilabad,Inderavelly,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
992,183,Adilabad,Inderavelly,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
993,183,Adilabad,Inderavelly,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
994,183,Adilabad,Inderavelly,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
995,184,Jogulamba Gadwal,Itikyal,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
996,184,Jogulamba Gadwal,Itikyal,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
997,184,Jogulamba Gadwal,Itikyal,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
998,184,Jogulamba Gadwal,Itikyal,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
999,184,Jogulamba Gadwal,Itikyal,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,185,Mahabubnagar,Jadcherla,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1001,185,Mahabubnagar,Jadcherla,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1002,185,Mahabubnagar,Jadcherla,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1003,185,Mahabubnagar,Jadcherla,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1004,185,Mahabubnagar,Jadcherla,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1005,185,Mahabubnagar,Jadcherla,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1006,186,Siddipet,Jagdevpur,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1007,186,Siddipet,Jagdevpur,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1008,186,Siddipet,Jagdevpur,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1009,186,Siddipet,Jagdevpur,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1010,186,Siddipet,Jagdevpur,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1011,186,Siddipet,Jagdevpur,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1012,187,Jagtial,Jagityal_Rural,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1013,187,Jagtial,Jagityal_Rural,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1014,187,Jagtial,Jagityal_Rural,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1015,187,Jagtial,Jagityal_Rural,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1016,188,Jagtial,Jagtial,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1017,188,Jagtial,Jagtial,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1018,188,Jagtial,Jagtial,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1019,188,Jagtial,Jagtial,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1020,188,Jagtial,Jagtial,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1021,189,Adilabad,Jainad,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1022,189,Adilabad,Jainad,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1023,189,Adilabad,Jainad,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1024,189,Adilabad,Jainad,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1025,189,Adilabad,Jainad,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1026,189,Adilabad,Jainad,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1027,190,Kumurambheem Asifabad,Jainoor,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1029,190,Kumurambheem Asifabad,Jainoor,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1030,190,Kumurambheem Asifabad,Jainoor,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1031,190,Kumurambheem Asifabad,Jainoor,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1032,190,Kumurambheem Asifabad,Jainoor,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1033,190,Kumurambheem Asifabad,Jainoor,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,191,Mancherial,Jaipur,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1035,191,Mancherial,Jaipur,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1036,191,Mancherial,Jaipur,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1037,191,Mancherial,Jaipur,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
