,index,12,13,22,23,30,31,40,41,44,45,52,53,54,55,58,59,64,65,68,69,74,75,76,77,96,97,98,99,102,103,108,109,112,113,118,119,126,127,136,137,138,139,146,147,148,149,152,153,158,159,160,161,168,169,172,173,178,179,180,181,188,189,190,191,198,199,200,201,202,203,210,211,212,213,218,219,226,227,228,229,232,233,238,239,240,241,248,249,250,251,256,257,260,261,262,263,270,271,280,281,290,291,292,293,294,295,298,299,302,303,304,305,310,311,314,315,320,321,324,325,326,327,340,341,348,349,350,351,356,357,360,361,366,367,370,371,372,373,382,383,388,389,392,393,394,395,408,409,410,411,416,417,420,421,426,427,430,431,436,437,438,439,448,449,452,453,458,459,460,461,464,465,472,473,478,479,480,481,488,489,490,491,496,497,500,501,506,507,510,511,516,517,528,529,530,531,542,543,550,551,552,553,554,555,558,559,562,563,564,565,568,569,570,571,574,575,580,581,584,585,590,591,592,593,600,601,602,603,606,607,612,613,614,615,624,625,626,627,632,633,636,637,642,643,646,647,652,653,654,655,658,659,664,665,666,667,674,675,676,677,684,685,686,687,688,689,700,701,708,709,710,711,716,717,720,721,726,727,728,729,736,737,738,739,742,743,744,745,748,749,750,751,758,759,760,761,766,767,770,771,772,773,782,783,784,785,790,791,794,795,800,801,804,805,810,811,812,813,820,821,822,823,828,829,832,833,834,835,840,841,844,845,850,851,854,855,860,861,862,863,870,871,872,873,878,879,882,883,888,889,890,891,898,899,900,901,906,907,910,911,916,917,920,921,922,923,938,939,944,945,948,949,950,951,954,955,956,957,960,961,964,965,966,967,970,971,972,973,976,977,978,979,986,987,988,989,994,995,998,999,1004,1005,1006,1007,1010,1011,1034,1035,1040,1041,1044,1045,1050,1051,1052,1053,1060,1061,1062,1063,1068,1069,1072,1073,1074,1075,1080,1081,1084,1085,1090,1091,1094,1095,1100,1101,1102,1103,1106,1107,1112,1113,1114,1115,1126,1127,1134,1135,1138,1139,1144,1145,1146,1147,1154,1155,1156,1157,1162,1163,1166,1167,1172,1173,1176,1177,1178,1179,1182,1183,1184,1185,1188,1189,1194,1195,1196,1197,1204,1205,1206,1207,1210,1211,1216,1217,1218,1219,1224,1225,1230,1231,1234,1235,1240,1241,1244,1245,1250,1251,1252,1253,1260,1261,1262,1263,1268,1269,1272,1273,1278,1279,1280,1281,1288,1289,1290,1291,1294,1295,1300,1301,1302,1303,1308,1309,1312,1313,1314,1315,1330,1331,1332,1333,1338,1339,1342,1343,1346,1347,1348,1349,1350,1351,1354,1355,1358,1359,1360,1361,1366,1367,1370,1371,1376,1377,1380,1381,1386,1387,1388,1389,1394,1395,1398,1399,1400,1401,1408,1409,1410,1411,1416,1417,1420,1421,1428,1429,1432,1433,1434,1435,1438,1439,1442,1443,1444,1445,1450,1451,1454,1455,1460,1461,1464,1465,1466,1467,1470,1471,1472,1473,1476,1477,1482,1483,1484,1485,1492,1493,1494,1495,1500,1501,1504,1505,1506,1507,1512,1513,1516,1517,1522,1523,1534,1535,1536,1537,1544,1545,1546,1547,1552,1553,1556,1557,1562,1563,1564,1565,1572,1573,1574,1575,1576,1577,1580,1581,1584,1585,1586,1587,1592,1593,1596,1597,1602,1603,1606,1607,1608,1609,1614,1615,1618,1619,1626,1627,1634,1635,1636,1637,1642,1643,1646,1647,1652,1653,1656,1657,1662,1663,1664,1665,1670,1671,1674,1675,1680,1681,1684,1685,1686,1687,1692,1693,1696,1697,1702,1703,1704,1705,1708,1709,1712,1713,1714,1715,1716,1717,1728,1729,1730,1731,1738,1739,1740,1741,1746,1747,1750,1751,1756,1757,1758,1759,1766,1767,1768,1769,1774,1775,1778,1779,1784,1785,1786,1787,1790,1791,1796,1797,1800,1801,1806,1807,1808,1809,1814,1815,1818,1819,1822,1823,1826,1827,1828,1829,1832,1833,1834,1835,1838,1839,1840,1841,1844,1845,1848,1849,1850,1851,1854,1855,1856,1857,1860,1861,1862,1863,1868,1869,1872,1873,1878,1879,1882,1883,1888,1889,1890,1891,1894,1895,1896,1897,1900,1901,1902,1903,1910,1911,1912,1913,1928,1929,1930,1931,1936,1937,1940,1941,1946,1947,1948,1949,1956,1957,1958,1959,1964,1965,1968,1969,1970,1971,1974,1975,1976,1977,1980,1981,1986,1987,1988,1989,1996,1997,1998,1999,2004,2005,2008,2009,2010,2011,2026,2027,2028,2029,2034,2035,2038,2039,2044,2045,2046,2047,2054,2055,2056,2057,2062,2063,2066,2067,2072,2073,2074,2075,2082,2083,2084,2085,2088,2089,2094,2095,2096,2097,2102,2103,2106,2107,2112,2113,2116,2117,2118,2119,2128,2129,2136,2137,2138,2139,2148,2149,2154,2155,2156,2157,2164,2165,2166,2167,2172,2173,2176,2177,2182,2183,2184,2185,2192,2193,2194,2195,2196,2197,2200,2201,2204,2205,2206,2207,2212,2213,2216,2217,2222,2223,2236,2237,2238,2239,2244,2245,2248,2249,2252,2253,2254,2255,2256,2257,2260,2261,2264,2265,2266,2267,2270,2271,2272,2273,2276,2277,2282,2283,2284,2285,2292,2293,2294,2295,2300,2301,2304,2305,2310,2311,2312,2313,2316,2317,2322,2323,2324,2325,2334,2335,2338,2339,2342,2343,2344,2345,2348,2349,2350,2351,2358,2359,2360,2361,2366,2367,2370,2371,2376,2377,2378,2379,2382,2383,2384,2385,2388,2389,2390,2391,2396,2397,2400,2401,2406,2407,2410,2411,2416,2417,2418,2419,2422,2423,2428,2429,2430,2431,2436,2437,2442,2443,2444,2445,2452,2453,2454,2455,2460,2461,2464,2465,2470,2471,2472,2473,2480,2481,2482,2483,2488,2489,2492,2493,2494,2495,2498,2499,2500,2501,2504,2505,2510,2511,2512,2513,2520,2521,2522,2523,2524,2525,2532,2533,2536,2537,2540,2541,2546,2547,2548,2549,2556,2557,2558,2559,2564,2565,2568,2569,2574,2575,2576,2577,2582,2583,2586,2587,2592,2593,2594,2595,2602,2603,2604,2605,2608,2609,2614,2615,2616,2617,2622,2623,2626,2627,2628,2629,2638,2639,2640,2641,2648,2649,2650,2651,2654,2655,2656,2657,2660,2661,2664,2665,2666,2667,2668,2669,2676,2677,2678,2679,2684,2685,2688,2689,2694,2695,2696,2697,2704,2705,2706,2707,2708,2709,2716,2717,2718,2719,2724,2725,2728,2729,2734,2735,2738,2739,2740,2741,2742,2743,2746,2747,2750,2751,2756,2757,2758,2759,2764,2765,2768,2769,2770,2771,2774,2775,2776,2777,2780,2781,2786,2787,2788,2789,2796,2797,2798,2799,2804,2805,2808,2809,2810,2811,2814,2815,2816,2817,2820,2821,2826,2827,2836,2837,2840,2841,2846,2847,2848,2849,2856,2857,2858,2859,2864,2865,2868,2869,2874,2875,2876,2877,2880,2881,2882,2883,2886,2887,2888,2889,2894,2895,2898,2899,2904,2905,2908,2909,2914,2915,2916,2917,2920,2921,2926,2927,2932,2933,2936,2937,2942,2943,2944,2945,2950,2951,2954,2955,2960,2961,2962,2963,2970,2971,2978,2979,2982,2983,2984,2985,2988,2989,2990,2991,2994,2995,3000,3001,3002,3003,3010,3011,3012,3013,3014,3015,3024,3025,3026,3027,3028,3029,3032,3033,3036,3037,3038,3039,3042,3043,3044,3045,3048,3049,3054,3055,3056,3057,3066,3067,3072,3073,3074,3075,3082,3083,3084,3085,3086,3087,3094,3095,3096,3097,3102,3103,3106,3107,3108,3109,3114,3115,3118,3119,3124,3125,3126,3127,3134,3135,3136,3137,3138,3139,3142,3143,3146,3147,3154,3155,3158,3159,3164,3165,3166,3167,3172,3173,3176,3177,3178,3179,3184,3185,3188,3189,3200,3201,3202,3203,3208,3209,3212,3213,3218,3219,3220,3221,3226,3227,3230,3231,3236,3237,3238,3239,3242,3243,3246,3247,3248,3249,3250,3251,3258,3259,3260,3261,3266,3267,3270,3271,3272,3273,3290,3291,3294,3295,3300,3301,3302,3303,3310,3311,3312,3313,3318,3319,3322,3323,3328,3329,3330,3331,3336,3337,3340,3341,3342,3343,3348,3349,3352,3353,3358,3359,3360,3361,3364,3365,3368,3369,3372,3373,3374,3375,3378,3379,3380,3381,3384,3385,3386,3387,3390,3391,3392,3393,3396,3397,3402,3403,3404,3405,3412,3413,3414,3415,3420,3421,3424,3425,3426,3427,3430,3431,3432,3433,3436,3437,3442,3443,3444,3445,3454,3455,3456,3457,3462,3463,3466,3467,3472,3473,3474,3475,3478,3479,3480,3481,3484,3485,3486,3487,3492,3493,3496,3497,3502,3503,3504,3505,3512,3513,3514,3515,3516,3517,3524,3525,3532,3533,3538,3539,3542,3543,3548,3549,3550,3551,3558,3559,3560,3561,3566,3567,3570,3571,3572,3573,3576,3577,3578,3579,3582,3583,3588,3589,3590,3591,3596,3597,3600,3601,3602,3603,3608,3609,3618,3619,3620,3621,3626,3627,3630,3631,3636,3637,3638,3639,3644,3645,3648,3649,3654,3655,3656,3657,3664,3665,3666,3667,3668,3669,3676,3677,3678,3679,3684,3685,3688,3689,3690,3691,3696,3697,3700,3701,3704,3705,3708,3709,3710,3711,3714,3715,3716,3717,3718,3719,3726,3727,3728,3729,3734,3735,3738,3739,3744,3745,3746,3747,3752,3753,3756,3757,3758,3759,3768,3769,3774,3775,3776,3777,3790,3791,3796,3797,3798,3799,3816,3817,3820,3821,3824,3825,3826,3827,3828,3829,3836,3837,3838,3839,3844,3845,3848,3849,3850,3851,3860,3861,3868,3869,3880,3881,3892,3893,3894,3895,3900,3901,3904,3905,3906,3907,3910,3911,3912,3913,3916,3917,3922,3923,3924,3925,3934,3935,3936,3937,3946,3947,3956,3957,3958,3959,3964,3965,3968,3969,3974,3975,3976,3977,3980,3981,3994,3995,3998,3999,4004,4005,4008,4009,4010,4011,4014,4015,4020,4021,4022,4023,4030,4031,4032,4033,4034,4035,4040,4041,4044,4045,4050,4051,4062,4063,4064,4065,4068,4069,4074,4075,4076,4077,4082,4083,4086,4087,4088,4089,4092,4093,4094,4095,4098,4099,4104,4105,4108,4109,4116,4117,4118,4119,4120,4121,4124,4125,4126,4127,4130,4131,4136,4137,4138,4139,4146,4147,4148,4149,4150,4151,4158,4159,4160,4161,4166,4167,4170,4171,4176,4177,4178,4179,4182,4183,4188,4189,4190,4191,4196,4197,4206,4207,4208,4209,4214,4215,4216,4217,4224,4225,4226,4227,4228,4229,4236,4237,4238,4239,4250,4251,4256,4257,4258,4259,4264,4265,4268,4269,4270,4271,4274,4275,4276,4277,4280,4281,4284,4285,4288,4289,4292,4293,4294,4295,4300,4301,4304,4305,4310,4311,4312,4313,4314,4315,4324,4325,4330,4331,4332,4333,4342,4343,4352,4353,4354,4355,4358,4359,4362,4363,4364,4365,4368,4369,4376,4377,4380,4381,4388,4389,4394,4395,4396,4397,4402,4403,4406,4407,4414,4415,4424,4425,4430,4431,ModifiedDateTime
0,2015-03-01,54.0,54.0,34.0,34.0,44.0,44.0,30.0,30.0,32.0,32.0,38.0,38.0,39.0,39.0,44.0,44.0,33.0,33.0,30.0,30.0,28.0,28.0,35.0,35.0,37.0,37.0,37.0,37.0,33.0,33.0,28.0,28.0,27.0,27.0,33.0,33.0,40.0,40.0,36.0,36.0,36.0,36.0,37.0,37.0,34.0,34.0,29.0,29.0,25.0,25.0,27.0,27.0,48.0,48.0,47.0,47.0,26.0,26.0,27.0,27.0,35.0,35.0,37.0,37.0,34.0,34.0,28.0,28.0,26.0,26.0,28.0,28.0,31.0,31.0,35.0,35.0,45.0,45.0,47.0,47.0,30.0,30.0,28.0,28.0,36.0,36.0,37.0,37.0,36.0,36.0,29.0,29.0,28.0,28.0,29.0,29.0,30.0,30.0,36.0,36.0,46.0,46.0,32.0,32.0,26.0,26.0,31.0,31.0,37.0,37.0,38.0,38.0,36.0,36.0,33.0,33.0,26.0,26.0,28.0,28.0,29.0,29.0,35.0,35.0,42.0,42.0,46.0,46.0,33.0,33.0,28.0,28.0,37.0,37.0,39.0,39.0,36.0,36.0,28.0,28.0,27.0,27.0,29.0,29.0,31.0,31.0,36.0,36.0,37.0,37.0,44.0,44.0,43.0,43.0,30.0,30.0,33.0,33.0,38.0,38.0,38.0,38.0,27.0,27.0,27.0,27.0,29.0,29.0,32.0,32.0,32.0,32.0,38.0,38.0,38.0,38.0,37.0,37.0,38.0,38.0,39.0,39.0,40.0,40.0,35.0,35.0,33.0,33.0,37.0,37.0,37.0,37.0,28.0,28.0,27.0,27.0,31.0,31.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,38.0,38.0,37.0,37.0,39.0,39.0,40.0,40.0,38.0,38.0,35.0,35.0,32.0,32.0,36.0,36.0,39.0,39.0,29.0,29.0,30.0,30.0,27.0,27.0,27.0,27.0,29.0,29.0,31.0,31.0,33.0,33.0,41.0,41.0,41.0,41.0,39.0,39.0,38.0,38.0,44.0,44.0,39.0,39.0,43.0,43.0,31.0,31.0,33.0,33.0,36.0,36.0,33.0,33.0,28.0,28.0,26.0,26.0,27.0,27.0,31.0,31.0,36.0,36.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,43.0,43.0,44.0,44.0,41.0,41.0,35.0,35.0,33.0,33.0,29.0,29.0,34.0,34.0,28.0,28.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,31.0,31.0,32.0,32.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,40.0,44.0,44.0,50.0,50.0,43.0,43.0,34.0,34.0,28.0,28.0,34.0,34.0,34.0,34.0,27.0,27.0,28.0,28.0,27.0,27.0,28.0,28.0,32.0,32.0,31.0,31.0,35.0,35.0,40.0,40.0,41.0,41.0,40.0,40.0,41.0,41.0,43.0,43.0,51.0,51.0,45.0,45.0,32.0,32.0,32.0,32.0,32.0,32.0,27.0,27.0,26.0,26.0,27.0,27.0,32.0,32.0,31.0,31.0,31.0,31.0,38.0,38.0,40.0,40.0,41.0,41.0,39.0,39.0,40.0,40.0,40.0,40.0,41.0,41.0,44.0,44.0,50.0,50.0,48.0,48.0,41.0,41.0,36.0,36.0,34.0,34.0,29.0,29.0,27.0,27.0,27.0,27.0,35.0,35.0,31.0,31.0,35.0,35.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,45.0,45.0,51.0,51.0,52.0,52.0,41.0,41.0,36.0,36.0,34.0,34.0,29.0,29.0,27.0,27.0,27.0,27.0,26.0,26.0,29.0,29.0,35.0,35.0,36.0,36.0,35.0,35.0,33.0,33.0,38.0,38.0,39.0,39.0,37.0,37.0,38.0,38.0,40.0,40.0,40.0,40.0,53.0,53.0,53.0,53.0,50.0,50.0,41.0,41.0,36.0,36.0,36.0,36.0,29.0,29.0,27.0,27.0,26.0,26.0,26.0,26.0,27.0,27.0,31.0,31.0,34.0,34.0,33.0,33.0,36.0,36.0,36.0,36.0,34.0,34.0,34.0,34.0,39.0,39.0,38.0,38.0,37.0,37.0,38.0,38.0,40.0,40.0,46.0,46.0,53.0,53.0,50.0,50.0,36.0,36.0,34.0,34.0,32.0,32.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,33.0,33.0,36.0,36.0,36.0,36.0,35.0,35.0,34.0,34.0,36.0,36.0,38.0,38.0,40.0,40.0,38.0,38.0,37.0,37.0,38.0,38.0,39.0,39.0,46.0,46.0,53.0,53.0,50.0,50.0,41.0,41.0,34.0,34.0,32.0,32.0,26.0,26.0,25.0,25.0,26.0,26.0,27.0,27.0,26.0,26.0,34.0,34.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,34.0,34.0,36.0,36.0,40.0,40.0,38.0,38.0,37.0,37.0,37.0,37.0,39.0,39.0,38.0,38.0,38.0,38.0,53.0,53.0,53.0,53.0,39.0,39.0,37.0,37.0,31.0,31.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,24.0,24.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,40.0,40.0,41.0,41.0,38.0,38.0,39.0,39.0,37.0,37.0,37.0,37.0,46.0,46.0,47.0,47.0,50.0,50.0,46.0,46.0,36.0,36.0,33.0,33.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,37.0,37.0,41.0,41.0,40.0,40.0,40.0,40.0,39.0,39.0,37.0,37.0,44.0,44.0,46.0,46.0,40.0,40.0,37.0,37.0,33.0,33.0,30.0,30.0,25.0,25.0,24.0,24.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,24.0,36.0,36.0,35.0,35.0,37.0,37.0,35.0,35.0,37.0,37.0,41.0,41.0,40.0,40.0,40.0,40.0,37.0,37.0,36.0,36.0,42.0,42.0,44.0,44.0,37.0,37.0,37.0,37.0,36.0,36.0,30.0,30.0,25.0,25.0,22.0,22.0,26.0,26.0,24.0,24.0,23.0,23.0,36.0,36.0,35.0,35.0,36.0,36.0,36.0,36.0,37.0,37.0,41.0,41.0,38.0,38.0,37.0,37.0,38.0,38.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,36.0,36.0,37.0,37.0,40.0,40.0,40.0,40.0,34.0,34.0,34.0,34.0,33.0,33.0,29.0,29.0,26.0,26.0,26.0,26.0,26.0,26.0,23.0,23.0,35.0,35.0,36.0,36.0,41.0,41.0,41.0,41.0,39.0,39.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,36.0,36.0,36.0,36.0,35.0,35.0,36.0,36.0,39.0,39.0,37.0,37.0,37.0,37.0,33.0,33.0,33.0,33.0,28.0,28.0,26.0,26.0,22.0,22.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,43.0,43.0,41.0,41.0,39.0,39.0,38.0,38.0,38.0,38.0,38.0,38.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,37.0,37.0,34.0,34.0,33.0,33.0,32.0,32.0,29.0,29.0,26.0,26.0,22.0,22.0,25.0,25.0,35.0,35.0,35.0,35.0,35.0,35.0,48.0,48.0,41.0,41.0,39.0,39.0,38.0,38.0,38.0,38.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,34.0,34.0,35.0,35.0,35.0,35.0,33.0,33.0,33.0,33.0,33.0,33.0,29.0,29.0,28.0,28.0,23.0,23.0,35.0,35.0,34.0,34.0,35.0,35.0,36.0,36.0,48.0,48.0,48.0,48.0,43.0,43.0,41.0,41.0,41.0,41.0,39.0,39.0,38.0,38.0,36.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,34.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,31.0,31.0,29.0,29.0,26.0,26.0,34.0,34.0,36.0,36.0,36.0,36.0,35.0,35.0,37.0,37.0,42.0,42.0,49.0,49.0,46.0,46.0,42.0,42.0,38.0,38.0,36.0,36.0,37.0,37.0,36.0,36.0,37.0,37.0,37.0,37.0,35.0,35.0,33.0,33.0,32.0,32.0,33.0,33.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,31.0,29.0,29.0,26.0,26.0,36.0,36.0,37.0,37.0,37.0,37.0,43.0,43.0,49.0,49.0,48.0,48.0,45.0,45.0,42.0,42.0,37.0,37.0,37.0,37.0,37.0,37.0,39.0,39.0,36.0,36.0,35.0,35.0,32.0,32.0,31.0,31.0,31.0,31.0,34.0,34.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0,32.0,28.0,28.0,41.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,51.0,51.0,52.0,52.0,50.0,50.0,46.0,46.0,38.0,38.0,37.0,37.0,40.0,40.0,40.0,40.0,36.0,36.0,35.0,35.0,31.0,31.0,31.0,31.0,33.0,33.0,31.0,31.0,32.0,32.0,36.0,36.0,36.0,36.0,33.0,33.0,44.0,44.0,40.0,40.0,46.0,46.0,47.0,47.0,52.0,52.0,52.0,52.0,50.0,50.0,57.0,57.0,55.0,55.0,47.0,47.0,41.0,41.0,40.0,40.0,40.0,40.0,38.0,38.0,35.0,35.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,32.0,32.0,33.0,33.0,41.0,41.0,40.0,40.0,53.0,53.0,53.0,53.0,47.0,47.0,46.0,46.0,51.0,51.0,51.0,51.0,53.0,53.0,55.0,55.0,63.0,63.0,56.0,56.0,48.0,48.0,44.0,44.0,41.0,41.0,41.0,41.0,38.0,38.0,37.0,37.0,33.0,33.0,32.0,32.0,33.0,33.0,33.0,33.0,31.0,31.0,33.0,33.0,36.0,36.0,41.0,41.0,43.0,43.0,53.0,53.0,51.0,51.0,58.0,58.0,52.0,52.0,67.0,67.0,63.0,63.0,71.0,71.0,55.0,55.0,43.0,43.0,40.0,40.0,39.0,39.0,39.0,39.0,37.0,37.0,35.0,35.0,33.0,33.0,33.0,33.0,31.0,31.0,31.0,31.0,41.0,41.0,44.0,44.0,48.0,48.0,57.0,57.0,53.0,53.0,51.0,51.0,53.0,53.0,56.0,56.0,76.0,76.0,74.0,74.0,57.0,57.0,44.0,44.0,38.0,38.0,38.0,38.0,35.0,35.0,36.0,36.0,33.0,33.0,33.0,33.0,35.0,35.0,33.0,33.0,33.0,33.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0,52.0,49.0,49.0,55.0,55.0,49.0,49.0,56.0,56.0,67.0,67.0,78.0,78.0,79.0,79.0,76.0,76.0,45.0,45.0,41.0,41.0,37.0,37.0,34.0,34.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,42.0,42.0,49.0,49.0,49.0,49.0,43.0,43.0,54.0,54.0,48.0,48.0,70.0,70.0,77.0,77.0,80.0,80.0,73.0,73.0,50.0,50.0,44.0,44.0,40.0,40.0,40.0,40.0,38.0,38.0,35.0,35.0,34.0,34.0,32.0,32.0,33.0,33.0,33.0,33.0,44.0,44.0,48.0,48.0,53.0,53.0,50.0,50.0,52.0,52.0,57.0,57.0,82.0,82.0,89.0,89.0,65.0,65.0,47.0,47.0,47.0,47.0,43.0,43.0,43.0,43.0,39.0,39.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,36.0,36.0,33.0,33.0,35.0,35.0,55.0,55.0,55.0,55.0,59.0,59.0,75.0,75.0,75.0,75.0,74.0,74.0,53.0,53.0,49.0,49.0,46.0,46.0,43.0,43.0,40.0,40.0,40.0,40.0,39.0,39.0,38.0,38.0,33.0,33.0,34.0,34.0,35.0,35.0,42.0,42.0,57.0,57.0,54.0,54.0,54.0,54.0,53.0,53.0,67.0,67.0,72.0,72.0,76.0,76.0,70.0,70.0,64.0,64.0,55.0,55.0,52.0,52.0,50.0,50.0,44.0,44.0,45.0,45.0,41.0,41.0,42.0,42.0,38.0,38.0,35.0,35.0,35.0,35.0,34.0,34.0,35.0,35.0,39.0,39.0,57.0,57.0,57.0,57.0,69.0,69.0,73.0,73.0,60.0,60.0,59.0,59.0,58.0,58.0,53.0,53.0,51.0,51.0,49.0,49.0,43.0,43.0,43.0,43.0,42.0,42.0,38.0,38.0,36.0,36.0,35.0,35.0,36.0,36.0,38.0,38.0,55.0,55.0,57.0,57.0,63.0,63.0,59.0,59.0,60.0,60.0,57.0,57.0,58.0,58.0,50.0,50.0,43.0,43.0,45.0,45.0,48.0,48.0,45.0,45.0,44.0,44.0,42.0,42.0,34.0,34.0,37.0,37.0,38.0,38.0,38.0,38.0,45.0,45.0,53.0,53.0,54.0,54.0,54.0,54.0,58.0,58.0,54.0,54.0,59.0,59.0,52.0,52.0,54.0,54.0,47.0,47.0,45.0,45.0,54.0,54.0,47.0,47.0,45.0,45.0,41.0,41.0,38.0,38.0,39.0,39.0,37.0,37.0,39.0,39.0,52.0,52.0,47.0,47.0,56.0,56.0,53.0,53.0,60.0,60.0,59.0,59.0,60.0,60.0,60.0,60.0,55.0,55.0,54.0,54.0,64.0,64.0,51.0,51.0,63.0,63.0,58.0,58.0,60.0,60.0,54.0,54.0,48.0,48.0,38.0,38.0,36.0,36.0,39.0,39.0,49.0,49.0,51.0,51.0,59.0,59.0,60.0,60.0,61.0,61.0,67.0,67.0,67.0,67.0,63.0,63.0,65.0,65.0,64.0,64.0,59.0,59.0,52.0,52.0,45.0,45.0,39.0,39.0,50.0,50.0,50.0,50.0,67.0,67.0,64.0,64.0,66.0,66.0,64.0,64.0,67.0,67.0,70.0,70.0,67.0,67.0,61.0,61.0,70.0,70.0,58.0,58.0,41.0,41.0,36.0,36.0,53.0,53.0,73.0,73.0,67.0,67.0,67.0,67.0,70.0,70.0,73.0,73.0,70.0,70.0,74.0,74.0,38.0,38.0,38.0,38.0,68.0,68.0,74.0,74.0,66.0,66.0,67.0,67.0,70.0,70.0,75.0,75.0,66.0,66.0,75.0,75.0,75.0,75.0,47.0,47.0,45.0,45.0,38.0,38.0,65.0,65.0,61.0,61.0,65.0,65.0,69.0,69.0,68.0,68.0,86.0,86.0,83.0,83.0,66.0,66.0,54.0,54.0,48.0,48.0,41.0,41.0,33.0,33.0,66.0,66.0,61.0,61.0,56.0,56.0,62.0,62.0,68.0,68.0,70.0,70.0,78.0,78.0,85.0,85.0,74.0,74.0,50.0,50.0,41.0,41.0,38.0,38.0,71.0,71.0,64.0,64.0,64.0,64.0,69.0,69.0,77.0,77.0,88.0,88.0,90.0,90.0,69.0,69.0,53.0,53.0,42.0,42.0,66.0,66.0,63.0,63.0,67.0,67.0,73.0,73.0,85.0,85.0,89.0,89.0,83.0,83.0,53.0,53.0,49.0,49.0,63.0,63.0,68.0,68.0,73.0,73.0,76.0,76.0,78.0,78.0,62.0,62.0,49.0,49.0,47.0,47.0,42.0,42.0,56.0,56.0,52.0,52.0,66.0,66.0,72.0,72.0,63.0,63.0,55.0,55.0,44.0,44.0,36.0,36.0,51.0,51.0,66.0,66.0,53.0,53.0,49.0,49.0,57.0,57.0,48.0,48.0,45.0,45.0,49.0,49.0,50.0,50.0,51.0,51.0,50.0,50.0,45.0,45.0,50.0,50.0,48.0,48.0,50.0,50.0,51.0,51.0,45.0,45.0,41.0,41.0,39.0,39.0,39.0,39.0,33.0,33.0,2015-03-01
