,brightness,confidence,bright_t31,frp,daynight,lulc,month,period_day,plant_harvest
9324,326.5,68,307.4,11.6,D,Moss and lichen,February,morning,No
9325,324.0,48,308.5,8.2,D,Moss and lichen,February,morning,No
9326,317.2,63,304.2,17.8,D,Moss and lichen,February,morning,No
9327,323.4,65,306.3,11.4,D,Moss and lichen,February,morning,No
9328,328.1,69,306.6,14.0,D,Moss and lichen,February,morning,No
9329,330.2,79,307.7,18.5,D,Moss and lichen,February,morning,No
9330,327.8,75,309.0,11.8,D,Moss and lichen,February,morning,No
9331,326.7,68,311.8,16.4,D,Moss and lichen,February,morning,No
9332,324.7,66,306.8,13.9,D,Moss and lichen,February,morning,No
9333,337.0,84,309.1,29.0,D,Moss and lichen,February,morning,No
9334,335.1,82,309.9,25.7,D,Moss and lichen,February,morning,No
9335,328.5,67,310.3,12.9,D,Moss and lichen,February,morning,No
9336,321.9,50,307.0,8.9,D,Moss and lichen,February,morning,No
9337,320.1,49,305.2,9.6,D,Moss and lichen,February,morning,No
9338,318.7,35,304.3,6.4,D,Moss and lichen,February,morning,No
9339,321.8,62,305.8,7.7,D,Moss and lichen,February,morning,No
9340,318.2,39,304.7,7.2,D,Moss and lichen,February,morning,No
9341,327.6,78,305.1,21.7,D,Moss and lichen,February,morning,No
9342,321.3,59,301.3,52.8,D,Moss and lichen,February,morning,No
9343,321.7,64,306.3,10.1,D,Moss and lichen,February,morning,No
9344,333.8,83,308.5,39.0,D,Moss and lichen,February,morning,No
9345,327.3,75,308.2,20.4,D,Moss and lichen,February,morning,No
9346,325.5,67,308.4,16.4,D,Moss and lichen,February,morning,No
9347,326.6,74,307.5,20.9,D,Moss and lichen,February,morning,No
9348,322.1,61,304.5,21.6,D,Moss and lichen,February,morning,No
9349,320.7,61,303.8,19.9,D,Moss and lichen,February,morning,No
9350,319.8,58,304.1,17.5,D,Moss and lichen,February,morning,No
9351,321.3,61,305.1,14.1,D,Moss and lichen,February,morning,No
9352,320.8,34,305.1,10.7,D,Moss and lichen,February,morning,No
9353,322.9,67,306.9,15.1,D,Moss and lichen,February,morning,No
9354,323.1,68,307.9,13.0,D,Moss and lichen,February,morning,No
9355,319.2,0,304.7,20.5,D,Moss and lichen,February,morning,No
9356,327.9,74,306.2,49.4,D,Moss and lichen,February,morning,No
9357,319.5,58,305.3,6.7,D,Moss and lichen,February,morning,No
9358,321.1,63,308.4,6.0,D,Moss and lichen,February,morning,No
9359,328.1,78,308.2,14.9,D,Moss and lichen,February,morning,No
9360,324.8,73,306.9,13.6,D,Moss and lichen,February,morning,No
9361,315.5,46,303.0,5.0,D,Moss and lichen,February,morning,No
9362,320.9,56,307.2,7.8,D,Moss and lichen,February,morning,No
9363,320.6,63,307.4,6.8,D,Moss and lichen,February,morning,No
9364,321.3,64,307.5,7.6,D,Moss and lichen,February,morning,No
9365,338.1,65,307.6,26.8,D,Moss and lichen,February,morning,No
9366,334.5,81,308.7,22.6,D,Moss and lichen,February,morning,No
9367,321.8,53,304.9,24.5,D,Moss and lichen,February,morning,No
9368,327.3,53,307.3,37.6,D,Moss and lichen,February,morning,No
9369,323.9,17,306.0,26.6,D,Moss and lichen,February,morning,No
9370,318.8,30,304.9,16.6,D,Moss and lichen,February,morning,No
9371,325.0,62,308.6,21.8,D,Moss and lichen,February,morning,No
9372,322.5,28,306.7,15.9,D,Moss and lichen,February,morning,No
9373,325.0,54,310.2,22.4,D,Moss and lichen,February,morning,No
9374,325.1,56,308.0,18.8,D,Moss and lichen,February,morning,No
9375,325.8,58,307.2,25.7,D,Moss and lichen,February,morning,No
9376,323.2,45,309.0,23.5,D,Moss and lichen,February,morning,No
9377,321.0,38,306.5,13.4,D,Moss and lichen,February,morning,No
9378,327.5,64,309.4,18.8,D,Moss and lichen,February,morning,No
9379,323.3,33,308.5,10.6,D,Moss and lichen,February,morning,No
9380,324.4,48,308.1,13.0,D,Moss and lichen,February,morning,No
9381,338.3,86,310.8,129.6,D,Moss and lichen,February,morning,No
9382,323.9,69,308.9,45.3,D,Moss and lichen,February,morning,No
9383,318.7,58,305.2,35.6,D,Moss and lichen,February,morning,No
9384,318.1,56,305.2,34.2,D,Moss and lichen,February,morning,No
9385,333.6,78,309.2,85.2,D,Moss and lichen,February,morning,No
9386,328.5,73,308.4,56.0,D,Moss and lichen,February,morning,No
9387,306.3,68,291.9,7.1,N,Moss and lichen,February,afternoon,No
9388,325.9,69,310.6,26.6,D,Moss and lichen,February,morning,No
9389,334.3,82,312.4,30.0,D,Moss and lichen,February,morning,No
9390,332.8,73,316.4,12.9,D,Moss and lichen,February,morning,No
9391,330.1,47,317.8,9.8,D,Moss and lichen,February,morning,No
9392,333.7,77,317.2,16.0,D,Moss and lichen,February,morning,No
9393,350.7,94,315.1,58.8,D,Moss and lichen,February,morning,No
9394,396.8,100,321.1,272.4,D,Moss and lichen,February,morning,No
9395,328.9,70,314.5,13.1,D,Moss and lichen,February,morning,No
9396,325.1,56,313.2,9.3,D,Moss and lichen,February,morning,No
9397,321.7,34,310.8,8.2,D,Moss and lichen,February,morning,No
9398,329.0,36,313.4,14.0,D,Moss and lichen,February,morning,No
9399,329.9,60,313.4,16.0,D,Moss and lichen,February,morning,No
9400,330.2,72,316.7,15.8,D,Moss and lichen,February,morning,No
9401,329.0,50,310.6,15.7,D,Moss and lichen,February,morning,No
9402,332.1,56,319.1,16.3,D,Moss and lichen,February,morning,No
9403,338.9,84,317.7,29.0,D,Moss and lichen,February,morning,No
9404,331.0,45,316.1,13.9,D,Moss and lichen,February,morning,No
9405,325.5,33,312.9,5.9,D,Moss and lichen,February,morning,No
9406,328.4,62,313.6,11.1,D,Moss and lichen,February,morning,No
9407,339.1,80,318.3,27.3,D,Moss and lichen,February,morning,No
9408,332.1,67,314.1,16.9,D,Moss and lichen,February,morning,No
9409,331.8,59,314.9,13.9,D,Moss and lichen,February,morning,No
9410,329.2,67,315.9,11.5,D,Moss and lichen,February,morning,No
9411,327.3,53,313.6,8.2,D,Moss and lichen,February,morning,No
9412,328.4,9,312.5,8.9,D,Moss and lichen,February,morning,No
9413,334.8,80,313.8,25.8,D,Moss and lichen,February,morning,No
9414,328.2,41,313.1,11.5,D,Moss and lichen,February,morning,No
9415,326.8,65,314.6,13.1,D,Moss and lichen,February,morning,No
9416,327.3,57,314.1,10.9,D,Moss and lichen,February,morning,No
9417,342.0,87,315.1,35.8,D,Moss and lichen,February,morning,No
9418,344.3,89,317.7,41.1,D,Moss and lichen,February,morning,No
9419,326.3,42,313.2,10.6,D,Moss and lichen,February,morning,No
9420,331.0,76,313.3,21.5,D,Moss and lichen,February,morning,No
9421,323.1,49,313.1,11.0,D,Moss and lichen,February,morning,No
9422,327.3,67,316.3,9.6,D,Moss and lichen,February,morning,No
9423,326.0,66,314.0,12.0,D,Moss and lichen,February,morning,No
9424,331.0,71,314.0,13.5,D,Moss and lichen,February,morning,No
9425,333.0,75,318.8,12.6,D,Moss and lichen,February,morning,No
9426,341.0,84,318.2,25.8,D,Moss and lichen,February,morning,No
9427,326.9,35,314.9,8.0,D,Moss and lichen,February,morning,No
9428,308.9,76,292.7,8.8,N,Moss and lichen,February,evening,No
9429,321.5,35,308.0,37.4,D,Moss and lichen,February,morning,No
9430,321.1,39,307.4,30.7,D,Moss and lichen,February,morning,No
9431,317.7,42,306.3,27.1,D,Moss and lichen,February,morning,No
9432,305.9,62,294.7,9.3,N,Moss and lichen,February,afternoon,No
9433,325.9,74,307.8,32.2,D,Moss and lichen,February,night,No
9434,319.8,47,306.4,13.2,D,Moss and lichen,February,night,No
9435,317.0,49,303.7,13.4,D,Moss and lichen,February,night,No
9436,325.8,74,306.0,31.7,D,Moss and lichen,February,night,No
9437,327.1,72,310.4,10.8,D,Moss and lichen,February,morning,No
9438,334.3,79,313.8,15.4,D,Moss and lichen,February,morning,No
9439,334.3,82,310.4,19.7,D,Moss and lichen,February,morning,No
9440,326.2,61,312.0,8.5,D,Moss and lichen,February,morning,No
9441,325.1,58,311.4,7.8,D,Moss and lichen,February,morning,No
9442,331.6,68,311.6,14.1,D,Moss and lichen,February,morning,No
9443,337.1,82,311.7,23.0,D,Moss and lichen,February,morning,No
9444,324.8,57,312.0,6.0,D,Moss and lichen,February,morning,No
9445,327.1,50,311.0,10.2,D,Moss and lichen,February,morning,No
9446,337.2,82,312.2,23.4,D,Moss and lichen,February,morning,No
9447,330.0,71,308.8,13.8,D,Moss and lichen,February,morning,No
9448,325.3,27,312.2,5.3,D,Moss and lichen,February,morning,No
9449,328.1,67,310.5,10.5,D,Moss and lichen,February,morning,No
9450,361.5,100,313.2,74.2,D,Moss and lichen,February,morning,No
9451,328.1,65,315.9,9.5,D,Moss and lichen,February,morning,No
9452,326.1,55,313.8,6.9,D,Moss and lichen,February,morning,No
9453,325.0,50,311.4,10.6,D,Moss and lichen,February,morning,No
9454,330.5,57,313.3,11.2,D,Moss and lichen,February,morning,No
9455,328.2,59,314.4,8.6,D,Moss and lichen,February,morning,No
9456,339.3,84,315.4,25.6,D,Moss and lichen,February,morning,No
9457,330.2,61,316.9,12.0,D,Moss and lichen,February,morning,No
9458,330.1,41,313.4,10.5,D,Moss and lichen,February,morning,No
9459,331.0,74,317.3,11.0,D,Moss and lichen,February,morning,No
9460,332.4,75,314.2,14.5,D,Moss and lichen,February,morning,No
9461,330.9,72,313.9,12.1,D,Moss and lichen,February,morning,No
9462,327.7,48,313.5,9.3,D,Moss and lichen,February,morning,No
9463,332.5,72,311.9,15.7,D,Moss and lichen,February,morning,No
9464,325.2,59,309.7,7.4,D,Moss and lichen,February,morning,No
9465,331.1,66,312.6,16.4,D,Moss and lichen,February,morning,No
9466,328.3,70,315.2,11.1,D,Moss and lichen,February,morning,No
9467,331.3,76,314.6,11.9,D,Moss and lichen,February,morning,No
9468,333.0,77,311.5,17.5,D,Moss and lichen,February,morning,No
9469,324.5,31,311.7,5.2,D,Moss and lichen,February,morning,No
9470,335.2,80,313.6,20.1,D,Moss and lichen,February,morning,No
9471,336.0,80,311.7,20.8,D,Moss and lichen,February,morning,No
9472,335.2,78,313.7,18.6,D,Moss and lichen,February,morning,No
9473,343.7,89,313.2,32.3,D,Moss and lichen,February,morning,No
9474,332.3,76,312.1,17.3,D,Moss and lichen,February,morning,No
9475,326.7,65,312.3,8.4,D,Moss and lichen,February,morning,No
9476,334.0,78,312.9,19.4,D,Moss and lichen,February,morning,No
9477,326.5,67,312.1,8.3,D,Moss and lichen,February,morning,No
9478,329.4,55,312.6,10.5,D,Moss and lichen,February,morning,No
9479,347.8,92,313.7,41.4,D,Moss and lichen,February,morning,No
9480,330.5,68,312.4,12.2,D,Moss and lichen,February,morning,No
9481,329.4,61,315.3,8.2,D,Moss and lichen,February,morning,No
9482,325.7,63,312.7,7.0,D,Moss and lichen,February,morning,No
9483,329.1,60,314.5,11.1,D,Moss and lichen,February,morning,No
9484,335.6,81,315.6,19.2,D,Moss and lichen,February,morning,No
9485,329.1,66,313.9,8.5,D,Moss and lichen,February,morning,No
9486,324.8,40,311.5,6.0,D,Moss and lichen,February,morning,No
9487,330.6,71,315.1,12.1,D,Moss and lichen,February,morning,No
9488,333.5,77,313.0,19.1,D,Moss and lichen,February,morning,No
9489,327.5,64,312.1,10.6,D,Moss and lichen,February,morning,No
9490,329.0,62,313.6,9.1,D,Moss and lichen,February,morning,No
9491,326.5,49,310.7,8.2,D,Moss and lichen,February,morning,No
9492,329.5,66,310.8,12.3,D,Moss and lichen,February,morning,No
9493,325.4,30,310.5,8.5,D,Moss and lichen,February,morning,No
9494,328.3,56,314.7,9.1,D,Moss and lichen,February,morning,No
9495,330.0,70,312.7,13.3,D,Moss and lichen,February,morning,No
9496,337.0,83,310.7,22.4,D,Moss and lichen,February,morning,No
9497,333.0,78,312.1,16.7,D,Moss and lichen,February,morning,No
9498,327.3,67,311.8,9.0,D,Moss and lichen,February,morning,No
9499,332.7,76,314.2,14.6,D,Moss and lichen,February,morning,No
9500,327.6,62,310.9,9.6,D,Moss and lichen,February,morning,No
9501,304.9,62,294.6,20.8,N,Moss and lichen,February,evening,No
9502,321.4,24,309.3,6.8,D,Moss and lichen,February,morning,No
9503,325.5,65,309.1,13.4,D,Moss and lichen,February,morning,No
9504,323.5,56,311.8,8.3,D,Moss and lichen,February,morning,No
9505,325.3,57,311.6,20.4,D,Moss and lichen,February,morning,No
9506,320.8,32,307.1,11.5,D,Moss and lichen,February,morning,No
9507,332.0,79,307.9,32.6,D,Moss and lichen,February,morning,No
9508,331.3,78,309.2,30.2,D,Moss and lichen,February,morning,No
9509,355.9,97,314.5,87.3,D,Moss and lichen,February,morning,No
9510,321.4,38,309.2,8.9,D,Moss and lichen,February,morning,No
9511,319.8,28,308.7,9.7,D,Moss and lichen,February,morning,No
9512,324.1,51,310.6,68.2,D,Moss and lichen,February,morning,No
9513,325.7,54,307.8,78.5,D,Moss and lichen,February,morning,No
9514,323.9,73,306.6,67.3,D,Moss and lichen,March,night,No
9515,328.4,60,311.2,15.2,D,Moss and lichen,March,morning,No
9516,328.5,69,311.6,18.2,D,Moss and lichen,March,morning,No
9517,325.3,68,308.2,12.8,D,Moss and lichen,March,morning,No
9518,332.6,76,314.1,24.9,D,Moss and lichen,March,morning,No
9519,340.4,86,315.3,39.2,D,Moss and lichen,March,morning,No
9520,329.0,68,314.2,14.2,D,Moss and lichen,March,morning,No
9521,327.2,60,312.6,13.1,D,Moss and lichen,March,morning,No
9522,324.5,46,312.8,10.8,D,Moss and lichen,March,morning,No
9523,338.2,83,314.3,36.0,D,Moss and lichen,March,morning,No
9524,326.5,46,312.6,10.7,D,Moss and lichen,March,morning,No
9525,323.8,36,311.4,8.8,D,Moss and lichen,March,morning,No
9526,326.4,49,309.7,21.9,D,Moss and lichen,March,morning,No
9527,346.1,91,314.7,88.3,D,Moss and lichen,March,morning,No
9528,326.9,43,310.3,24.2,D,Moss and lichen,March,morning,No
9529,336.3,81,315.6,48.0,D,Moss and lichen,March,morning,No
9530,329.1,69,311.2,35.1,D,Moss and lichen,March,morning,No
9531,323.9,51,310.7,21.5,D,Moss and lichen,March,morning,No
9532,327.5,64,313.5,22.9,D,Moss and lichen,March,morning,No
9533,328.9,30,308.8,29.1,D,Moss and lichen,March,morning,No
9534,326.5,48,312.0,23.0,D,Moss and lichen,March,morning,No
9535,333.6,78,312.9,22.6,D,Moss and lichen,March,morning,No
9536,332.8,77,316.7,20.7,D,Moss and lichen,March,morning,No
9537,335.6,81,314.1,28.1,D,Moss and lichen,March,morning,No
9538,336.0,81,313.9,29.9,D,Moss and lichen,March,morning,No
9539,327.1,51,313.2,11.5,D,Moss and lichen,March,morning,No
9540,328.3,70,313.1,15.0,D,Moss and lichen,March,morning,No
9541,323.3,56,311.9,10.8,D,Moss and lichen,March,morning,No
9542,334.2,78,311.6,26.5,D,Moss and lichen,March,morning,No
9543,335.7,81,314.0,27.9,D,Moss and lichen,March,morning,No
9544,325.2,50,313.7,8.6,D,Moss and lichen,March,morning,No
9545,349.7,93,316.0,64.1,D,Moss and lichen,March,morning,No
9546,399.9,100,322.3,347.3,D,Moss and lichen,March,morning,No
9547,329.5,73,312.9,21.6,D,Moss and lichen,March,morning,No
9548,330.2,74,312.6,18.8,D,Moss and lichen,March,morning,No
9549,322.9,19,309.4,11.1,D,Moss and lichen,March,morning,No
9550,328.4,70,310.5,22.6,D,Moss and lichen,March,morning,No
9551,327.5,56,306.5,21.1,D,Moss and lichen,March,morning,No
9552,331.8,76,309.1,29.9,D,Moss and lichen,March,morning,No
9553,324.2,54,311.7,9.5,D,Moss and lichen,March,morning,No
9554,330.2,75,313.3,23.1,D,Moss and lichen,March,morning,No
9555,327.9,65,312.5,17.2,D,Moss and lichen,March,morning,No
9556,326.3,62,312.9,12.8,D,Moss and lichen,March,morning,No
9557,324.5,46,311.5,15.0,D,Moss and lichen,March,morning,No
9558,328.4,66,310.9,24.2,D,Moss and lichen,March,morning,No
9559,328.0,65,313.0,21.0,D,Moss and lichen,March,morning,No
9560,326.0,59,311.2,13.9,D,Moss and lichen,March,morning,No
9561,328.5,67,309.7,22.8,D,Moss and lichen,March,morning,No
9562,326.3,61,312.4,15.3,D,Moss and lichen,March,morning,No
9563,324.2,45,311.2,12.8,D,Moss and lichen,March,morning,No
9564,325.5,56,312.3,16.5,D,Moss and lichen,March,morning,No
9565,327.4,63,313.7,14.2,D,Moss and lichen,March,morning,No
9566,327.5,48,313.2,13.3,D,Moss and lichen,March,morning,No
9567,307.5,72,296.5,8.0,N,Moss and lichen,March,evening,No
9568,304.5,44,294.1,8.2,N,Moss and lichen,March,evening,No
9569,308.8,76,293.5,12.3,N,Moss and lichen,March,evening,No
9570,304.8,32,294.6,6.3,N,Moss and lichen,March,evening,No
9571,305.2,63,294.9,6.7,N,Moss and lichen,March,evening,No
9572,322.7,60,309.8,6.7,D,Moss and lichen,March,morning,No
9573,324.9,63,311.2,8.0,D,Moss and lichen,March,morning,No
9574,320.3,40,308.3,5.7,D,Moss and lichen,March,morning,No
9575,332.1,75,312.9,15.8,D,Moss and lichen,March,morning,No
9576,327.5,65,310.0,10.4,D,Moss and lichen,March,morning,No
9577,323.9,57,310.9,6.1,D,Moss and lichen,March,morning,No
9578,323.0,53,311.4,7.1,D,Moss and lichen,March,morning,No
9579,324.9,65,307.2,10.3,D,Moss and lichen,March,morning,No
9580,323.5,40,310.5,6.6,D,Moss and lichen,March,morning,No
9581,324.3,41,310.9,6.2,D,Moss and lichen,March,morning,No
9582,325.1,60,312.2,8.9,D,Moss and lichen,March,morning,No
9583,322.7,58,308.9,6.9,D,Moss and lichen,March,morning,No
9584,321.7,30,309.0,5.2,D,Moss and lichen,March,morning,No
9585,330.0,73,310.4,13.9,D,Moss and lichen,March,morning,No
9586,327.0,61,312.2,10.1,D,Moss and lichen,March,morning,No
9587,326.6,66,313.7,7.7,D,Moss and lichen,March,morning,No
9588,339.1,87,313.8,28.9,D,Moss and lichen,March,morning,No
9589,322.8,64,310.7,7.7,D,Moss and lichen,March,morning,No
9590,322.9,46,310.8,8.0,D,Moss and lichen,March,morning,No
9591,324.7,58,310.5,10.2,D,Moss and lichen,March,morning,No
9592,324.5,62,311.8,6.6,D,Moss and lichen,March,morning,No
9593,326.5,65,311.8,9.7,D,Moss and lichen,March,morning,No
9594,324.8,62,309.0,9.6,D,Moss and lichen,March,morning,No
9595,328.8,73,309.6,14.1,D,Moss and lichen,March,morning,No
9596,347.2,92,311.3,43.1,D,Moss and lichen,March,morning,No
9597,320.8,23,308.6,6.3,D,Moss and lichen,March,morning,No
9598,325.3,66,310.1,10.0,D,Moss and lichen,March,morning,No
9599,334.6,81,310.4,23.0,D,Moss and lichen,March,morning,No
9600,325.1,68,311.7,9.2,D,Moss and lichen,March,morning,No
9601,326.3,54,313.3,10.3,D,Moss and lichen,March,morning,No
9602,326.2,71,311.2,10.1,D,Moss and lichen,March,morning,No
9603,348.4,93,310.2,49.4,D,Moss and lichen,March,morning,No
9604,345.8,92,312.4,43.6,D,Moss and lichen,March,morning,No
9605,321.3,38,308.4,12.7,D,Moss and lichen,March,morning,No
9606,334.8,82,312.9,23.6,D,Moss and lichen,March,morning,No
9607,325.7,56,312.1,10.4,D,Moss and lichen,March,morning,No
9608,327.4,68,314.5,10.3,D,Moss and lichen,March,morning,No
9609,337.6,85,312.6,25.4,D,Moss and lichen,March,morning,No
9610,330.8,75,309.4,71.0,D,Moss and lichen,March,morning,No
9611,328.1,71,309.7,55.8,D,Moss and lichen,March,morning,No
9612,323.9,45,307.8,26.7,D,Moss and lichen,March,morning,No
9613,322.4,50,305.4,32.2,D,Moss and lichen,March,morning,No
9614,325.9,55,310.6,37.0,D,Moss and lichen,March,morning,No
9615,328.9,72,310.2,49.6,D,Moss and lichen,March,morning,No
9616,361.6,100,311.4,286.0,D,Moss and lichen,March,morning,No
9617,359.7,99,308.0,271.9,D,Moss and lichen,March,morning,No
9618,373.2,100,313.0,427.6,D,Moss and lichen,March,morning,No
9619,325.0,61,309.9,27.6,D,Moss and lichen,March,morning,No
9620,329.0,71,309.7,42.4,D,Moss and lichen,March,morning,No
9621,323.4,52,309.3,21.1,D,Moss and lichen,March,morning,No
9622,333.2,78,311.8,63.4,D,Moss and lichen,March,morning,No
9623,325.3,62,310.4,27.2,D,Moss and lichen,March,morning,No
9624,337.4,68,308.6,55.0,D,Moss and lichen,March,morning,No
9625,323.8,37,310.5,16.9,D,Moss and lichen,March,morning,No
9626,326.5,62,313.2,17.8,D,Moss and lichen,March,morning,No
9627,327.8,65,313.2,21.2,D,Moss and lichen,March,morning,No
9628,326.2,47,312.2,24.4,D,Moss and lichen,March,morning,No
9629,330.8,73,311.8,33.5,D,Moss and lichen,March,morning,No
9630,326.6,55,310.9,33.5,D,Moss and lichen,March,morning,No
9631,328.2,68,310.6,29.5,D,Moss and lichen,March,morning,No
9632,328.5,69,306.8,44.9,D,Moss and lichen,March,morning,No
9633,330.2,74,308.9,52.5,D,Moss and lichen,March,morning,No
9634,332.6,77,311.4,63.4,D,Moss and lichen,March,morning,No
9635,321.5,45,309.1,21.4,D,Moss and lichen,March,morning,No
9636,322.0,50,309.3,25.0,D,Moss and lichen,March,morning,No
9637,330.0,71,313.2,32.4,D,Moss and lichen,March,morning,No
9638,324.4,58,307.8,31.5,D,Moss and lichen,March,morning,No
9639,322.8,47,307.8,25.7,D,Moss and lichen,March,morning,No
9640,326.2,62,310.7,22.2,D,Moss and lichen,March,morning,No
9641,327.1,63,312.7,22.7,D,Moss and lichen,March,morning,No
9642,333.7,77,312.2,41.7,D,Moss and lichen,March,morning,No
9643,330.7,72,311.7,31.6,D,Moss and lichen,March,morning,No
9644,330.4,72,311.6,31.1,D,Moss and lichen,March,morning,No
9645,329.0,69,312.2,28.1,D,Moss and lichen,March,morning,No
9646,305.2,63,294.8,34.1,N,Moss and lichen,March,afternoon,No
9647,313.9,88,294.2,19.2,N,Moss and lichen,March,evening,No
9648,328.9,69,306.2,44.9,D,Moss and lichen,March,morning,No
9649,324.3,62,308.2,24.5,D,Moss and lichen,March,morning,No
9650,323.9,64,307.2,30.8,D,Moss and lichen,March,morning,No
9651,327.6,68,311.5,31.1,D,Moss and lichen,March,morning,No
9652,320.3,0,307.4,15.9,D,Moss and lichen,March,morning,No
9653,327.3,29,311.1,33.2,D,Moss and lichen,March,morning,No
9654,329.5,50,311.5,39.3,D,Moss and lichen,March,morning,No
9655,328.1,49,308.0,32.5,D,Moss and lichen,March,morning,No
9656,329.7,41,310.0,45.6,D,Moss and lichen,March,morning,No
9657,321.6,44,307.9,33.7,D,Moss and lichen,March,morning,No
9658,321.3,54,308.1,40.4,D,Moss and lichen,March,morning,No
9659,318.7,23,307.2,28.7,D,Moss and lichen,March,morning,No
9660,320.1,45,307.4,38.0,D,Moss and lichen,March,morning,No
9661,322.4,59,306.7,24.3,D,Moss and lichen,March,morning,No
9662,309.4,77,298.4,6.7,N,Moss and lichen,March,evening,No
9663,307.5,51,297.2,5.4,N,Moss and lichen,March,evening,No
9664,306.6,67,296.5,5.9,N,Moss and lichen,March,evening,No
9665,313.7,88,297.8,9.6,N,Moss and lichen,March,evening,No
9666,314.3,89,296.4,11.0,N,Moss and lichen,March,evening,No
9667,308.0,73,297.5,5.6,N,Moss and lichen,March,evening,No
9668,330.4,100,297.8,28.0,N,Moss and lichen,March,evening,No
9669,308.6,75,296.3,6.8,N,Moss and lichen,March,evening,No
9670,314.7,90,296.7,11.0,N,Moss and lichen,March,evening,No
9671,324.5,68,309.9,10.3,D,Moss and lichen,March,morning,No
9672,321.1,62,308.3,7.4,D,Moss and lichen,March,morning,No
9673,325.2,71,311.0,8.1,D,Moss and lichen,March,morning,No
9674,326.7,55,308.4,14.1,D,Moss and lichen,March,morning,No
9675,325.0,69,310.5,8.8,D,Moss and lichen,March,morning,No
9676,322.1,63,308.4,9.0,D,Moss and lichen,March,morning,No
9677,320.3,60,307.1,7.1,D,Moss and lichen,March,morning,No
9678,323.0,55,309.3,9.4,D,Moss and lichen,March,morning,No
9679,341.2,88,312.3,31.4,D,Moss and lichen,March,morning,No
9680,333.9,82,312.2,20.3,D,Moss and lichen,March,morning,No
9681,330.8,76,309.0,15.2,D,Moss and lichen,March,morning,No
9682,328.1,75,308.7,14.3,D,Moss and lichen,March,morning,No
9683,331.1,80,307.2,18.9,D,Moss and lichen,March,morning,No
9684,319.6,54,306.8,6.2,D,Moss and lichen,March,morning,No
9685,318.9,47,306.2,5.5,D,Moss and lichen,March,morning,No
9686,320.9,60,307.3,7.2,D,Moss and lichen,March,morning,No
9687,321.8,53,308.2,9.9,D,Moss and lichen,March,morning,No
9688,322.5,53,308.7,9.4,D,Moss and lichen,March,morning,No
9689,326.7,69,308.7,15.7,D,Moss and lichen,March,morning,No
9690,323.6,54,309.6,7.7,D,Moss and lichen,March,morning,No
9691,322.1,48,308.4,11.7,D,Moss and lichen,March,morning,No
9692,320.1,57,308.4,6.9,D,Moss and lichen,March,morning,No
9693,324.5,63,309.3,11.2,D,Moss and lichen,March,morning,No
9694,336.6,83,309.1,29.7,D,Moss and lichen,March,morning,No
9695,339.0,85,309.7,34.1,D,Moss and lichen,March,morning,No
9696,324.7,64,308.7,11.8,D,Moss and lichen,March,morning,No
9697,328.7,73,310.5,17.8,D,Moss and lichen,March,morning,No
9698,328.1,53,312.8,12.1,D,Moss and lichen,March,morning,No
9699,327.8,43,312.9,10.0,D,Moss and lichen,March,morning,No
9700,327.7,46,314.9,8.9,D,Moss and lichen,March,morning,No
9701,328.7,61,313.6,11.9,D,Moss and lichen,March,morning,No
9702,327.8,44,314.1,10.6,D,Moss and lichen,March,morning,No
9703,326.7,63,312.3,10.7,D,Moss and lichen,March,morning,No
9704,325.9,53,310.9,9.3,D,Moss and lichen,March,morning,No
9705,325.4,63,311.3,15.7,D,Moss and lichen,March,morning,No
9706,328.8,31,312.3,15.9,D,Moss and lichen,March,morning,No
9707,339.9,86,315.9,44.2,D,Moss and lichen,March,morning,No
9708,327.0,66,313.0,13.2,D,Moss and lichen,March,morning,No
9709,329.3,72,313.9,14.9,D,Moss and lichen,March,morning,No
9710,343.8,89,314.3,52.5,D,Moss and lichen,March,morning,No
9711,330.6,49,313.7,19.1,D,Moss and lichen,March,morning,No
9712,327.5,51,314.1,9.2,D,Moss and lichen,March,morning,No
9713,327.8,42,313.2,10.3,D,Moss and lichen,March,morning,No
9714,329.3,34,311.1,12.8,D,Moss and lichen,March,morning,No
9715,333.5,72,319.8,11.0,D,Moss and lichen,March,morning,No
9716,337.5,81,313.4,29.0,D,Moss and lichen,March,morning,No
9717,328.2,52,312.9,12.5,D,Moss and lichen,March,morning,No
9718,330.7,68,315.2,12.6,D,Moss and lichen,March,morning,No
9719,325.0,48,309.6,14.0,D,Moss and lichen,March,morning,No
9720,328.7,67,311.9,20.9,D,Moss and lichen,March,morning,No
9721,322.9,44,308.9,9.9,D,Moss and lichen,March,morning,No
9722,329.5,59,311.4,22.9,D,Moss and lichen,March,morning,No
9723,349.0,93,314.0,74.6,D,Moss and lichen,March,morning,No
9724,328.9,71,313.4,17.5,D,Moss and lichen,March,morning,No
9725,327.7,53,312.9,10.5,D,Moss and lichen,March,morning,No
9726,327.6,39,313.0,12.2,D,Moss and lichen,March,morning,No
9727,325.5,65,309.8,19.5,D,Moss and lichen,March,morning,No
9728,328.1,63,312.7,12.6,D,Moss and lichen,March,morning,No
9729,330.4,69,311.8,16.1,D,Moss and lichen,March,morning,No
9730,326.7,54,312.8,9.5,D,Moss and lichen,March,morning,No
9731,325.7,57,311.6,10.9,D,Moss and lichen,March,morning,No
9732,331.3,70,315.4,13.9,D,Moss and lichen,March,morning,No
9733,329.0,48,312.5,17.2,D,Moss and lichen,March,morning,No
