,brightness,confidence,bright_t31,frp,daynight,lulc,month,period_day,plant_harvest
0,311.9,37,301.0,5.4,D,Trees,January,morning,No
1,311.9,40,296.3,6.6,D,Trees,January,morning,No
2,312.6,0,300.4,39.7,D,Trees,January,morning,No
3,313.1,32,300.6,42.7,D,Trees,January,morning,No
4,316.2,39,303.2,56.6,D,Trees,January,morning,No
5,313.1,0,301.9,60.3,D,Trees,January,morning,No
6,314.5,0,302.5,67.2,D,Trees,January,morning,No
7,317.1,69,302.4,20.0,D,Trees,February,night,No
8,314.7,0,301.1,46.3,D,Trees,February,morning,No
9,315.2,0,301.3,44.7,D,Trees,February,morning,No
10,303.1,53,293.0,28.1,N,Trees,February,afternoon,No
11,317.4,25,298.0,25.7,D,Trees,March,morning,No
12,326.7,63,308.5,9.7,D,Trees,March,morning,No
13,342.0,0,314.2,21.0,D,Trees,April,morning,Yes
14,330.2,68,306.0,15.3,D,Trees,April,morning,Yes
15,328.8,66,303.3,21.7,D,Trees,April,morning,Yes
16,334.6,66,309.9,10.5,D,Trees,May,morning,Yes
17,336.1,72,311.3,11.8,D,Trees,May,morning,Yes
18,326.4,33,302.8,18.7,D,Trees,June,morning,Yes
19,330.0,75,306.0,13.0,D,Trees,June,morning,Yes
20,313.0,40,291.7,9.0,D,Trees,August,morning,No
21,319.7,0,297.5,13.1,D,Trees,August,morning,No
22,318.0,36,294.3,30.5,D,Trees,September,morning,Yes
23,322.7,0,299.5,11.5,D,Trees,September,morning,Yes
24,310.8,0,291.1,45.4,D,Trees,September,night,Yes
25,317.9,34,299.9,7.7,D,Trees,September,morning,Yes
26,316.1,33,291.8,8.1,D,Trees,October,morning,Yes
27,317.3,34,297.7,12.9,D,Trees,October,morning,Yes
28,312.4,0,289.0,32.1,D,Trees,October,night,Yes
29,312.6,0,293.3,6.9,D,Trees,October,morning,Yes
30,320.4,42,305.5,12.3,D,Trees,October,morning,Yes
31,318.7,11,303.3,13.7,D,Trees,October,morning,Yes
32,314.7,40,296.8,17.0,D,Trees,October,morning,Yes
33,315.1,12,301.3,42.3,D,Trees,October,night,Yes
34,318.0,0,304.0,12.7,D,Trees,October,morning,Yes
35,320.5,26,307.4,9.8,D,Trees,November,morning,Yes
36,318.2,62,303.4,9.9,D,Trees,November,morning,Yes
37,321.4,68,298.8,13.8,D,Trees,November,morning,Yes
38,330.3,74,304.9,29.0,D,Trees,December,morning,Yes
39,313.1,0,298.3,57.7,D,Trees,December,morning,Yes
40,329.8,57,308.2,15.8,D,Trees,December,morning,Yes
41,319.0,52,302.5,6.4,D,Trees,December,morning,Yes
42,324.2,67,310.9,13.5,D,Trees,December,morning,Yes
43,310.9,0,293.4,4.8,D,Trees,January,morning,No
44,328.0,74,305.0,19.0,D,Trees,January,morning,No
45,313.6,33,300.1,3.2,D,Trees,January,morning,No
46,316.6,62,302.7,5.9,D,Trees,January,morning,No
47,322.5,56,310.2,7.7,D,Trees,February,morning,No
48,324.3,64,305.7,9.5,D,Trees,February,morning,No
49,316.3,0,299.2,41.5,D,Trees,February,morning,No
50,333.8,75,309.3,17.6,D,Trees,March,morning,No
51,334.2,66,318.0,14.4,D,Trees,March,morning,No
52,330.6,48,315.4,8.7,D,Trees,March,morning,No
53,332.4,62,316.5,10.3,D,Trees,March,morning,No
54,346.7,88,325.9,31.4,D,Trees,April,morning,Yes
55,335.0,69,310.5,9.8,D,Trees,April,morning,Yes
56,333.6,68,310.9,9.5,D,Trees,May,morning,Yes
57,338.6,67,315.0,10.1,D,Trees,May,morning,Yes
58,334.6,0,301.1,43.3,D,Trees,May,night,Yes
59,334.8,0,308.3,19.5,D,Trees,May,morning,Yes
60,314.4,63,291.7,32.4,D,Trees,August,morning,No
61,312.2,0,298.5,26.1,D,Trees,October,night,Yes
62,315.1,37,299.7,66.4,D,Trees,November,morning,Yes
63,314.6,0,299.5,70.9,D,Trees,November,morning,Yes
64,317.0,0,302.2,8.1,D,Trees,November,morning,Yes
65,318.3,66,304.6,13.5,D,Trees,November,morning,Yes
66,316.5,63,298.2,8.9,D,Trees,November,morning,Yes
67,315.0,0,296.7,28.8,D,Trees,December,morning,Yes
68,312.4,50,300.6,4.8,D,Trees,December,morning,Yes
69,317.1,58,304.8,12.2,D,Trees,December,morning,Yes
70,313.8,0,301.7,59.5,D,Trees,February,morning,No
71,319.2,47,304.9,7.1,D,Trees,February,morning,No
72,314.1,49,302.4,5.3,D,Trees,February,morning,No
73,314.6,63,299.6,10.9,D,Shrubland,January,morning,No
74,314.1,54,302.3,6.1,D,Shrubland,January,morning,No
75,315.5,40,305.4,5.9,D,Shrubland,January,morning,No
76,321.9,72,305.3,11.0,D,Shrubland,January,morning,No
77,319.6,0,301.8,41.2,D,Shrubland,January,morning,No
78,341.9,90,307.1,45.4,D,Shrubland,January,morning,No
79,321.0,42,304.7,17.4,D,Shrubland,January,morning,No
80,322.8,63,303.9,20.1,D,Shrubland,January,morning,No
81,313.9,48,302.1,7.1,D,Shrubland,January,morning,No
82,316.3,40,305.0,13.4,D,Shrubland,January,morning,No
83,318.4,31,305.9,6.8,D,Shrubland,January,morning,No
84,322.9,59,306.3,8.4,D,Shrubland,January,morning,No
85,342.8,90,308.3,40.2,D,Shrubland,January,morning,No
86,316.0,50,303.9,6.4,D,Shrubland,January,morning,No
87,315.3,57,301.7,5.0,D,Shrubland,January,morning,No
88,318.4,59,304.3,6.3,D,Shrubland,January,morning,No
89,317.7,31,304.3,6.0,D,Shrubland,January,morning,No
90,315.7,41,304.3,5.3,D,Shrubland,January,morning,No
91,326.1,75,307.0,15.5,D,Shrubland,January,morning,No
92,322.3,44,306.7,11.2,D,Shrubland,January,morning,No
93,318.0,56,305.8,7.2,D,Shrubland,January,morning,No
94,318.6,62,305.3,16.3,D,Shrubland,January,morning,No
95,323.1,69,302.6,12.4,D,Shrubland,February,morning,No
96,322.2,40,304.4,9.6,D,Shrubland,February,morning,No
97,318.0,69,302.1,16.5,D,Shrubland,February,morning,No
98,317.3,39,299.5,7.3,D,Shrubland,February,morning,No
99,328.1,78,301.7,20.4,D,Shrubland,February,morning,No
100,316.3,52,300.7,8.6,D,Shrubland,February,morning,No
101,319.2,30,298.6,15.7,D,Shrubland,February,morning,No
102,334.5,84,306.3,86.8,D,Shrubland,February,morning,No
103,318.4,58,304.8,15.8,D,Shrubland,February,morning,No
104,303.0,52,287.9,13.6,N,Shrubland,February,evening,No
105,317.7,66,302.0,7.4,D,Shrubland,February,morning,No
106,322.7,47,300.6,16.0,D,Shrubland,February,morning,No
107,328.4,66,301.3,27.9,D,Shrubland,February,morning,No
108,325.1,47,301.0,19.6,D,Shrubland,February,morning,No
109,321.4,35,302.1,14.4,D,Shrubland,February,morning,No
110,300.0,9,286.9,4.4,N,Shrubland,February,afternoon,No
111,324.1,67,305.7,9.9,D,Shrubland,February,morning,No
112,319.7,32,305.7,4.8,D,Shrubland,February,morning,No
113,322.8,72,299.9,12.0,D,Shrubland,February,morning,No
114,316.7,39,291.4,8.7,D,Shrubland,February,morning,No
115,322.8,74,289.8,15.5,D,Shrubland,February,morning,No
116,317.4,32,305.3,5.8,D,Shrubland,February,morning,No
117,327.3,69,308.7,20.3,D,Shrubland,February,morning,No
118,319.4,43,304.7,9.5,D,Shrubland,February,morning,No
119,321.8,52,308.5,8.0,D,Shrubland,February,morning,No
120,320.8,41,308.0,6.5,D,Shrubland,February,morning,No
121,328.3,75,308.7,15.8,D,Shrubland,February,morning,No
122,314.9,52,299.9,13.1,D,Shrubland,February,morning,No
123,322.0,22,306.5,14.8,D,Shrubland,February,morning,No
124,329.6,62,307.2,26.3,D,Shrubland,February,morning,No
125,322.9,29,307.2,13.9,D,Shrubland,February,morning,No
126,326.5,63,308.0,21.8,D,Shrubland,February,morning,No
127,324.1,55,307.5,17.1,D,Shrubland,February,morning,No
128,320.1,31,305.9,11.4,D,Shrubland,February,morning,No
129,323.2,65,306.9,17.8,D,Shrubland,February,morning,No
130,331.2,79,305.8,40.4,D,Shrubland,February,morning,No
131,326.9,69,306.5,25.7,D,Shrubland,February,morning,No
132,306.6,18,295.6,7.6,N,Shrubland,February,evening,No
133,307.8,33,295.8,8.4,N,Shrubland,February,evening,No
134,306.2,47,294.7,8.3,N,Shrubland,February,evening,No
135,302.7,51,292.6,6.5,N,Shrubland,February,evening,No
136,318.0,19,307.2,6.4,D,Shrubland,February,morning,No
137,318.0,33,306.1,6.1,D,Shrubland,February,morning,No
138,332.2,80,307.2,22.5,D,Shrubland,February,morning,No
139,326.7,73,307.1,15.5,D,Shrubland,February,morning,No
140,319.3,62,305.7,7.5,D,Shrubland,February,morning,No
141,318.9,61,306.6,5.9,D,Shrubland,February,morning,No
142,324.5,74,306.7,11.7,D,Shrubland,February,morning,No
143,315.8,42,304.1,5.7,D,Shrubland,February,morning,No
144,319.4,58,306.3,6.7,D,Shrubland,February,morning,No
145,318.2,47,306.5,5.9,D,Shrubland,February,morning,No
146,321.8,36,307.9,20.7,D,Shrubland,February,morning,No
147,323.4,13,307.8,16.5,D,Shrubland,February,morning,No
148,322.9,48,308.6,17.5,D,Shrubland,February,morning,No
149,321.5,41,306.6,19.1,D,Shrubland,February,morning,No
150,325.3,56,312.4,14.7,D,Shrubland,February,morning,No
151,331.8,76,312.7,28.1,D,Shrubland,February,morning,No
152,324.0,52,309.7,13.4,D,Shrubland,February,morning,No
153,326.0,38,310.6,14.9,D,Shrubland,February,morning,No
154,328.7,63,309.3,23.2,D,Shrubland,February,morning,No
155,306.6,69,293.8,56.0,N,Shrubland,February,afternoon,No
156,306.4,68,293.7,55.4,N,Shrubland,February,afternoon,No
157,324.8,73,307.2,69.7,D,Shrubland,February,morning,No
158,322.1,100,296.8,19.0,N,Shrubland,February,afternoon,No
159,310.7,81,295.7,8.6,N,Shrubland,February,afternoon,No
160,320.0,60,304.8,10.3,D,Shrubland,February,morning,No
161,320.1,55,305.6,12.6,D,Shrubland,February,morning,No
162,323.0,68,306.0,20.1,D,Shrubland,February,morning,No
163,330.6,72,311.9,16.1,D,Shrubland,February,morning,No
164,342.4,87,312.4,32.7,D,Shrubland,February,morning,No
165,333.2,67,311.1,25.1,D,Shrubland,February,morning,No
166,327.9,66,311.6,12.3,D,Shrubland,February,morning,No
167,328.5,44,315.6,9.5,D,Shrubland,February,morning,No
168,334.3,74,316.4,15.1,D,Shrubland,February,morning,No
169,326.5,48,314.2,7.1,D,Shrubland,February,morning,No
170,344.7,77,312.3,38.7,D,Shrubland,February,morning,No
171,324.9,35,312.3,7.7,D,Shrubland,February,morning,No
172,332.0,62,314.4,14.4,D,Shrubland,February,morning,No
173,325.1,37,309.0,9.6,D,Shrubland,February,morning,No
174,327.8,48,316.1,8.9,D,Shrubland,February,morning,No
175,328.5,37,317.0,9.7,D,Shrubland,February,morning,No
176,329.9,36,313.7,12.4,D,Shrubland,February,morning,No
177,326.3,38,310.6,9.5,D,Shrubland,February,morning,No
178,325.7,52,309.8,12.3,D,Shrubland,February,morning,No
179,322.0,44,308.8,7.8,D,Shrubland,February,morning,No
180,318.5,57,305.2,18.0,D,Shrubland,February,morning,No
181,329.8,72,304.0,16.8,D,Shrubland,February,morning,No
182,341.2,88,306.0,31.1,D,Shrubland,February,morning,No
183,325.8,72,307.2,10.1,D,Shrubland,February,morning,No
184,327.2,68,305.9,11.9,D,Shrubland,February,morning,No
185,325.6,61,308.7,6.9,D,Shrubland,February,morning,No
186,320.7,39,305.6,6.7,D,Shrubland,February,morning,No
187,322.9,58,303.5,8.3,D,Shrubland,February,morning,No
188,320.8,47,301.3,43.6,D,Shrubland,February,morning,No
189,321.7,23,304.6,15.1,D,Shrubland,February,morning,No
190,321.7,65,303.5,11.4,D,Shrubland,February,morning,No
191,319.6,24,306.3,5.8,D,Shrubland,February,morning,No
192,319.6,34,306.1,5.9,D,Shrubland,February,morning,No
193,323.9,64,310.6,7.9,D,Shrubland,February,morning,No
194,321.6,65,304.9,10.2,D,Shrubland,February,morning,No
195,330.2,80,306.8,20.9,D,Shrubland,February,morning,No
196,358.1,99,306.0,84.2,D,Shrubland,February,morning,No
197,315.4,30,303.5,6.4,D,Shrubland,February,morning,No
198,318.3,17,303.5,7.7,D,Shrubland,February,morning,No
199,322.4,63,307.2,9.5,D,Shrubland,February,morning,No
200,329.7,76,306.3,19.1,D,Shrubland,February,morning,No
201,319.6,45,305.3,7.9,D,Shrubland,February,morning,No
202,326.1,72,310.6,10.3,D,Shrubland,February,morning,No
203,326.6,64,310.8,25.1,D,Shrubland,February,morning,No
204,328.2,72,305.0,34.4,D,Shrubland,February,morning,No
205,322.5,38,309.8,13.8,D,Shrubland,February,morning,No
206,322.6,39,309.5,14.8,D,Shrubland,February,morning,No
207,324.2,67,308.4,25.6,D,Shrubland,February,morning,No
208,323.8,34,304.0,26.9,D,Shrubland,February,morning,No
209,326.4,71,303.7,34.3,D,Shrubland,February,morning,No
210,332.8,81,304.9,57.7,D,Shrubland,February,morning,No
211,319.9,39,305.1,20.7,D,Shrubland,February,morning,No
212,318.8,59,306.2,33.8,D,Shrubland,February,morning,No
213,323.5,65,308.8,33.1,D,Shrubland,February,morning,No
214,321.6,40,307.6,24.4,D,Shrubland,February,morning,No
215,309.6,78,295.2,8.7,N,Shrubland,February,evening,No
216,307.4,71,294.8,7.1,N,Shrubland,February,evening,No
217,316.5,93,295.6,13.6,N,Shrubland,February,evening,No
218,310.0,63,295.9,8.1,N,Shrubland,February,evening,No
219,312.5,76,295.9,10.1,N,Shrubland,February,evening,No
220,308.1,74,296.0,6.7,N,Shrubland,February,evening,No
221,323.0,58,308.2,8.9,D,Shrubland,February,morning,No
222,322.2,49,308.0,6.9,D,Shrubland,February,morning,No
223,321.2,47,308.5,6.5,D,Shrubland,February,morning,No
224,320.9,51,306.6,7.9,D,Shrubland,February,morning,No
225,318.4,29,306.0,5.0,D,Shrubland,February,morning,No
226,326.7,72,308.4,12.7,D,Shrubland,February,morning,No
227,319.5,50,306.8,6.1,D,Shrubland,February,morning,No
228,318.3,43,305.9,6.0,D,Shrubland,February,morning,No
229,318.5,42,305.4,6.0,D,Shrubland,February,morning,No
230,328.6,67,311.5,13.6,D,Shrubland,February,morning,No
231,321.4,53,307.6,5.8,D,Shrubland,February,morning,No
232,320.6,44,306.0,7.3,D,Shrubland,February,morning,No
233,328.4,75,312.2,11.5,D,Shrubland,February,morning,No
234,318.4,22,306.2,6.3,D,Shrubland,February,morning,No
235,321.9,60,307.8,7.2,D,Shrubland,February,morning,No
236,329.9,78,308.3,17.1,D,Shrubland,February,morning,No
237,336.1,85,307.4,26.6,D,Shrubland,February,morning,No
238,322.0,67,306.9,8.5,D,Shrubland,February,morning,No
239,318.6,52,305.2,7.1,D,Shrubland,February,morning,No
240,318.6,49,305.6,7.1,D,Shrubland,February,morning,No
241,319.5,56,306.3,6.8,D,Shrubland,February,morning,No
242,325.6,69,306.2,11.0,D,Shrubland,February,morning,No
243,325.7,54,304.3,15.0,D,Shrubland,February,morning,No
244,325.3,53,305.6,13.4,D,Shrubland,February,morning,No
245,330.0,77,308.1,22.1,D,Shrubland,February,morning,No
246,319.7,32,306.9,6.5,D,Shrubland,February,morning,No
247,336.0,80,313.7,25.4,D,Shrubland,February,morning,No
248,335.7,77,313.0,24.4,D,Shrubland,February,morning,No
249,335.6,79,311.5,24.3,D,Shrubland,February,morning,No
250,323.0,38,308.0,12.1,D,Shrubland,February,morning,No
251,326.5,58,309.7,11.7,D,Shrubland,February,morning,No
252,332.2,70,313.9,18.9,D,Shrubland,February,morning,No
253,325.7,50,310.7,13.0,D,Shrubland,February,morning,No
254,329.7,68,311.8,16.9,D,Shrubland,February,morning,No
255,328.7,71,307.7,29.2,D,Shrubland,February,morning,No
256,328.7,70,311.5,20.7,D,Shrubland,February,morning,No
257,325.9,54,309.6,11.0,D,Shrubland,February,morning,No
258,323.1,33,307.8,14.8,D,Shrubland,February,morning,No
259,323.0,32,308.2,9.8,D,Shrubland,February,morning,No
260,328.8,54,313.3,15.1,D,Shrubland,February,morning,No
261,322.1,35,305.3,18.2,D,Shrubland,February,morning,No
262,325.1,65,308.8,17.4,D,Shrubland,February,morning,No
263,325.0,28,310.8,9.0,D,Shrubland,February,morning,No
264,326.3,61,313.0,12.1,D,Shrubland,February,morning,No
265,334.6,80,310.2,27.7,D,Shrubland,February,morning,No
266,332.0,75,308.3,28.6,D,Shrubland,February,morning,No
267,327.3,29,310.2,14.5,D,Shrubland,February,morning,No
268,323.1,51,308.0,15.8,D,Shrubland,February,morning,No
269,323.5,50,307.7,13.6,D,Shrubland,February,morning,No
270,325.5,53,312.7,14.5,D,Shrubland,February,morning,No
271,325.4,39,310.6,12.0,D,Shrubland,February,morning,No
272,334.3,78,310.8,30.6,D,Shrubland,February,morning,No
273,323.4,48,305.7,15.2,D,Shrubland,February,morning,No
274,325.4,22,307.0,14.3,D,Shrubland,February,morning,No
275,332.6,76,310.5,26.0,D,Shrubland,February,morning,No
276,327.0,47,310.2,15.4,D,Shrubland,February,morning,No
277,339.4,85,308.0,49.8,D,Shrubland,February,morning,No
278,316.9,32,303.5,42.4,D,Shrubland,February,morning,No
279,329.8,79,307.1,29.7,D,Shrubland,February,morning,No
280,320.6,63,307.9,12.2,D,Shrubland,February,morning,No
281,318.7,25,305.1,9.6,D,Shrubland,February,morning,No
282,318.0,37,305.9,8.7,D,Shrubland,February,morning,No
283,325.7,49,311.9,9.7,D,Shrubland,February,morning,No
284,325.6,27,311.9,9.1,D,Shrubland,February,morning,No
285,325.6,58,312.7,8.9,D,Shrubland,February,morning,No
286,325.9,50,311.5,8.2,D,Shrubland,February,morning,No
287,324.1,50,310.9,8.2,D,Shrubland,February,morning,No
288,330.8,73,312.6,13.2,D,Shrubland,February,morning,No
289,330.1,65,315.7,10.5,D,Shrubland,February,morning,No
290,330.1,61,314.4,11.2,D,Shrubland,February,morning,No
291,324.0,37,308.9,8.7,D,Shrubland,February,morning,No
292,330.4,60,312.6,14.5,D,Shrubland,February,morning,No
293,328.2,26,310.6,11.8,D,Shrubland,February,morning,No
294,328.9,67,312.3,13.8,D,Shrubland,February,morning,No
295,328.2,61,312.0,9.7,D,Shrubland,February,morning,No
296,327.5,39,312.7,9.0,D,Shrubland,February,morning,No
297,324.2,49,309.6,9.3,D,Shrubland,February,morning,No
298,326.8,31,313.5,6.4,D,Shrubland,February,morning,No
299,328.5,46,313.9,9.3,D,Shrubland,February,morning,No
300,334.4,75,312.3,17.9,D,Shrubland,February,morning,No
301,331.2,71,312.5,13.6,D,Shrubland,February,morning,No
302,329.7,46,312.4,10.9,D,Shrubland,February,morning,No
303,330.5,72,314.2,13.5,D,Shrubland,February,morning,No
304,327.6,54,313.8,8.8,D,Shrubland,February,morning,No
305,323.6,19,311.9,6.8,D,Shrubland,February,morning,No
306,332.5,73,317.6,11.7,D,Shrubland,February,morning,No
307,325.5,55,312.9,7.4,D,Shrubland,February,morning,No
308,325.8,56,312.9,7.6,D,Shrubland,February,morning,No
309,327.4,48,312.5,8.6,D,Shrubland,February,morning,No
310,325.4,30,312.9,8.2,D,Shrubland,February,morning,No
311,338.1,82,311.7,25.7,D,Shrubland,February,morning,No
312,352.4,95,312.8,54.6,D,Shrubland,February,morning,No
313,325.6,61,310.8,8.6,D,Shrubland,February,morning,No
314,325.9,65,309.7,10.5,D,Shrubland,February,morning,No
315,323.5,33,311.8,5.8,D,Shrubland,February,morning,No
316,323.8,40,311.2,7.9,D,Shrubland,February,morning,No
317,332.8,75,311.7,19.7,D,Shrubland,February,morning,No
318,326.3,58,311.1,10.8,D,Shrubland,February,morning,No
319,324.6,49,309.6,9.5,D,Shrubland,February,morning,No
320,336.5,81,314.6,22.8,D,Shrubland,February,morning,No
321,325.9,26,311.0,9.4,D,Shrubland,February,morning,No
322,332.5,72,311.1,17.5,D,Shrubland,February,morning,No
323,328.9,52,310.4,12.6,D,Shrubland,February,morning,No
324,327.8,44,314.9,7.5,D,Shrubland,February,morning,No
325,327.8,54,312.2,9.8,D,Shrubland,February,morning,No
326,328.0,59,313.9,11.2,D,Shrubland,February,morning,No
327,336.7,81,314.2,24.1,D,Shrubland,February,morning,No
328,322.7,69,305.1,36.3,D,Shrubland,February,morning,No
329,318.7,36,305.1,13.7,D,Shrubland,February,morning,No
330,344.1,91,306.5,43.3,D,Shrubland,February,morning,No
331,329.3,61,304.5,18.5,D,Shrubland,February,morning,No
332,323.1,42,307.6,6.4,D,Shrubland,March,morning,No
333,326.2,71,299.6,19.4,D,Shrubland,March,morning,No
334,321.2,51,303.2,21.2,D,Shrubland,March,morning,No
335,322.6,45,307.2,21.2,D,Shrubland,March,morning,No
336,319.9,47,305.2,18.4,D,Shrubland,March,morning,No
337,306.2,67,295.9,4.9,N,Shrubland,March,evening,No
338,319.8,47,305.4,5.9,D,Shrubland,March,morning,No
339,323.6,64,306.5,9.3,D,Shrubland,March,morning,No
340,320.8,41,305.8,5.7,D,Shrubland,March,morning,No
341,331.3,79,309.2,16.6,D,Shrubland,March,morning,No
342,322.4,62,307.1,6.6,D,Shrubland,March,morning,No
343,319.7,54,301.8,10.8,D,Shrubland,March,morning,No
344,327.9,75,308.3,12.3,D,Shrubland,March,morning,No
345,325.3,70,306.8,10.2,D,Shrubland,March,morning,No
346,317.9,21,304.0,6.4,D,Shrubland,March,morning,No
347,330.8,79,307.0,17.6,D,Shrubland,March,morning,No
348,330.8,75,308.8,22.1,D,Shrubland,March,morning,No
349,327.6,67,305.8,18.7,D,Shrubland,March,morning,No
350,335.3,81,304.9,55.0,D,Shrubland,March,morning,No
351,322.0,40,304.6,16.9,D,Shrubland,March,morning,No
352,335.6,81,304.6,54.0,D,Shrubland,March,morning,No
353,325.7,48,308.3,11.6,D,Shrubland,March,morning,No
354,323.8,54,306.8,15.0,D,Shrubland,March,morning,No
355,321.8,36,306.2,12.2,D,Shrubland,March,morning,No
356,325.4,53,307.9,15.5,D,Shrubland,March,morning,No
357,323.3,46,306.7,13.5,D,Shrubland,March,morning,No
358,328.1,51,309.8,13.8,D,Shrubland,March,morning,No
359,326.5,48,309.5,13.3,D,Shrubland,March,morning,No
360,327.4,61,306.4,18.4,D,Shrubland,March,morning,No
361,325.4,39,307.1,11.9,D,Shrubland,March,morning,No
362,349.4,92,311.7,53.6,D,Shrubland,March,morning,No
363,331.7,44,310.4,17.1,D,Shrubland,March,morning,No
364,328.6,64,312.2,10.2,D,Shrubland,March,morning,No
365,326.4,61,308.3,13.3,D,Shrubland,March,morning,No
366,324.7,49,307.2,10.9,D,Shrubland,March,morning,No
367,326.0,55,309.3,8.9,D,Shrubland,March,morning,No
368,322.1,38,307.1,9.7,D,Shrubland,March,morning,No
369,321.9,56,307.2,11.2,D,Shrubland,March,morning,No
370,330.2,55,312.7,12.0,D,Shrubland,March,morning,No
371,328.9,49,312.1,10.8,D,Shrubland,March,morning,No
372,327.0,62,310.3,11.3,D,Shrubland,March,morning,No
373,324.6,30,310.9,7.7,D,Shrubland,March,morning,No
374,334.2,72,314.2,16.7,D,Shrubland,March,morning,No
375,328.8,61,311.0,10.1,D,Shrubland,March,morning,No
376,338.5,79,312.4,22.6,D,Shrubland,March,morning,No
377,326.7,54,310.4,11.1,D,Shrubland,March,morning,No
378,339.2,82,313.5,24.2,D,Shrubland,March,morning,No
379,324.6,42,310.3,7.5,D,Shrubland,March,morning,No
380,329.0,65,312.5,11.8,D,Shrubland,March,morning,No
381,328.0,64,310.8,12.1,D,Shrubland,March,morning,No
382,328.8,28,313.6,10.3,D,Shrubland,March,morning,No
383,331.4,67,310.4,14.8,D,Shrubland,March,morning,No
384,330.1,68,312.1,13.1,D,Shrubland,March,morning,No
385,326.2,46,311.8,8.4,D,Shrubland,March,morning,No
386,331.4,51,315.0,9.8,D,Shrubland,March,morning,No
387,334.0,76,313.8,18.5,D,Shrubland,March,morning,No
388,328.5,59,311.8,11.1,D,Shrubland,March,morning,No
389,327.8,43,312.0,6.8,D,Shrubland,March,morning,No
390,332.3,73,311.6,14.6,D,Shrubland,March,morning,No
391,335.5,78,312.3,18.8,D,Shrubland,March,morning,No
392,328.5,57,312.4,9.6,D,Shrubland,March,morning,No
393,330.8,54,311.7,12.6,D,Shrubland,March,morning,No
394,335.0,53,310.6,18.2,D,Shrubland,March,morning,No
395,325.0,41,310.2,7.0,D,Shrubland,March,morning,No
396,326.1,46,308.8,8.3,D,Shrubland,March,morning,No
397,327.1,34,310.0,7.4,D,Shrubland,March,morning,No
398,334.1,73,312.6,15.9,D,Shrubland,March,morning,No
399,336.4,80,314.8,17.3,D,Shrubland,March,morning,No
400,343.8,88,315.8,30.4,D,Shrubland,March,morning,No
401,325.8,54,309.5,7.8,D,Shrubland,March,morning,No
402,327.3,49,311.2,9.2,D,Shrubland,March,morning,No
403,325.0,25,308.4,7.5,D,Shrubland,March,morning,No
404,326.4,59,308.5,10.6,D,Shrubland,March,morning,No
405,325.1,29,311.0,5.7,D,Shrubland,March,morning,No
406,332.4,41,316.1,10.4,D,Shrubland,March,morning,No
407,329.7,57,314.8,8.6,D,Shrubland,March,morning,No
408,328.7,66,310.8,11.2,D,Shrubland,March,morning,No
409,336.3,79,314.8,15.7,D,Shrubland,March,morning,No
410,328.3,54,312.6,7.5,D,Shrubland,March,morning,No
411,330.9,41,311.4,11.7,D,Shrubland,March,morning,No
412,325.6,35,311.0,6.5,D,Shrubland,March,morning,No
413,325.5,40,311.5,6.9,D,Shrubland,March,morning,No
414,331.1,70,313.7,11.2,D,Shrubland,March,morning,No
415,336.2,80,310.4,20.8,D,Shrubland,March,morning,No
416,338.5,83,312.8,22.8,D,Shrubland,March,morning,No
417,325.8,31,310.8,6.6,D,Shrubland,March,morning,No
418,326.4,54,310.8,8.8,D,Shrubland,March,morning,No
419,330.6,69,313.1,12.5,D,Shrubland,March,morning,No
420,319.1,44,305.0,20.8,D,Shrubland,March,morning,No
421,325.2,68,306.2,43.3,D,Shrubland,March,morning,No
422,327.0,75,305.3,51.3,D,Shrubland,March,morning,No
423,328.2,66,313.0,10.6,D,Shrubland,March,morning,No
424,325.5,57,311.7,8.8,D,Shrubland,March,morning,No
425,329.9,51,310.4,12.2,D,Shrubland,March,morning,No
426,326.9,52,312.3,8.4,D,Shrubland,March,morning,No
427,331.2,70,312.6,13.9,D,Shrubland,March,morning,No
428,333.7,76,314.6,11.2,D,Shrubland,March,morning,No
429,327.2,49,309.4,11.8,D,Shrubland,March,morning,No
430,332.5,61,314.0,12.6,D,Shrubland,March,morning,No
431,327.2,62,311.8,8.4,D,Shrubland,March,morning,No
432,330.7,68,312.9,13.4,D,Shrubland,March,morning,No
433,325.2,43,309.0,8.7,D,Shrubland,March,morning,No
434,327.7,63,312.6,8.4,D,Shrubland,March,morning,No
435,328.6,43,313.7,8.5,D,Shrubland,March,morning,No
436,325.9,29,311.3,6.3,D,Shrubland,March,morning,No
437,329.9,72,314.3,8.6,D,Shrubland,March,morning,No
438,337.4,83,313.5,20.2,D,Shrubland,March,morning,No
439,343.4,88,311.0,35.3,D,Shrubland,March,morning,No
440,331.4,72,309.7,15.1,D,Shrubland,March,morning,No
441,330.1,16,311.5,10.0,D,Shrubland,March,morning,No
442,328.0,60,313.2,9.3,D,Shrubland,March,morning,No
443,325.8,44,310.2,8.3,D,Shrubland,March,morning,No
444,325.1,50,309.7,7.8,D,Shrubland,March,morning,No
445,334.8,56,310.7,20.0,D,Shrubland,March,morning,No
446,328.7,49,312.8,10.8,D,Shrubland,March,morning,No
447,324.3,50,309.6,8.1,D,Shrubland,March,morning,No
448,327.4,66,308.6,12.9,D,Shrubland,March,morning,No
449,325.6,55,309.8,9.2,D,Shrubland,March,morning,No
450,329.4,28,310.0,12.4,D,Shrubland,March,morning,No
451,327.9,62,312.1,11.6,D,Shrubland,March,morning,No
