,x,y,z
51,78.36453513044621,19.80642096703585,1.885864
52,78.47935496213917,19.80642096703585,1.8835611
53,78.59417479383214,19.80642096703585,1.8835611
92,78.36453513044621,19.691601135342896,2.085487
93,78.47935496213917,19.691601135342896,2.0939777
94,78.59417479383214,19.691601135342896,2.0939777
95,78.7089946255251,19.691601135342896,2.4753022
96,78.82381445721805,19.691601135342896,2.1059098
133,78.36453513044621,19.57678130364993,2.2482703
134,78.47935496213917,19.57678130364993,2.8763795
135,78.59417479383214,19.57678130364993,2.8763795
136,78.7089946255251,19.57678130364993,3.5382767
137,78.82381445721805,19.57678130364993,2.605444
138,78.93863428891102,19.57678130364993,2.74402
141,79.2830937839899,19.57678130364993,2.9251149
145,79.74237311076175,19.57678130364993,2.6522503
174,78.36453513044621,19.46196147195697,2.5856898
175,78.47935496213917,19.46196147195697,2.5045006
176,78.59417479383214,19.46196147195697,2.5045006
177,78.7089946255251,19.46196147195697,6.04797
178,78.82381445721805,19.46196147195697,2.9260697
179,78.93863428891102,19.46196147195697,2.5245764
180,79.05345412060397,19.46196147195697,2.7210782
181,79.16827395229694,19.46196147195697,2.7210782
182,79.2830937839899,19.46196147195697,2.7370896
183,79.39791361568287,19.46196147195697,2.9033587
184,79.51273344737582,19.46196147195697,2.8673108
185,79.62755327906879,19.46196147195697,2.3125088
186,79.74237311076175,19.46196147195697,2.323045
187,79.8571929424547,19.46196147195697,2.323045
214,78.24971529875324,19.34714164026401,2.3031034
215,78.36453513044621,19.34714164026401,4.0739183
216,78.47935496213917,19.34714164026401,2.9230456
217,78.59417479383214,19.34714164026401,2.9230456
218,78.7089946255251,19.34714164026401,2.6104407
219,78.82381445721805,19.34714164026401,2.70042
220,78.93863428891102,19.34714164026401,2.791968
221,79.05345412060397,19.34714164026401,3.3272643
222,79.16827395229694,19.34714164026401,3.3272643
223,79.2830937839899,19.34714164026401,2.6121945
224,79.39791361568287,19.34714164026401,2.573423
225,79.51273344737582,19.34714164026401,2.662057
226,79.62755327906879,19.34714164026401,2.4762018
227,79.74237311076175,19.34714164026401,2.5560393
228,79.8571929424547,19.34714164026401,2.5560393
252,77.90525580367436,19.232321808571047,2.159639
253,78.02007563536732,19.232321808571047,2.016725
254,78.13489546706029,19.232321808571047,2.5395577
255,78.24971529875324,19.232321808571047,2.2159905
256,78.36453513044621,19.232321808571047,2.248577
257,78.47935496213917,19.232321808571047,3.6350937
258,78.59417479383214,19.232321808571047,3.6350937
259,78.7089946255251,19.232321808571047,2.1084666
260,78.82381445721805,19.232321808571047,3.118423
261,78.93863428891102,19.232321808571047,2.5966213
262,79.05345412060397,19.232321808571047,2.5546577
263,79.16827395229694,19.232321808571047,2.5546577
264,79.2830937839899,19.232321808571047,2.2127948
265,79.39791361568287,19.232321808571047,2.317676
266,79.51273344737582,19.232321808571047,2.5481026
267,79.62755327906879,19.232321808571047,2.3301458
268,79.74237311076175,19.232321808571047,2.1938677
269,79.8571929424547,19.232321808571047,2.1938677
293,77.90525580367436,19.11750197687809,3.5561233
294,78.02007563536732,19.11750197687809,2.118865
295,78.13489546706029,19.11750197687809,2.277077
296,78.24971529875324,19.11750197687809,2.0360475
297,78.36453513044621,19.11750197687809,2.2596612
298,78.47935496213917,19.11750197687809,2.7171407
299,78.59417479383214,19.11750197687809,2.7171407
300,78.7089946255251,19.11750197687809,2.3420835
301,78.82381445721805,19.11750197687809,2.3513634
302,78.93863428891102,19.11750197687809,2.4160128
303,79.05345412060397,19.11750197687809,2.0491066
304,79.16827395229694,19.11750197687809,2.0491066
305,79.2830937839899,19.11750197687809,2.5530386
306,79.39791361568287,19.11750197687809,2.0772085
307,79.51273344737582,19.11750197687809,2.1282601
308,79.62755327906879,19.11750197687809,2.3263285
309,79.74237311076175,19.11750197687809,2.3681948
310,79.8571929424547,19.11750197687809,2.3681948
333,77.7904359719814,19.00268214518513,2.843749
334,77.90525580367436,19.00268214518513,2.843749
335,78.02007563536732,19.00268214518513,2.2704606
336,78.13489546706029,19.00268214518513,2.0431457
337,78.24971529875324,19.00268214518513,2.078153
338,78.36453513044621,19.00268214518513,2.021071
339,78.47935496213917,19.00268214518513,2.032617
340,78.59417479383214,19.00268214518513,2.032617
341,78.7089946255251,19.00268214518513,2.2223716
342,78.82381445721805,19.00268214518513,2.174315
343,78.93863428891102,19.00268214518513,2.0258183
344,79.05345412060397,19.00268214518513,2.0096488
345,79.16827395229694,19.00268214518513,2.0096488
346,79.2830937839899,19.00268214518513,2.2852254
347,79.39791361568287,19.00268214518513,1.9936444
348,79.51273344737582,19.00268214518513,2.0579972
349,79.62755327906879,19.00268214518513,2.2610848
350,79.74237311076175,19.00268214518513,2.1798332
351,79.8571929424547,19.00268214518513,2.1798332
375,77.90525580367436,18.887862313492164,2.8774257
376,78.02007563536732,18.887862313492164,2.443382
377,78.13489546706029,18.887862313492164,2.0984585
378,78.24971529875324,18.887862313492164,2.0767083
379,78.36453513044621,18.887862313492164,2.1002288
380,78.47935496213917,18.887862313492164,2.2669768
381,78.59417479383214,18.887862313492164,2.2669768
382,78.7089946255251,18.887862313492164,2.1938925
383,78.82381445721805,18.887862313492164,2.410804
384,78.93863428891102,18.887862313492164,2.1658459
385,79.05345412060397,18.887862313492164,2.1219592
386,79.16827395229694,18.887862313492164,2.1219592
387,79.2830937839899,18.887862313492164,2.2226222
388,79.39791361568287,18.887862313492164,2.3053265
389,79.51273344737582,18.887862313492164,2.0711823
390,79.62755327906879,18.887862313492164,2.0562594
391,79.74237311076175,18.887862313492164,2.02801
392,79.8571929424547,18.887862313492164,2.02801
416,77.90525580367436,18.7730424817992,2.9233537
417,78.02007563536732,18.7730424817992,2.9759
418,78.13489546706029,18.7730424817992,2.2645528
419,78.24971529875324,18.7730424817992,2.0648952
420,78.36453513044621,18.7730424817992,2.7034905
421,78.47935496213917,18.7730424817992,2.0904596
422,78.59417479383214,18.7730424817992,2.0904596
423,78.7089946255251,18.7730424817992,2.183106
424,78.82381445721805,18.7730424817992,2.146378
425,78.93863428891102,18.7730424817992,2.1763835
426,79.05345412060397,18.7730424817992,2.0679634
427,79.16827395229694,18.7730424817992,2.0679634
428,79.2830937839899,18.7730424817992,1.9573298
429,79.39791361568287,18.7730424817992,1.9786065
430,79.51273344737582,18.7730424817992,2.2064674
431,79.62755327906879,18.7730424817992,2.0004437
432,79.74237311076175,18.7730424817992,2.0745158
433,79.8571929424547,18.7730424817992,2.0745158
434,79.97201277414767,18.7730424817992,2.0069559
456,77.7904359719814,18.658222650106243,2.9628596
457,77.90525580367436,18.658222650106243,2.9628596
458,78.02007563536732,18.658222650106243,2.9895966
459,78.13489546706029,18.658222650106243,2.3368106
460,78.24971529875324,18.658222650106243,2.272891
461,78.36453513044621,18.658222650106243,2.3115826
462,78.47935496213917,18.658222650106243,2.2500024
463,78.59417479383214,18.658222650106243,2.2500024
464,78.7089946255251,18.658222650106243,2.3278337
465,78.82381445721805,18.658222650106243,2.822829
466,78.93863428891102,18.658222650106243,2.2121253
467,79.05345412060397,18.658222650106243,2.3256536
468,79.16827395229694,18.658222650106243,2.3256536
469,79.2830937839899,18.658222650106243,2.2147312
470,79.39791361568287,18.658222650106243,2.333202
471,79.51273344737582,18.658222650106243,1.9579198
472,79.62755327906879,18.658222650106243,2.3925586
473,79.74237311076175,18.658222650106243,2.2122102
474,79.8571929424547,18.658222650106243,2.2122102
475,79.97201277414767,18.658222650106243,2.2160165
476,80.08683260584063,18.658222650106243,2.3067985
477,80.2016524375336,18.658222650106243,2.667667
497,77.7904359719814,18.54340281841328,3.1676815
498,77.90525580367436,18.54340281841328,3.1676815
499,78.02007563536732,18.54340281841328,3.1681566
500,78.13489546706029,18.54340281841328,2.355466
501,78.24971529875324,18.54340281841328,2.2899227
502,78.36453513044621,18.54340281841328,2.4554276
503,78.47935496213917,18.54340281841328,2.2913852
504,78.59417479383214,18.54340281841328,2.2913852
505,78.7089946255251,18.54340281841328,2.2038188
506,78.82381445721805,18.54340281841328,2.0631773
507,78.93863428891102,18.54340281841328,2.1857526
508,79.05345412060397,18.54340281841328,2.1531692
509,79.16827395229694,18.54340281841328,2.1531692
510,79.2830937839899,18.54340281841328,2.218219
511,79.39791361568287,18.54340281841328,2.320833
512,79.51273344737582,18.54340281841328,2.332777
513,79.62755327906879,18.54340281841328,1.8996321
514,79.74237311076175,18.54340281841328,2.0048022
515,79.8571929424547,18.54340281841328,2.0048022
516,79.97201277414767,18.54340281841328,2.0421152
517,80.08683260584063,18.54340281841328,2.2450929
518,80.2016524375336,18.54340281841328,1.919842
519,80.31647226922655,18.54340281841328,2.294907
520,80.43129210091952,18.54340281841328,2.294907
521,80.54611193261248,18.54340281841328,2.5958564
536,77.56079630859549,18.42858298672032,2.9611082
537,77.67561614028844,18.42858298672032,3.146144
538,77.7904359719814,18.42858298672032,3.3265748
539,77.90525580367436,18.42858298672032,3.3265748
540,78.02007563536732,18.42858298672032,2.4863403
541,78.13489546706029,18.42858298672032,2.5362926
542,78.24971529875324,18.42858298672032,2.2112274
543,78.36453513044621,18.42858298672032,2.3249454
544,78.47935496213917,18.42858298672032,2.219029
545,78.59417479383214,18.42858298672032,2.219029
546,78.7089946255251,18.42858298672032,2.2590299
547,78.82381445721805,18.42858298672032,1.981714
548,78.93863428891102,18.42858298672032,2.2259202
549,79.05345412060397,18.42858298672032,2.2161434
550,79.16827395229694,18.42858298672032,2.2161434
551,79.2830937839899,18.42858298672032,2.175074
552,79.39791361568287,18.42858298672032,2.406734
553,79.51273344737582,18.42858298672032,2.1085143
554,79.62755327906879,18.42858298672032,1.883473
555,79.74237311076175,18.42858298672032,1.8789858
556,79.8571929424547,18.42858298672032,1.8789858
557,79.97201277414767,18.42858298672032,1.9411186
558,80.08683260584063,18.42858298672032,1.9318526
559,80.2016524375336,18.42858298672032,1.8737831
560,80.31647226922655,18.42858298672032,2.482403
561,80.43129210091952,18.42858298672032,2.482403
562,80.54611193261248,18.42858298672032,3.2597718
563,80.66093176430545,18.42858298672032,2.522639
578,77.67561614028844,18.31376315502736,3.5035424
579,77.7904359719814,18.31376315502736,3.2163925
580,77.90525580367436,18.31376315502736,3.2163925
581,78.02007563536732,18.31376315502736,2.9976544
582,78.13489546706029,18.31376315502736,2.5726058
583,78.24971529875324,18.31376315502736,3.2338195
584,78.36453513044621,18.31376315502736,2.445437
585,78.47935496213917,18.31376315502736,2.2684546
586,78.59417479383214,18.31376315502736,2.2684546
587,78.7089946255251,18.31376315502736,2.1730134
588,78.82381445721805,18.31376315502736,2.2473812
589,78.93863428891102,18.31376315502736,2.5454454
590,79.05345412060397,18.31376315502736,2.2724476
591,79.16827395229694,18.31376315502736,2.2724476
592,79.2830937839899,18.31376315502736,1.9178585
593,79.39791361568287,18.31376315502736,2.2398334
594,79.51273344737582,18.31376315502736,2.2722037
595,79.62755327906879,18.31376315502736,2.0814204
596,79.74237311076175,18.31376315502736,1.8963493
597,79.8571929424547,18.31376315502736,1.8963493
598,79.97201277414767,18.31376315502736,2.0546064
599,80.08683260584063,18.31376315502736,2.2031484
600,80.2016524375336,18.31376315502736,1.9831741
601,80.31647226922655,18.31376315502736,2.0966096
602,80.43129210091952,18.31376315502736,2.0966096
603,80.54611193261248,18.31376315502736,2.2176151
604,80.66093176430545,18.31376315502736,3.0530705
619,77.67561614028844,18.1989433233344,3.8006196
620,77.7904359719814,18.1989433233344,3.1506286
621,77.90525580367436,18.1989433233344,3.1506286
622,78.02007563536732,18.1989433233344,3.2271438
623,78.13489546706029,18.1989433233344,2.7377214
624,78.24971529875324,18.1989433233344,2.5410335
625,78.36453513044621,18.1989433233344,2.3986995
626,78.47935496213917,18.1989433233344,3.4596086
627,78.59417479383214,18.1989433233344,3.4596086
628,78.7089946255251,18.1989433233344,2.7773232
629,78.82381445721805,18.1989433233344,2.251048
630,78.93863428891102,18.1989433233344,2.6044097
631,79.05345412060397,18.1989433233344,2.731298
632,79.16827395229694,18.1989433233344,2.731298
633,79.2830937839899,18.1989433233344,2.4087398
634,79.39791361568287,18.1989433233344,2.238707
635,79.51273344737582,18.1989433233344,2.0444248
636,79.62755327906879,18.1989433233344,1.9573691
637,79.74237311076175,18.1989433233344,1.8779957
638,79.8571929424547,18.1989433233344,1.8779957
639,79.97201277414767,18.1989433233344,1.9456317
640,80.08683260584063,18.1989433233344,2.1693437
641,80.2016524375336,18.1989433233344,2.1649325
642,80.31647226922655,18.1989433233344,1.973675
643,80.43129210091952,18.1989433233344,1.973675
644,80.54611193261248,18.1989433233344,2.1951041
645,80.66093176430545,18.1989433233344,2.483642
660,77.67561614028844,18.084123491641435,3.4843452
661,77.7904359719814,18.084123491641435,3.7405586
662,77.90525580367436,18.084123491641435,3.7405586
663,78.02007563536732,18.084123491641435,4.196489
664,78.13489546706029,18.084123491641435,2.4827332
665,78.24971529875324,18.084123491641435,2.9413328
666,78.36453513044621,18.084123491641435,3.7508545
667,78.47935496213917,18.084123491641435,3.6948173
668,78.59417479383214,18.084123491641435,3.6948173
669,78.7089946255251,18.084123491641435,2.8258424
670,78.82381445721805,18.084123491641435,2.4510205
671,78.93863428891102,18.084123491641435,2.6212842
672,79.05345412060397,18.084123491641435,3.0869727
673,79.16827395229694,18.084123491641435,3.0869727
674,79.2830937839899,18.084123491641435,2.438931
675,79.39791361568287,18.084123491641435,2.7457547
676,79.51273344737582,18.084123491641435,1.9743649
677,79.62755327906879,18.084123491641435,2.1893654
678,79.74237311076175,18.084123491641435,2.2836707
679,79.8571929424547,18.084123491641435,2.2836707
680,79.97201277414767,18.084123491641435,1.9868815
681,80.08683260584063,18.084123491641435,1.8786795
682,80.2016524375336,18.084123491641435,1.9813826
683,80.31647226922655,18.084123491641435,2.7195582
684,80.43129210091952,18.084123491641435,2.7195582
685,80.54611193261248,18.084123491641435,2.1037927
686,80.66093176430545,18.084123491641435,1.9359379
687,80.7757515959984,18.084123491641435,2.0936563
688,80.89057142769136,18.084123491641435,2.1837933
701,77.67561614028844,17.969303659948473,3.8587546
702,77.7904359719814,17.969303659948473,3.4637628
703,77.90525580367436,17.969303659948473,3.4637628
704,78.02007563536732,17.969303659948473,3.3345833
705,78.13489546706029,17.969303659948473,2.4780097
706,78.24971529875324,17.969303659948473,2.9684231
707,78.36453513044621,17.969303659948473,2.6183047
708,78.47935496213917,17.969303659948473,2.887443
709,78.59417479383214,17.969303659948473,2.887443
710,78.7089946255251,17.969303659948473,2.4410844
711,78.82381445721805,17.969303659948473,2.7268558
712,78.93863428891102,17.969303659948473,2.8259046
713,79.05345412060397,17.969303659948473,2.8870893
714,79.16827395229694,17.969303659948473,2.8870893
715,79.2830937839899,17.969303659948473,2.2796562
716,79.39791361568287,17.969303659948473,2.5273786
717,79.51273344737582,17.969303659948473,2.4693034
718,79.62755327906879,17.969303659948473,2.0202868
719,79.74237311076175,17.969303659948473,1.9215729
720,79.8571929424547,17.969303659948473,1.9215729
721,79.97201277414767,17.969303659948473,2.2693758
722,80.08683260584063,17.969303659948473,2.1838434
723,80.2016524375336,17.969303659948473,1.9229443
724,80.31647226922655,17.969303659948473,1.9945087
725,80.43129210091952,17.969303659948473,1.9945087
726,80.54611193261248,17.969303659948473,2.1979983
727,80.66093176430545,17.969303659948473,1.969869
728,80.7757515959984,17.969303659948473,2.1755648
729,80.89057142769136,17.969303659948473,2.086354
742,77.67561614028844,17.85448382825551,3.8013642
743,77.7904359719814,17.85448382825551,3.8623345
744,77.90525580367436,17.85448382825551,3.8623345
745,78.02007563536732,17.85448382825551,3.6166637
746,78.13489546706029,17.85448382825551,2.9985929
747,78.24971529875324,17.85448382825551,2.5491536
748,78.36453513044621,17.85448382825551,2.7746432
749,78.47935496213917,17.85448382825551,2.826338
750,78.59417479383214,17.85448382825551,2.826338
751,78.7089946255251,17.85448382825551,2.3323112
752,78.82381445721805,17.85448382825551,2.410356
753,78.93863428891102,17.85448382825551,2.2197318
754,79.05345412060397,17.85448382825551,2.876995
755,79.16827395229694,17.85448382825551,2.876995
756,79.2830937839899,17.85448382825551,2.3123767
757,79.39791361568287,17.85448382825551,2.3380916
758,79.51273344737582,17.85448382825551,2.4700236
759,79.62755327906879,17.85448382825551,2.0916579
760,79.74237311076175,17.85448382825551,2.443757
761,79.8571929424547,17.85448382825551,2.443757
762,79.97201277414767,17.85448382825551,2.0103269
763,80.08683260584063,17.85448382825551,2.0236802
764,80.2016524375336,17.85448382825551,1.9639702
765,80.31647226922655,17.85448382825551,1.9443214
766,80.43129210091952,17.85448382825551,1.9443214
767,80.54611193261248,17.85448382825551,2.0980258
768,80.66093176430545,17.85448382825551,2.4832978
769,80.7757515959984,17.85448382825551,2.1401405
770,80.89057142769136,17.85448382825551,2.0567186
777,81.6943102495421,17.85448382825551,4.243752
782,77.56079630859549,17.739663996562548,5.1754065
783,77.67561614028844,17.739663996562548,3.8862934
784,77.7904359719814,17.739663996562548,4.0531807
785,77.90525580367436,17.739663996562548,4.0531807
786,78.02007563536732,17.739663996562548,3.4280765
787,78.13489546706029,17.739663996562548,2.6685758
788,78.24971529875324,17.739663996562548,2.692483
789,78.36453513044621,17.739663996562548,2.996809
790,78.47935496213917,17.739663996562548,3.967973
791,78.59417479383214,17.739663996562548,3.967973
792,78.7089946255251,17.739663996562548,2.254783
793,78.82381445721805,17.739663996562548,2.6980836
794,78.93863428891102,17.739663996562548,2.774011
795,79.05345412060397,17.739663996562548,2.77642
796,79.16827395229694,17.739663996562548,2.77642
797,79.2830937839899,17.739663996562548,2.3573136
798,79.39791361568287,17.739663996562548,2.1568913
799,79.51273344737582,17.739663996562548,2.6175115
800,79.62755327906879,17.739663996562548,2.3066182
801,79.74237311076175,17.739663996562548,2.2638087
802,79.8571929424547,17.739663996562548,2.2638087
803,79.97201277414767,17.739663996562548,2.6845717
804,80.08683260584063,17.739663996562548,2.213097
805,80.2016524375336,17.739663996562548,2.7213616
806,80.31647226922655,17.739663996562548,1.9684
807,80.43129210091952,17.739663996562548,1.9684
808,80.54611193261248,17.739663996562548,1.9478462
809,80.66093176430545,17.739663996562548,2.0091252
810,80.7757515959984,17.739663996562548,1.9499705
811,80.89057142769136,17.739663996562548,2.0016422
812,81.00539125938433,17.739663996562548,2.0335426
813,81.12021109107728,17.739663996562548,2.0335426
814,81.23503092277025,17.739663996562548,2.3852327
815,81.3498507544632,17.739663996562548,2.5368607
816,81.46467058615617,17.739663996562548,3.3193245
817,81.57949041784913,17.739663996562548,2.852618
823,77.56079630859549,17.62484416486959,3.6710486
824,77.67561614028844,17.62484416486959,3.4613316
825,77.7904359719814,17.62484416486959,3.8890824
826,77.90525580367436,17.62484416486959,3.8890824
827,78.02007563536732,17.62484416486959,3.4212525
828,78.13489546706029,17.62484416486959,2.744581
829,78.24971529875324,17.62484416486959,2.4640868
