,Feature_set,MAE_test,RMSE_test,R2_test,Accuracy_test,MAE_train,RMSE_train,R2_train,Accuracy_train,Features,max_depth
0,0,7.9716792261003135,9.8569265502391,0.15482703012917198,73.22664915292327,8.007579620440328,9.63286013939158,0.22674348448877235,73.92407711995779,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",1
1,0,7.409421449517412,9.136529562893417,0.2738520996744854,75.2721749576685,6.992380170743717,8.469853260712187,0.40218769348345096,77.53033869599759,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",2
2,0,6.989807581793499,8.617620924358592,0.3539928410466304,76.87075602175244,6.362612414564544,7.744801195886552,0.5001569856577699,79.79436725831962,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",3
3,0,6.577944220866002,8.146346062345422,0.42271766407482203,78.46132984929659,5.822533490020835,7.144054988244774,0.574692877351162,81.76644164195798,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",4
4,0,6.264804853514278,7.829802484363613,0.4667091017501447,79.75576351774274,5.395979191063718,6.673024185078872,0.6289277511052501,83.31928999684037,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",5
5,0,6.008163330847947,7.60595262211484,0.496766215127855,80.84339328759381,5.002054759820292,6.270340775511093,0.672361169624299,84.76734512197481,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",6
6,0,5.808982816611174,7.442354305813866,0.5181817550737805,81.67429554339806,4.683782299341855,5.932810381273463,0.7066851745805234,85.88294163862865,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",7
7,0,5.6985675011395385,7.338895533184778,0.5314844930819769,82.13015875691764,4.432101772433135,5.647474326971173,0.7342204209653953,86.7140335251157,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",8
8,0,5.604621901040446,7.284973925553147,0.5383439177645276,82.59059259509942,4.153405248668838,5.33993340661708,0.7623790320402586,87.63005421279236,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",9
9,0,5.570294490565949,7.2472929669331885,0.5431073266948675,82.70817890968127,3.917165101950458,5.053246260952417,0.7872086326739751,88.36180303205501,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",10
10,0,5.526792121211592,7.2161281973043,0.5470283327409713,82.92164838349979,3.6459941750401175,4.729623241807732,0.8135913026045031,89.20766757721177,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",11
11,0,5.490471859955733,7.181347196481948,0.5513843639031767,83.05224450212633,3.4061554005624917,4.433203693466667,0.8362246820088144,89.93431352779314,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",12
12,0,5.452889905273715,7.155195228078788,0.5546458187130356,83.19298928426966,3.1631161817390385,4.129159500999237,0.8579188718648684,90.66770352368749,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",13
13,0,5.460931780624923,7.1690622293016535,0.5529179241806297,83.15334221631755,2.928381280162368,3.831312760685965,0.8776769529508038,91.37309770019456,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",14
14,0,5.451013481853427,7.166953726159219,0.5531808694044402,83.20575574618985,2.734218935315125,3.5790240477577044,0.8932562854891629,91.94123060631837,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",15
15,0,5.44952420121239,7.163935580698838,0.5535571188483334,83.19979595373975,2.5501395654859467,3.343170946321788,0.906861284014502,92.48472891466639,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",16
16,0,5.438546336311455,7.167837549684529,0.5530706597884092,83.24772122581234,2.3883271111871758,3.1358873407356156,0.918052825782972,92.95921819429151,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",17
17,0,5.425937522520032,7.136922125051962,0.5569176257201398,83.27668820734057,2.28828713030118,3.008569180867338,0.9245719147382251,93.2445586286924,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",18
18,0,5.423083560782297,7.146079308513992,0.5557798832933426,83.28799566768518,2.173319639228037,2.860044214755229,0.9318354498648505,93.58262837148241,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",19
19,0,5.446955250072219,7.170800248061309,0.5527011228195002,83.2273593811278,2.102735369852882,2.7742069717690065,0.9358656354323124,93.7821620581887,"['PowP_score', 'RWI_median', 'SSM_min', 'SoilT_Vertic_Cambisols', 'POP_mean', 'ST_max']",20
